#List of 666 genes for which we were able to compute clonal frequency
#
#All driver genes stated as major or those with an FDR < 0.1 
#
##geneHGNCsymbol
##Mean VAF = average variant allele frequency of somatic mutations detected in the driver gene across samples of each tumor type.
##Zvalue = Zscore of the gene's average variant allele frequency in the context of all somatic mutations detected in the tumor type.
##Nmutations = Number of mutations observed in the driver across the cohort
##Pvalue = P-value resulting from the statistical test of major drivers
##FDR = Corrected P-value
##MeanCCF = Mean CCF of all mutations detected in drivers of the tumor type
###
geneHGNCsymbol	MeanVAF	Nmutations	Zvalue	Pvalue	FDR	MeanCCF
MAX	0.41712989509611687	6	2.2755700000000001	0.011435879299626231	0.031766331387850642	0.83425979019223373
PIK3CA	0.34519716943947626	9	1.5719700000000001	0.057978754418750632	0.14494688604687658	0.69039433887895252
TJP1	0.37245605920444036	4	1.3760300000000001	0.084406172753861586	0.19183221080423088	0.74491211840888072
PIK3R1	0.29530424853554471	6	0.58747000000000005	0.27844404652898158	0.58009176360204495	0.59060849707108942
DDX3X	0.29126858499632535	4	0.41488000000000003	0.33911487577001143	0.62062067681361843	0.58253716999265071
EIF1AX	0.27621483375959077	8	0.39195000000000002	0.34754757901562633	0.62062067681361843	0.55242966751918154
ARID1B	0.27771983686624302	4	0.31901000000000002	0.37485946488058924	0.62476577480098205	0.55543967373248604
ARID1A	0.23784165811900446	8	-0.26554	0.60470325004663872	0.94484882819787297	0.47568331623800891
KAT6B	0.21740527227033282	6	-0.51471999999999996	0.69662565223187578	0.99986866017330456	0.43481054454066564
SETD2	0.19872237922978925	4	-0.63793	0.73824037598963077	0.99986866017330456	0.3974447584595785
ZNF292	0.21373343510806556	8	-0.71155000000000002	0.76162826080966628	0.99986866017330456	0.42746687021613111
NF1	0.22130366545048033	22	-0.84482000000000002	0.80089432689458528	0.99986866017330456	0.44260733090096066
NCOR1	0.16666666666666669	5	-1.1215900000000001	0.8689815972874062	0.99986866017330456	0.33333333333333337
MLL	0.08499330413113601	5	-2.2034199999999999	0.98621742008387392	0.99986866017330456	0.16998660826227202
NOTCH1	0.154021615360562	14	-2.2088700000000001	0.98640815779799951	0.99986866017330456	0.308043230721124
EEF1B2	0.05111883604747141	8	-3.3928600000000002	0.99965416510549876	0.99986866017330456	0.10223767209494282
FRG1B	0.07745892455013649	13	-3.6495700000000002	0.99986866017330456	0.99986866017330456	0.15491784910027298
KEAP1	0.44491137799296776	34	6.8106600000000004	4.8575996979064548e-12	2.4287998489532275e-10	0.88982275598593552
TP53	0.39370130350826599	49	5.5565300000000004	1.3759522076030045e-08	3.4398805190075111e-07	0.78740260701653197
EIF4A2	0.41334750503468332	16	3.7926799999999998	7.4515075557495794e-05	0.0012419179259582633	0.82669501006936663
STK11	0.5	4	3.2035200000000001	0.00067879305136045475	0.0084849131420056834	1.0
MGA	0.42436243575851612	7	2.8133599999999999	0.0024513364773841623	0.024513364773841622	0.84872487151703224
SETD2	0.39281416618923065	10	2.6033599999999999	0.0046157481033408596	0.036578577697286507	0.7856283323784613
PTGS1	0.4649787180771156	4	2.5675500000000002	0.0051210008776201117	0.036578577697286507	0.92995743615423121
BRAF	0.39030815430692856	8	2.1982200000000001	0.013966716054338375	0.087291975339614844	0.78061630861385711
GNG2	0.39681493937991469	6	2.0910099999999998	0.018263583784982992	0.10146435436101663	0.79362987875982938
NF1	0.38930050874153793	7	2.0237500000000002	0.021497940576737391	0.10748970288368695	0.77860101748307586
SMARCA4	0.37931521468783985	6	1.79203	0.036564080288712254	0.15576356641060038	0.7586304293756797
CDH1	0.38592526292235396	5	1.7450300000000001	0.04048982351600619	0.15576356641060038	0.77185052584470792
MAP2K1	0.38912833891755472	5	1.7449300000000001	0.040498527266756103	0.15576356641060038	0.77825667783510943
NUP98	0.39265486114146714	4	1.63673	0.050843448828602492	0.18158374581643746	0.78530972228293427
KRAS	0.35795890280870607	5	1.3239700000000001	0.092756504153947317	0.25938227234260663	0.71591780561741214
EZH2	0.36615431647854652	4	1.3101799999999999	0.095067474967791554	0.25938227234260663	0.73230863295709303
HSP90AA1	0.36682262900729112	4	1.3010999999999999	0.096612113889507079	0.25938227234260663	0.73364525801458225
SVEP1	0.32486273852079178	15	1.29159	0.098249584479753904	0.25938227234260663	0.64972547704158357
CTNNB1	0.36636318028658454	4	1.2897700000000001	0.098565263490190513	0.25938227234260663	0.73272636057316909
ACVR1B	0.33972468505573439	5	0.97467999999999999	0.1648595083532135	0.41026564289928874	0.67944937011146878
MET	0.34815877382318539	4	0.94506999999999997	0.17231157001770125	0.41026564289928874	0.69631754764637077
MAP3K4	0.34025369197824884	4	0.87390000000000001	0.19108635735566459	0.4342871758083286	0.68050738395649768
KDR	0.3127983966752832	9	0.74992000000000003	0.2266514440941591	0.4927205306394763	0.62559679335056639
NTRK2	0.32690926395939085	4	0.66991999999999996	0.25145439474974562	0.52386332239530342	0.6538185279187817
EFTUD2	0.31521020048455151	5	0.50014999999999998	0.30848473090748818	0.61323969324623073	0.63042040096910301
TCF12	0.3013886543497577	5	0.47082000000000002	0.31888464048803999	0.61323969324623073	0.6027773086995154
POLR2B	0.29752652349776898	5	0.28405999999999998	0.38818220008752946	0.68292762942035945	0.59505304699553796
PHF6	0.29808673469387759	4	0.27875	0.39021834410815726	0.68292762942035945	0.59617346938775517
G3BP1	0.29202518636644281	7	0.26346000000000003	0.39609802506380848	0.68292762942035945	0.58405037273288563
EPHB2	0.28949420549631782	5	0.12488	0.45030927604846216	0.7313898783430951	0.57898841099263565
ACTG1	0.28777541311967925	4	0.11692	0.45346172457271894	0.7313898783430951	0.57555082623935849
SF3B1	0.27603909526602805	10	-0.14035	0.55580826952486229	0.86845042113259729	0.55207819053205609
MLL	0.26093205210677928	4	-0.26923999999999998	0.60612749960709233	0.90959043529989847	0.52186410421355856
NTN4	0.26165196612220204	6	-0.30159999999999998	0.61852149600393103	0.90959043529989847	0.52330393224440408
SIN3A	0.25943430173853776	7	-0.42344999999999999	0.66401651433281095	0.94859502047544431	0.51886860347707553
CUL2	0.24728345102759597	6	-0.50976999999999995	0.6948936972456683	0.96513013506342826	0.49456690205519194
FAT1	0.25374978116322999	18	-0.78659999999999997	0.78424197036038668	0.97266285667929464	0.50749956232645999
BLM	0.22472152427916464	4	-0.79479999999999995	0.78663507449905223	0.97266285667929464	0.44944304855832928
LDHA	0.22183143721704143	4	-0.80862999999999996	0.79063599834006304	0.97266285667929464	0.44366287443408287
COPS2	0.22579977566263812	4	-0.83577000000000001	0.79835784667923881	0.97266285667929464	0.45159955132527624
LPHN2	0.23536774297802221	9	-0.95999999999999996	0.83147239253316219	0.97266285667929464	0.47073548595604442
HSP90AB1	0.21039079066949404	4	-0.98446	0.83755530524037436	0.97266285667929464	0.42078158133898808
BAZ2B	0.20552449762675296	5	-1.1847799999999999	0.88194777889866116	0.97266285667929464	0.41104899525350591
ARID1A	0.21752171806185489	8	-1.21031	0.88692001904958073	0.97266285667929464	0.43504343612370977
MMP2	0.2224590403666061	9	-1.2224699999999999	0.88923502899154305	0.97266285667929464	0.44491808073321221
EEF1B2	0.2152255639097744	8	-1.25274	0.89484982814495106	0.97266285667929464	0.43045112781954881
FN1	0.16403575768149417	4	-1.68232	0.95374659753598023	0.99998357697590412	0.32807151536298834
CCT5	0.18565777157692104	7	-1.7952999999999999	0.96369704247412391	0.99998357697590412	0.37131554315384208
HSPA8	0.095197620059498528	4	-2.5585900000000001	0.99474511941509569	0.99998357697590412	0.19039524011899706
MLL3	0.1428312519602061	19	-4.1527799999999999	0.99998357697590412	0.99998357697590412	0.2856625039204122
TP53	0.44232046361634653	88	9.8729300000000002	2.7273765479536363e-23	1.1727719156200637e-21	0.88464092723269305
KEAP1	0.42511399637783159	25	4.6060600000000003	2.0518501432988649e-06	3.2228768220046622e-05	0.85022799275566319
CDKN2A	0.47753539992345972	14	4.5869799999999996	2.2485187130265085e-06	3.2228768220046622e-05	0.95507079984691945
SETD2	0.47634815515610224	7	3.53918	0.00020068603412024349	0.0021573748667926174	0.95269631031220448
NOTCH1	0.4484286000665515	7	2.7961800000000001	0.0025855295670406181	0.022235554276549316	0.89685720013310299
KRAS	0.48899844367414175	4	2.64066	0.0041372355831763106	0.029650188346096892	0.97799688734828349
RB1	0.44504989713825971	6	2.5179100000000001	0.0059026741109056919	0.036259283824134965	0.89009979427651942
PIK3CA	0.45181405895691612	4	2.24533	0.012373477753533544	0.066507442925242799	0.90362811791383224
NTN4	0.44955106621773289	4	2.0520299999999998	0.020083373483920291	0.095953895534285835	0.89910213243546577
RASA1	0.40895923323741679	6	1.95261	0.025432912660042443	0.10936152443818251	0.81791846647483357
ARID1A	0.36964866480602115	14	1.8996599999999999	0.028738876400075854	0.11234288047302379	0.73929732961204231
PTEN	0.36057761829586893	12	1.5694900000000001	0.058266903882104634	0.20512093311425139	0.72115523659173786
FUBP1	0.38792077698260113	6	1.53809	0.062013305360122513	0.20512093311425139	0.77584155396520227
FMR1	0.40183977837653218	4	1.4598199999999999	0.072169775193291721	0.21568315395162166	0.80367955675306435
ARID1B	0.39852704227649677	4	1.4378500000000001	0.075238309518007557	0.21568315395162166	0.79705408455299354
SMAD4	0.36357130549774758	7	1.2673399999999999	0.10251687185013275	0.27551409309723179	0.72714261099549515
NFE2L2	0.32859741741455384	30	1.20366	0.114360509302814	0.28926481764829426	0.65719483482910768
RGS3	0.36424125851549516	5	1.1234	0.13063382491072728	0.31206969284229291	0.72848251703099032
NF1	0.34118537986579173	8	0.88724000000000003	0.18747485056255803	0.42428518811526289	0.68237075973158345
SPTAN1	0.35133638143346513	4	0.78098999999999996	0.21740418811971884	0.46741900445739554	0.70267276286693026
HSP90AB1	0.31521739130434784	4	0.22788	0.40986976568762007	0.83925713926512679	0.63043478260869568
MYB	0.29788545228432867	5	0.086580000000000004	0.46550268194048999	0.87922361820565464	0.59577090456865733
TBX3	0.30117663308971598	4	0.074560000000000001	0.47028240043558267	0.87922361820565464	0.60235326617943197
NCF2	0.28794441135392707	4	-0.048230000000000002	0.51923352927064892	0.93029340660991267	0.57588882270785413
ITSN1	0.27970410076438634	4	-0.19847999999999999	0.57866523441753037	0.99530420319815216	0.55940820152877269
RPL5	0.27321342179832742	5	-0.35043999999999997	0.63699574421044536	0.99582844911273694	0.54642684359665483
GATA3	0.2643657619866514	5	-0.54813000000000001	0.70819867867262554	0.99582844911273694	0.52873152397330281
ERBB2IP	0.26380368404054327	7	-0.55459999999999998	0.71041585548343411	0.99582844911273694	0.52760736808108655
AFF4	0.25026477340434733	4	-0.64517999999999998	0.74059472730123499	0.99582844911273694	0.50052954680869466
NUP98	0.25215368443364677	5	-0.73175999999999997	0.76784246626157637	0.99582844911273694	0.50430736886729355
NR4A2	0.24222387501095144	4	-0.75829999999999997	0.77586429635446952	0.99582844911273694	0.48444775002190288
FN1	0.26506678023648089	14	-0.85436000000000001	0.80354722406120915	0.99582844911273694	0.53013356047296178
SRGAP3	0.22752724938098962	5	-1.0786500000000001	0.85962810854834371	0.99582844911273694	0.45505449876197923
AQR	0.20920382492925432	4	-1.3161799999999999	0.90594318259015183	0.99582844911273694	0.41840764985850865
CNOT3	0.20923447331750386	5	-1.3624700000000001	0.91347519720986958	0.99582844911273694	0.41846894663500772
SIN3A	0.18689165564165564	4	-1.5181199999999999	0.93550792492829515	0.99582844911273694	0.37378331128331127
ACVR1B	0.16870251194311017	4	-1.7083299999999999	0.9562124361154235	0.99582844911273694	0.33740502388622035
PRPF8	0.18253213089829223	5	-1.77122	0.96173793766126459	0.99582844911273694	0.36506426179658447
HRAS	0.20505300482193473	9	-1.84213	0.96727193173741866	0.99582844911273694	0.41010600964386945
MLL2	0.23404108441303018	19	-1.9182900000000001	0.97246287514562968	0.99582844911273694	0.46808216882606035
EIF2C3	0.18345668034444537	6	-1.9769300000000001	0.97597522839593187	0.99582844911273694	0.36691336068889074
HLA-A	0.17780156380921056	6	-2.0300099999999999	0.97882223859118411	0.99582844911273694	0.35560312761842111
MED17	0.20542857192082051	17	-2.6378599999999999	0.99582844911273694	0.99582844911273694	0.41085714384164101
TP53	0.48599172827766579	176	14.53688	3.5372145707612053e-48	4.5983789419895666e-47	0.97198345655533158
NF1	0.4873507829921887	7	2.9610799999999999	0.0015328114915580467	0.0099632746951273023	0.9747015659843774
CDK12	0.5	4	2.4532799999999999	0.0070780050672221749	0.030671355291296089	1.0
GPS2	0.45537878633558082	4	1.7917400000000001	0.036587311959569824	0.11890876386860193	0.91075757267116164
BRCA2	0.43321011484206184	4	1.4094599999999999	0.079349596600642225	0.20630895116166978	0.86642022968412369
SETD2	0.41719055561114865	4	1.1540900000000001	0.1242316363665722	0.26916854546090641	0.8343811112222973
BRCA1	375	4	0.50522	0.30670216226906999	0.56958972992827284	0.75
NRAS	0.36341094999070456	4	0.28592000000000001	0.38746969756608185	0.60139859400923501	0.72682189998140911
EIF2AK3	0.35501730175231128	4	0.14968999999999999	0.44050459906363404	0.60139859400923501	0.71003460350462255
ITSN1	0.34360300903470614	4	0.0058500000000000002	0.4976662009710654	0.60139859400923501	0.68720601806941228
CCAR1	0.34357860383331229	4	-0.022249999999999999	0.50887573339242964	0.60139859400923501	0.68715720766662458
HDAC3	0.25908051843111096	6	-1.65764	0.95130492452953963	0.98530814541078748	0.51816103686222192
DDX5	0.2053908580727265	4	-2.1783000000000001	0.98530814541078748	0.98530814541078748	0.410781716145453
TP53	0.45462733168651126	12	4.8745200000000004	5.4536667691615658e-07	9.2712335075746618e-06	0.90925466337302252
SPOP	0.41024377580026772	13	4.1767799999999999	1.4783236696456743e-05	0.00012565751191988232	0.82048755160053544
HSPA8	0.42685008883701236	8	3.4669400000000001	0.000263209690841649	0.0014915215814360109	0.85370017767402473
TJP1	0.38085004875622724	4	2.0327500000000001	0.021038893485144591	0.089415297311864511	0.76170009751245449
ERCC2	0.3700755773381264	4	1.8185100000000001	0.034493109852350566	0.11727657349799192	0.74015115467625281
ATM	0.29673808978281746	14	1.6166400000000001	0.052978006152333515	0.15010435076494494	0.59347617956563492
CHD4	0.29983399589358267	5	1.0277499999999999	0.15203372072653887	0.36922475033588015	0.59966799178716534
ZFHX3	0.24261448429636606	5	0.1769	0.42979346931061102	0.9133111222850484	0.48522896859273212
CTNNB1	0.17604515427224168	5	-0.69967000000000001	0.75793329207831139	0.99999465637371399	0.35209030854448337
SCAI	0.16188095792363699	5	-0.90312999999999999	0.81677154816437869	0.99999465637371399	0.32376191584727398
ARID1B	0.13817037150011649	6	-1.37185	0.91494493084417861	0.99999465637371399	0.27634074300023298
EIF4G1	0.13762265797250425	5	-1.38459	0.91691106452496385	0.99999465637371399	0.27524531594500851
HSP90AB1	0.13703006410683491	7	-1.4475899999999999	0.92613412524251437	0.99999465637371399	0.27406012821366982
CNTNAP1	0.13479160590380676	9	-1.6774500000000001	0.95327274049410882	0.99999465637371399	0.26958321180761352
AHNAK	0.11012898670850835	8	-2.1358700000000002	0.98365499425671132	0.99999465637371399	0.22025797341701669
FRG1B	0.096138385926760425	15	-3.0660699999999999	0.99891553734757599	0.99999465637371399	0.19227677185352085
EEF1B2	0.047713248955732535	16	-4.4027799999999999	0.99999465637371399	0.99999465637371399	0.095426497911465069
CDKN2A	0.44775791827039779	60	7.2095599999999997	2.8066480046441888e-13	3.8451077663625391e-11	0.89551583654079558
NRAS	0.42965153557735181	88	7.0591600000000003	8.375605347572022e-13	5.7372896630868354e-11	0.85930307115470361
HDAC3	0.48453608247422686	7	3.3896500000000001	0.00034990955305916506	0.012536915628688635	0.96907216494845372
RHOA	0.5	6	3.3374799999999998	0.00042270903023680975	0.012536915628688635	1.0
PER1	0.5	6	3.2684500000000001	0.00054069141123099451	0.012536915628688635	1.0
TP53	0.44994062634055637	13	3.2641	0.0005490619983367286	0.012536915628688635	0.89988125268111274
NF1	0.40255296760926779	36	3.0515699999999999	0.0011382398049368384	0.022276979039478124	0.80510593521853557
EIF1AX	0.5	4	2.7616700000000001	0.0028753284991643218	0.049240000548189014	1.0
EP300	0.435141160023092	10	2.62906	0.0042810626353465189	0.06381285956841902	0.870282320046184
DDX3X	0.41996280978496159	15	2.5694900000000001	0.0050924165637466238	0.06381285956841902	0.83992561956992318
CCAR1	0.47294248957293072	5	2.5673699999999999	0.0051236602573183155	0.06381285956841902	0.94588497914586145
SVEP1	0.39277671626254884	34	2.4857100000000001	0.0064646639315096019	0.073804913218067952	0.78555343252509768
MFNG	0.47733732469078555	4	2.3948299999999998	0.0083140364031309474	0.087617152863764605	0.95467464938157109
BNC2	0.45338461538461539	5	2.2494900000000002	0.012240669167750897	0.11529532547404728	0.90676923076923077
HRAS	0.45019173208864083	6	2.2376	0.012623575781829995	0.11529532547404728	0.90038346417728166
PTGS1	0.4175701167745956	11	2.1943199999999998	0.014106206312613197	0.1207843915517505	0.8351402335491912
BRAF	0.39624879301379923	18	1.9774400000000001	0.023995958163578999	0.19337919225943076	0.79249758602759846
ARID1B	0.40318535824798196	14	1.9186700000000001	0.02751305524601853	0.20940492048358547	0.80637071649596392
ACTG1	0.40255095445621442	12	1.8756600000000001	0.03035099090552025	0.21884661863454075	0.80510190891242883
ARHGEF6	0.44750000000000001	4	1.84616	0.032434488502914111	0.22217624624496168	0.89500000000000002
CDK4	0.43061224489795913	5	1.71688	0.043000549934792992	0.2805273971936495	0.86122448979591826
IRF7	0.42093553288474056	6	1.62395	0.052193240065459896	0.32502154040763664	0.84187106576948112
ARFGEF2	0.40576671764704542	8	1.5997699999999999	0.054824808186054855	0.326565161803892	0.81153343529409083
LDHA	0.41942830428103922	5	1.4458899999999999	0.074104028588734355	0.42301049652735861	0.83885660856207844
STAG2	0.40451877158175942	7	1.39724	0.081170705936830179	0.43553809606573907	0.80903754316351884
POLR2B	0.39119305496460532	10	1.3874200000000001	0.082656864946782593	0.43553809606573907	0.78238610992921065
AHNAK	0.36906995055276542	39	1.34141	0.089893686303840981	0.45612722309726716	0.73813990110553085
NUP98	0.38997882416981916	11	1.2875799999999999	0.098946102520727441	0.48412914447641642	0.77995764833963832
XRN1	0.39140615425604897	8	1.20577	0.11395309294228528	0.52221903896999722	0.78281230851209793
CIC	0.38857850598028193	9	1.2000599999999999	0.11505801947784811	0.52221903896999722	0.77715701196056386
IREB2	0.40496675511373043	5	1.16161	0.12269695912004069	0.52221903896999722	0.80993351022746085
BAP1	0.39923906913030366	6	1.1526700000000001	0.12452292974509988	0.52221903896999722	0.79847813826060732
RGS3	0.38471035503985318	10	1.13948	0.1272515027211471	0.52221903896999722	0.76942071007970636
MAP3K11	0.39718510271475482	6	1.09829	0.13603893856893418	0.52221903896999722	0.79437020542950965
NCF2	0.39542264924970311	6	1.0974999999999999	0.13621144037426186	0.52221903896999722	0.79084529849940621
CYTH4	0.40053047498618993	5	1.09287	0.13722544089722555	0.52221903896999722	0.80106094997237987
CTNNB1	0.39946268202792246	5	1.0544500000000001	0.14583847042288323	0.53504629149888694	0.79892536405584491
KDM5C	0.40094339622641506	4	1.0432900000000001	0.14840700056173506	0.53504629149888694	0.80188679245283012
SF3A3	0.39495167952614763	5	1.0184899999999999	0.15422257537480633	0.53856847870659075	0.78990335905229525
ACSL3	0.40182421227197346	4	1.0058400000000001	0.15724627115520895	0.53856847870659075	0.80364842454394692
NTN4	0.36945477172254243	16	0.91147999999999996	0.1810212594137961	0.59435600811178491	0.73890954344508486
COL1A1	0.3647469273106741	24	0.90697000000000005	0.18221133095397785	0.59435600811178491	0.72949385462134819
PTEN	0.37744166425839232	8	0.85628000000000004	0.19592146058084836	0.62421488603665642	0.75488332851678464
ACVR2A	0.38800307219662056	4	0.78698000000000001	0.2156467870325835	0.67144567780599862	0.77600614439324112
ARID2	0.35763959614862889	35	0.71999999999999997	0.23576249777925118	0.71350657636596249	0.71527919229725778
LNPEP	0.37491159205722085	7	0.69318999999999997	0.2440951614696249	0.71350657636596249	0.74982318411444171
CCT5	0.38257868257868255	4	0.69101000000000001	0.2447796283883229	0.71350657636596249	0.7651573651573651
MAP2K1	0.37686060822843476	6	0.61680999999999997	0.26868002764592686	0.75239871831282967	0.75372121645686951
MAT2A	0.37190296797880706	6	0.59363999999999995	0.27637646068505961	0.75239871831282967	0.74380593595761413
PSMA6	0.38223863194714341	4	0.58301999999999998	0.27993991830620191	0.75239871831282967	0.76447726389428683
ANK3	0.34909225507932795	215	0.57791000000000003	0.28166244176264388	0.75239871831282967	0.6981845101586559
EIF4G3	0.36835713935766273	8	0.56267	0.2868298080936974	0.75239871831282967	0.73671427871532547
ITSN1	0.36151240262248102	14	0.55025000000000002	0.29107395671956188	0.75239871831282967	0.72302480524496204
AFF4	0.36628073469219496	9	0.53115000000000001	0.29765741907252963	0.75302517285767112	0.73256146938438993
DDX5	0.37447478991596639	4	0.51776999999999995	0.30230937596475849	0.75302517285767112	0.74894957983193278
MAP4K3	0.37072379071512335	5	0.48330000000000001	0.31444137002846584	0.76925835167678247	0.74144758143024669
PPP6C	0.35659745397286668	16	0.44701000000000002	0.32743391983132125	0.77971644410589325	0.71319490794573337
MSR1	0.35675269803311449	17	0.43963999999999998	0.33009893254118106	0.77971644410589325	0.71350539606622898
HDAC9	0.35832637416508634	8	0.34773999999999999	0.36401772677560529	0.84526150115691401	0.71665274833017267
SMURF2	0.34951135115970045	4	0.10589	0.45783481415164468	1.0	0.69902270231940089
USP6	0.3465229301895088	17	0.082869999999999999	0.46697745424966491	1.0	0.69304586037901761
TCF4	0.34629496681196681	11	0.070980000000000001	0.47170683651202877	1.0	0.69258993362393362
ERBB3	0.34735245772278117	6	0.066449999999999995	0.47350978194588283	1.0	0.69470491544556234
NUP107	0.34831144522485608	5	0.048140000000000002	0.48080233387697513	1.0	0.69662289044971215
RAC1	0.34401606304952298	5	0.019859999999999999	0.49207752711108205	1.0	0.68803212609904596
ARHGAP29	0.34453433306064518	5	0.0040699999999999998	0.49837630940147948	1.0	0.68906866612129036
DLG1	0.34316311624223433	6	-0.043560000000000001	0.51737243160557222	1.0	0.68632623248446867
RPL5	0.34252636181654178	10	-0.044150000000000002	0.51760758131170914	1.0	0.68505272363308356
CHD6	0.34136526198207034	13	-0.084879999999999997	0.53382160395730127	1.0	0.68273052396414069
BAZ2B	0.34141243146195704	14	-0.096780000000000005	0.53854944647324643	1.0	0.68282486292391409
SF3B1	0.33974859504689198	9	-0.10857	0.54322822170361273	1.0	0.67949719009378395
SOS1	0.33117778361344535	4	-0.17802999999999999	0.57065029225946506	1.0	0.66235556722689071
CLTC	0.33964169757099333	9	-0.18845000000000001	0.57473804628909497	1.0	0.67928339514198666
SOS2	0.33472074104457206	5	-0.19087000000000001	0.57568627771527636	1.0	0.66944148208914411
ASPM	0.33816072379732942	12	-0.23796999999999999	0.59404781879906932	1.0	0.67632144759465884
C15orf55	0.33710352838434876	16	-0.25534000000000001	0.60076974597725963	1.0	0.67420705676869752
AHCTF1	0.32972541468475325	5	-0.28698000000000001	0.61293618294543495	1.0	0.6594508293695065
ARHGEF2	0.33125776124422757	5	-0.28749999999999998	0.61313524903127303	1.0	0.66251552248845513
BRWD1	0.3304589291300748	6	-0.31637999999999999	0.62414295219620819	1.0	0.66091785826014959
MAGI2	0.33331902285327886	8	-0.32466	0.62728079430402728	1.0	0.66663804570655771
MKL1	0.3331180582462277	9	-0.33706999999999998	0.63196793401830254	1.0	0.6662361164924554
DICER1	0.33371486016789847	9	-0.35710999999999998	0.63949527074987556	1.0	0.66742972033579695
ARHGAP26	0.32310901740027154	4	-0.39742	0.65447111526386959	1.0	0.64621803480054307
MECOM	0.33695716110822915	36	-0.42043000000000003	0.66291432191420796	1.0	0.67391432221645831
PLCB1	0.33268755995730226	19	-0.44723000000000002	0.67264549863101375	1.0	0.66537511991460452
FAF1	0.31332698313571039	4	-0.45508999999999999	0.67547775401646504	1.0	0.62665396627142078
LRPPRC	0.32243276872124893	5	-0.48033999999999999	0.68450717467778288	1.0	0.64486553744249786
B2M	0.31786869002920315	4	-0.50488	0.69317843890956832	1.0	0.6357373800584063
GATA3	0.31718518518518513	5	-0.51063000000000003	0.6951949175223282	1.0	0.63437037037037025
TGFBR2	0.32115434815773847	6	-0.53449999999999998	0.70350217526794534	1.0	0.64230869631547693
TJP2	0.31721970389048598	6	-0.54347999999999996	0.70660032122798122	1.0	0.63443940778097196
MAP3K4	0.31639371533646476	7	-0.60375000000000001	0.72699506684944004	1.0	0.63278743067292953
FBXW7	0.31212967140386494	4	-0.61045000000000005	0.7292181223632761	1.0	0.62425934280772988
PCDH18	0.33528530004194079	52	-0.63117000000000001	0.73603531235392428	1.0	0.67057060008388159
CHD9	0.32155227016125265	12	-0.69572000000000001	0.75669790103336165	1.0	0.6431045403225053
WNK1	0.30327694227966245	4	-0.73180999999999996	0.76785772770834182	1.0	0.60655388455932491
FAS	0.30558561772375509	5	-0.76351999999999998	0.77742333032009214	1.0	0.61117123544751017
AQR	0.31394844708979686	8	-0.85497999999999996	0.8037188900281762	1.0	0.62789689417959371
CYLD	0.29603134139689657	5	-0.9758	0.83541820761649954	1.0	0.59206268279379315
SEC24D	0.3030273632144595	7	-0.97641999999999995	0.83557181280171067	1.0	0.606054726428919
GNG2	0.30392028985507241	9	-1.0524	0.85369196565307459	1.0	0.60784057971014482
WASF3	0.30791783423617869	11	-1.07853	0.85960134943728639	1.0	0.61583566847235738
TCF12	0.29375031666413337	6	-1.1319600000000001	0.87117437422101474	1.0	0.58750063332826674
CAT	0.289781007522943	5	-1.1342000000000001	0.87164466798433327	1.0	0.579562015045886
BRCA1	0.28805578454161362	5	-1.13869	0.87258376244701696	1.0	0.57611156908322725
IDH1	0.29483620657234394	8	-1.25471	0.89520797288022802	1.0	0.58967241314468788
CRTC3	0.29897166492334964	10	-1.2802199999999999	0.89976611303337262	1.0	0.59794332984669929
HSPA8	0.30740326515884636	16	-1.3413299999999999	0.91009333315550534	1.0	0.61480653031769272
WIPF1	0.28113777721490479	6	-1.34388	0.91050640280822193	1.0	0.56227555442980959
CLASP2	0.27472352847833431	5	-1.3513900000000001	0.91171473227996547	1.0	0.54944705695666862
RASA2	0.28830834437372832	8	-1.3753200000000001	0.91548387066150161	1.0	0.57661668874745664
ARHGAP35	0.28960952534237766	9	-1.4941800000000001	0.9324357107081912	1.0	0.57921905068475532
CHD3	0.29014983378886489	10	-1.5241899999999999	0.93626937233225516	1.0	0.58029966757772977
MAP2K4	0.25428668102967322	4	-1.5666100000000001	0.9413970605057651	1.0	0.50857336205934645
SOX9	0.25220215434816934	4	-1.65018	0.95054693691940317	1.0	0.50440430869633868
TAOK1	0.26935396927681837	6	-1.6607099999999999	0.95161414797975685	1.0	0.53870793855363674
NFE2L2	0.24810606060606061	4	-1.66659	0.9522020206592775	1.0	0.49621212121212122
STAG1	0.27241277010857401	7	-1.7192099999999999	0.95721192969921731	1.0	0.54482554021714802
NCOR1	0.28455880827467134	10	-1.75675	0.96051978452451114	1.0	0.56911761654934268
FN1	0.2755954611761216	9	-1.8232999999999999	0.96587101683945753	1.0	0.55119092235224321
COPS2	0.2668696116450941	7	-1.97543	0.97589031444259622	1.0	0.53373922329018819
ZNF638	0.26507423599020902	8	-2.03816	0.97923303283373009	1.0	0.53014847198041803
ITGA9	0.22839690786357578	5	-2.2594699999999999	0.98807291780415285	1.0	0.45679381572715155
VIM	0.208060132861703	4	-2.44679	0.99279326041197336	1.0	0.41612026572340599
TRERF1	0.25184042827820285	9	-2.5716299999999999	0.994938949743151	1.0	0.50368085655640571
MLL3	0.27306225925297284	18	-2.7671299999999999	0.9971723900458046	1.0	0.54612451850594568
ATRX	0.25570110251330269	11	-2.7817699999999999	0.99729683303135896	1.0	0.51140220502660538
EIF4G1	0.25680939915233103	14	-2.91412	0.99821653616396555	1.0	0.51361879830466206
BPTF	0.24594970452982104	11	-2.9466600000000001	0.99839386906588301	1.0	0.49189940905964208
