#List of 459 mutation driver genes in full cohort.
#
##geneHGNCsymbol
##Tumor_type = where gene was detected as mutational driver
###
geneHGNCsymbol	Tumor_type
MLL2	HNSC
MLL2	LGG
MLL2	LUSC
MLL2	MB
MLL2	NB
MLL2	OV
MLL2	PRAD
MLL2	SCLC
MLL3	BLCA
MLL3	BRCA
MLL3	CLL
MLL3	RCCC
MLL3	HC
MLL3	LUAD
MLL3	MB
MLL3	NSCLC
MLL3	PAAD
MLL3	SCLC
MLL3	CM
MLL3	THCA
MLLT4	BRCA
MMP2	LUAD
MNDA	SCLC
MSR1	BRCA
MSR1	COREAD
MSR1	ESCA
MSR1	HNSC
MSR1	LUAD
MSR1	SCLC
MSR1	CM
MSR1	STAD
MTOR	BLCA
MTOR	BRCA
MTOR	CLL
MTOR	ESCA
MTOR	HNSC
MTOR	RCCC
MTOR	LGG
MTOR	SCLC
MUC20	BRCA
MUC20	HNSC
MUC20	LUSC
MUC20	UCEC
MYB	BRCA
MYB	LUAD
MYB	LUSC
MYB	SCLC
MYB	UCEC
MYC	DLBC
MYCN	NB
MYD88	CLL
MYH10	BLCA
MYH10	COREAD
MYH10	HC
MYH10	LUAD
MYH10	OV
MYH10	PRAD
MYH10	UCEC
MYH11	BLCA
MYH11	BRCA
MYH11	STAD
MYH14	BRCA
MYH9	BRCA
MYH9	HNSC
MYH9	STAD
NAP1L1	BLCA
NAP1L1	PRAD
NAP1L1	STAD
NCF2	BLCA
NCF2	GBM
NCF2	HNSC
NCF2	LUSC
NCF2	CM
NCF2	UCEC
NCK1	LUAD
NCK1	LUSC
NCK1	STAD
NCK1	THCA
NCKAP1	ESCA
NCKAP1	HNSC
NCKAP1	LUAD
NCKAP1	OV
NCKAP1	SCLC
NCKAP1	CM
NCKAP1	STAD
NCKAP1	UCEC
NCOR1	BRCA
NCOR1	CLL
NCOR1	GBM
NCOR1	HNSC
NCOR1	RCCC
NCOR1	LGG
NCOR1	CM
NCOR1	UCEC
NCOR2	BLCA
NDRG1	BLCA
NDRG1	BRCA
NDRG1	LUSC
NDRG1	OV
NDRG1	CM
NDRG1	UCEC
NEDD4L	GBM
NEDD4L	HNSC
NEDD4L	LGG
NEDD4L	LUAD
NEDD4L	STAD
NEDD4L	UCEC
NF1	ALL
NF1	BRCA
NF1	CLL
NF1	COREAD
NF1	GBM
NF1	HNSC
NF1	AML
NF1	LGG
NF1	HC
NF1	LUAD
NF1	LUSC
NF1	MB
NF1	MM
NF1	NB
NF1	OV
NF1	SCLC
NF1	CM
NF2	BRCA
NF2	LGG
NF2	LUAD
NF2	CM
NF2	UCEC
NFATC4	GBM
NFATC4	HNSC
NFATC4	HC
NFATC4	LUSC
NFATC4	CM
NFE2L2	BLCA
NFE2L2	ESCA
NFE2L2	HNSC
NFE2L2	RCCC
NFE2L2	HC
NFE2L2	LUAD
NFE2L2	LUSC
NFE2L2	CM
NFE2L2	STAD
NFE2L2	UCEC
NKX3-1	PRAD
NOTCH1	BLCA
NOTCH1	BRCA
NOTCH1	CLL
NOTCH1	HNSC
NOTCH1	LGG
NOTCH1	LUSC
NOTCH1	NB
NOTCH1	OV
NOTCH1	PRAD
NOTCH1	SCLC
NOTCH1	CM
NOTCH2	BRCA
NOTCH2	HNSC
NOTCH2	PRAD
NPM1	AML
NPM1	LUAD
NPM1	CM
NR2F2	COREAD
NR2F2	GBM
NR2F2	CM
NR2F2	STAD
NR2F2	UCEC
NR4A2	BRCA
NR4A2	COREAD
NR4A2	HNSC
NR4A2	LUSC
NR4A2	OV
NR4A2	SCLC
NR4A2	CM
NR4A2	STAD
NRAS	ALL
NRAS	BLCA
NRAS	BRCA
NRAS	CLL
NRAS	COREAD
NRAS	AML
NRAS	LUAD
NRAS	MM
NRAS	NB
NRAS	OV
NRAS	CM
NRAS	THCA
NRAS	UCEC
NSD1	BRCA
NSD1	ESCA
NSD1	HNSC
NSD1	MM
NSD1	OV
NSD1	STAD
NSD1	THCA
NTN4	COREAD
NTN4	RCCC
NTN4	LUAD
NTN4	LUSC
NTN4	CM
NTRK2	LUAD
NUP107	BLCA
NUP107	BRCA
NUP107	COREAD
NUP107	ESCA
NUP107	GBM
NUP107	HNSC
NUP107	LUAD
NUP107	LUSC
NUP107	SCLC
NUP107	CM
NUP107	STAD
NUP93	UCEC
NUP98	BLCA
NUP98	BRCA
NUP98	COREAD
NUP98	ESCA
NUP98	RCCC
NUP98	LUAD
NUP98	LUSC
NUP98	PRAD
NUP98	CM
NUP98	STAD
PABPC1	RCCC
PABPC3	HNSC
PAX5	BRCA
PAX5	ESCA
PAX5	GBM
PAX5	HNSC
PAX5	LUAD
PAX5	LUSC
PAX5	CM
PBRM1	BRCA
PBRM1	CLL
PBRM1	GBM
PBRM1	HNSC
PBRM1	RCCC
PBRM1	HC
PBRM1	LUAD
PBRM1	NB
PBRM1	PAAD
PCBP1	COREAD
PCDH18	BLCA
PCDH18	BRCA
PCDH18	GBM
PCDH18	HNSC
PCDH18	RCCC
PCDH18	LUSC
PCDH18	PAAD
PCDH18	PRAD
PCDH18	CM
PCDH18	UCEC
PCSK5	STAD
PCSK6	BLCA
PCSK6	BRCA
PCSK6	RCCC
PCSK6	LUAD
PCSK6	LUSC
PCSK6	PAAD
PER1	CM
PGR	UCEC
PHF6	BLCA
PHF6	BRCA
PHF6	RCCC
PHF6	AML
PHF6	LUAD
PHF6	LUSC
PHF6	CM
PHF6	STAD
PHF6	UCEC
PIK3C2B	CM
PIK3CA	BRCA
PIK3CA	COREAD
PIK3CA	ESCA
PIK3CA	GBM
PIK3CA	HNSC
PIK3CA	LGG
PIK3CA	HC
PIK3CA	LUSC
PIK3CA	MB
PIK3CA	MM
PIK3CA	NB
PIK3CA	OV
PIK3CA	SCLC
PIK3CA	CM
PIK3CA	STAD
PIK3CA	THCA
PIK3CA	UCEC
PIK3CB	BLCA
PIK3CB	BRCA
PIK3CB	GBM
PIK3CB	LUSC
PIK3CB	NB
PIK3CB	PRAD
PIK3CB	CM
PIK3CB	STAD
PIK3R1	BRCA
PIK3R1	COREAD
PIK3R1	GBM
PIK3R1	HNSC
PIK3R1	RCCC
PIK3R1	LGG
PIK3R1	LUAD
PIK3R1	CM
PIK3R1	STAD
PIK3R1	UCEC
PIK3R3	BRCA
PIK3R3	HNSC
PIK3R3	LUAD
PIK3R3	LUSC
PIK3R3	CM
PIK3R3	UCEC
PIP5K1A	BLCA
PIP5K1A	BRCA
PIP5K1A	RCCC
PIP5K1A	LUAD
PIP5K1A	LUSC
PIP5K1A	CM
PIP5K1A	STAD
PLCB1	CLL
PLCB1	CM
PLCG1	UCEC
PLXNA1	PRAD
PLXNB2	UCEC
POLR2B	BRCA
POLR2B	COREAD
POLR2B	HNSC
POLR2B	LUAD
POLR2B	OV
POLR2B	CM
POLR2B	STAD
POM121	CM
PPM1D	THCA
PPP2R1A	COREAD
PPP2R1A	HNSC
PPP2R1A	RCCC
PPP2R1A	LUAD
PPP2R1A	CM
PPP2R1A	STAD
PPP2R1A	THCA
PPP2R1A	UCEC
PPP2R5A	LUAD
PPP2R5A	CM
PPP2R5A	UCEC
PPP2R5C	HNSC
PPP2R5C	LUSC
PPP2R5C	CM
PPP2R5C	UCEC
PPP6C	CM
PRKAR1A	BRCA
PRKAR1A	MB
PRKCZ	BRCA
PRPF8	GBM
PRPF8	HNSC
PRPF8	AML
PRPF8	LUAD
PRPF8	LUSC
PRPF8	PRAD
PRPF8	THCA
PRPF8	UCEC
PRRX1	HNSC
PRRX1	LUAD
PRRX1	CM
PRRX1	STAD
PRRX1	UCEC
PSIP1	HNSC
PSMA6	RCCC
PSMA6	LUAD
PSMA6	CM
PSMD11	LUAD
PSME3	RCCC
PTCH1	MB
PTEN	ALL
PTEN	BLCA
PTEN	BRCA
PTEN	COREAD
PTEN	GBM
PTEN	RCCC
PTEN	LGG
PTEN	HC
PTEN	LUAD
PTEN	LUSC
PTEN	OV
PTEN	PRAD
PTEN	SCLC
PTEN	CM
PTEN	STAD
PTEN	THCA
PTEN	UCEC
PTGS1	BRCA
PTGS1	COREAD
PTGS1	LUAD
PTGS1	CM
PTGS1	STAD
PTPN11	AST
PTPN11	COREAD
PTPN11	GBM
PTPN11	AML
PTPN11	LGG
PTPN11	LUAD
PTPN11	LUSC
PTPN11	NB
PTPN11	STAD
PTPN11	UCEC
PTPRF	STAD
PTPRU	BLCA
PTPRU	BRCA
PTPRU	COREAD
PTPRU	ESCA
PTPRU	SCLC
PTPRU	STAD
RAC1	HNSC
RAC1	CM
RAD21	BLCA
RAD21	COREAD
RAD21	ESCA
RAD21	HNSC
RAD21	AML
RAD21	LUSC
RAD21	SCLC
RAD21	CM
RAD21	STAD
RAD21	UCEC
RAD23B	LUAD
RAD23B	CM
RAD23B	UCEC
RASA1	BLCA
RASA1	HNSC
RASA1	RCCC
RASA1	LGG
RASA1	LUAD
RASA1	LUSC
RASA1	CM
RASA1	STAD
RASA2	CM
RASGRP1	HNSC
RB1	ALL
RB1	BLCA
RB1	BRCA
RB1	CLL
RB1	GBM
RB1	LGG
RB1	LUAD
RB1	LUSC
RB1	NSCLC
RB1	OV
RB1	SCLC
RB1	CM
RBBP7	BRCA
RBBP7	CM
RBBP7	STAD
RBBP7	UCEC
RBM10	COREAD
RBM10	ESCA
RBM10	LUAD
RBM10	LUSC
RBM5	BLCA
RBM5	BRCA
RBM5	LUAD
RBM5	STAD
RBM5	UCEC
RFC4	BRCA
RGS3	LUSC
RGS3	CM
RHEB	BRCA
RHEB	LUAD
RHEB	CM
RHEB	UCEC
RHOA	BLCA
RHOA	ESCA
RHOA	HNSC
RHOA	OV
RHOA	CM
RHOA	STAD
RHOT1	CM
ROBO2	UCEC
RPGR	BRCA
RPL22	HNSC
RPL22	RCCC
RPL22	CM
RPL22	STAD
RPL22	UCEC
RPL5	ALL
RPL5	BRCA
RPL5	GBM
RPL5	RCCC
RPL5	LUSC
RPL5	CM
RPL5	UCEC
RPSAP58	BLCA
RPSAP58	GBM
RPSAP58	HNSC
RPSAP58	PRAD
RPSAP58	THCA
RTN4	COREAD
RTN4	ESCA
RTN4	HC
RTN4	LUAD
RTN4	LUSC
RTN4	CM
RTN4	STAD
RTN4	UCEC
RUNX1	BRCA
RUNX1	COREAD
RUNX1	HNSC
RUNX1	AML
RUNX1	CM
RUNX1	STAD
RUNX1	UCEC
SCAI	PRAD
SEC24D	BRCA
SEC24D	HNSC
SEC24D	RCCC
SEC24D	LUSC
SEC24D	NSCLC
SEC24D	CM
SEC31A	UCEC
SETD2	BLCA
SETD2	BRCA
SETD2	ESCA
SETD2	RCCC
SETD2	LGG
SETD2	LUAD
SETD2	LUSC
SETD2	OV
SETD2	STAD
SETDB1	BLCA
SETDB1	BRCA
SETDB1	CLL
SETDB1	HC
SETDB1	LUAD
SETDB1	LUSC
SETDB1	OV
SETDB1	PRAD
SETDB1	CM
SF3A3	BLCA
SF3A3	LUSC
SF3A3	CM
SF3B1	BLCA
SF3B1	BRCA
SF3B1	CLL
SF3B1	COREAD
SF3B1	ESCA
SF3B1	GBM
SF3B1	HNSC
SF3B1	HC
SF3B1	LUAD
SF3B1	LUSC
SF3B1	MM
SF3B1	PAAD
SF3B1	CM
SF3B1	STAD
SFPQ	BLCA
SFPQ	BRCA
SFPQ	LUAD
SFPQ	CM
SH2B3	ALL
SHMT1	ESCA
SHMT1	RCCC
SHMT1	LUAD
SHMT1	UCEC
SIN3A	GBM
SIN3A	HNSC
SIN3A	RCCC
SIN3A	LUAD
SIN3A	LUSC
SIN3A	OV
SIN3A	SCLC
SIN3A	STAD
SMAD2	COREAD
SMAD2	HNSC
SMAD2	RCCC
SMAD2	LUAD
SMAD2	LUSC
SMAD2	CM
SMAD2	STAD
SMAD2	UCEC
SMAD4	BLCA
SMAD4	BRCA
SMAD4	COREAD
SMAD4	ESCA
SMAD4	LUAD
SMAD4	LUSC
SMAD4	PAAD
SMAD4	PRAD
SMAD4	CM
SMAD4	STAD
SMARCA1	PRAD
SMARCA4	BRCA
SMARCA4	DLBC
SMARCA4	ESCA
SMARCA4	HNSC
SMARCA4	LGG
SMARCA4	LUAD
SMARCA4	MB
SMARCA4	NSCLC
SMARCA4	PAAD
SMARCA4	STAD
SMARCB1	PRAD
SMC1A	BLCA
SMC1A	COREAD
SMC1A	ESCA
SMC1A	HNSC
SMC1A	RCCC
SMC1A	LUAD
SMC1A	CM
SMC1A	STAD
SMC1A	UCEC
SMO	MB
SMURF2	CM
SOS1	BLCA
SOS1	BRCA
SOS1	GBM
SOS1	OV
SOS1	SCLC
SOS1	CM
SOS1	STAD
SOS2	BLCA
SOS2	BRCA
SOS2	COREAD
SOS2	SCLC
SOS2	CM
SOS2	STAD
SOX17	UCEC
SOX9	COREAD
SOX9	ESCA
SOX9	GBM
SOX9	HNSC
SOX9	RCCC
SOX9	LUAD
SOX9	CM
SOX9	STAD
SPOP	HNSC
SPOP	PRAD
SPOP	CM
SPOP	STAD
SPOP	UCEC
SPRR3	LUAD
SPTAN1	BRCA
SPTAN1	ESCA
SPTAN1	GBM
SPTAN1	HNSC
SPTAN1	LUSC
SPTAN1	SCLC
SRGAP1	BRCA
SRGAP3	COREAD
SRGAP3	ESCA
SRGAP3	RCCC
SRGAP3	LUSC
SRGAP3	STAD
SRGAP3	UCEC
STAG1	BLCA
STAG1	BRCA
STAG1	LUAD
STAG1	LUSC
STAG1	NB
STAG1	OV
STAG1	CM
STAG2	BLCA
STAG2	BRCA
STAG2	CLL
STAG2	COREAD
STAG2	GBM
STAG2	HNSC
STAG2	AML
STAG2	OV
STAG2	CM
STARD13	STAD
STIP1	BRCA
STIP1	HNSC
STIP1	LUAD
STIP1	STAD
STIP1	UCEC
STK11	BRCA
STK11	LUAD
STK11	LUSC
STK11	CM
STK4	BLCA
STK4	BRCA
STK4	LUAD
STK4	LUSC
STK4	STAD
SUZ12	BLCA
SUZ12	BRCA
SUZ12	AML
SUZ12	LUSC
SUZ12	CM
SUZ12	STAD
SUZ12	UCEC
SVEP1	BRCA
SVEP1	LUAD
SVEP1	PRAD
SVEP1	CM
SYK	CM
SYNCRIP	COREAD
SYNCRIP	ESCA
SYNCRIP	LUAD
SYNCRIP	LUSC
SYNCRIP	CM
SYNCRIP	UCEC
TAF1	BLCA
TAF1	BRCA
TAF1	COREAD
TAF1	ESCA
TAF1	LGG
TAF1	MB
TAF1	NB
TAF1	SCLC
TAF1	STAD
TAOK1	BLCA
TAOK1	ESCA
TAOK1	HNSC
TAOK1	LUAD
TAOK1	CM
TAOK2	BLCA
TAOK2	ESCA
TAOK2	HNSC
TAOK2	RCCC
TAOK2	LUAD
TAOK2	LUSC
TAOK2	PRAD
TAOK2	STAD
TBL1XR1	BLCA
TBL1XR1	BRCA
TBL1XR1	HNSC
TBL1XR1	RCCC
TBL1XR1	HC
TBL1XR1	LUAD
TBL1XR1	LUSC
TBL1XR1	PRAD
TBL1XR1	STAD
TBL1XR1	UCEC
TBX3	BLCA
TBX3	BRCA
TBX3	COREAD
TBX3	ESCA
TBX3	HNSC
TBX3	LUSC
TBX3	OV
TBX3	PRAD
TBX3	SCLC
TBX3	CM
TBX3	STAD
TBX3	UCEC
TCF12	BRCA
TCF12	COREAD
TCF12	HNSC
TCF12	RCCC
TCF12	LGG
TCF12	LUAD
TCF12	CM
TCF4	HNSC
TCF4	LUAD
TCF4	MB
TCF4	CM
TCF4	STAD
TCF7L2	BRCA
TCF7L2	COREAD
TCF7L2	LUAD
TCF7L2	OV
TCF7L2	STAD
TET2	AML
TFDP1	BRCA
TFDP1	HNSC
TFDP1	LUAD
TFDP1	LUSC
TFDP1	OV
TFDP1	CM
TFDP1	STAD
TFDP1	UCEC
TFDP2	HNSC
TFDP2	LUSC
TFDP2	CM
TGFBR2	BLCA
TGFBR2	BRCA
TGFBR2	COREAD
TGFBR2	GBM
TGFBR2	HNSC
TGFBR2	LUAD
TGFBR2	LUSC
TGFBR2	OV
TGFBR2	PAAD
TGFBR2	CM
TGFBR2	UCEC
THRAP3	BLCA
THRAP3	BRCA
THRAP3	HNSC
THRAP3	AML
THRAP3	LUSC
THRAP3	PRAD
THRAP3	STAD
TJP1	GBM
TJP1	RCCC
TJP1	LGG
TJP1	OV
TJP1	PRAD
TJP1	SCLC
TJP1	STAD
TJP1	THCA
TJP2	HNSC
TJP2	RCCC
TJP2	LUSC
TJP2	PRAD
TJP2	CM
TJP2	STAD
TNPO1	BLCA
TNPO1	BRCA
TNPO1	LUAD
TNPO1	LUSC
TNPO1	CM
TNPO1	STAD
TNPO2	STAD
TOM1	BRCA
TOM1	LUAD
TOM1	LUSC
TOM1	OV
TP53	ALL
TP53	BLCA
TP53	BRCA
TP53	CLL
TP53	COREAD
TP53	DLBC
TP53	ESCA
TP53	GBM
TP53	HNSC
TP53	AML
TP53	LGG
TP53	HC
TP53	LUAD
TP53	LUSC
TP53	MB
TP53	MM
TP53	NSCLC
TP53	OV
TP53	PAAD
TP53	PRAD
TP53	SCLC
TP53	CM
TP53	STAD
TP53	THCA
TP53	UCEC
TP53BP1	BLCA
TP53BP1	COREAD
TP53BP1	ESCA
TP53BP1	RCCC
TP53BP1	LUAD
TP53BP1	OV
TP53BP1	PRAD
TP53BP1	STAD
TP53BP1	UCEC
TRERF1	CM
TRIO	BLCA
TRIO	BRCA
TRIO	COREAD
TRIO	ESCA
TRIO	GBM
TRIO	HNSC
TRIO	RCCC
TRIO	LGG
TRIO	NB
TRIO	OV
TRIO	PRAD
TRIO	THCA
TRIP10	HNSC
TSC1	BLCA
TXNIP	BLCA
U2AF1	HNSC
U2AF1	AML
U2AF1	LUAD
U2AF1	UCEC
UPF3B	LUAD
UPF3B	LUSC
USP6	CM
VHL	RCCC
VHL	CM
VHL	UCEC
VIM	CM
WASF3	CM
WHSC1	HNSC
WHSC1L1	RCCC
WHSC1L1	PRAD
WIPF1	COREAD
WIPF1	LUSC
WIPF1	CM
WIPF1	STAD
WIPF1	THCA
WIPF1	UCEC
WNK1	CM
WNT5A	PRAD
WT1	COREAD
WT1	ESCA
WT1	GBM
WT1	RCCC
WT1	AML
WT1	LUSC
WT1	CM
WT1	STAD
XPO1	CLL
XRN1	CM
YBX1	OV
YBX1	CM
ZC3H11A	COREAD
ZC3H11A	ESCA
ZC3H11A	HNSC
ZC3H11A	LUSC
ZC3H11A	SCLC
ZC3H11A	CM
ZC3H11A	STAD
ZC3H11A	THCA
ZC3H11A	UCEC
ZFHX3	PRAD
ZFHX3	UCEC
ZFP36L1	BRCA
ZFP36L2	BLCA
ZFP36L2	BRCA
ZFP36L2	ESCA
ZFP36L2	RCCC
ZFP36L2	LUSC
ZFP36L2	CM
ZFP36L2	UCEC
ZMYM2	BLCA
ZMYM2	LGG
ZMYM2	LUAD
ZMYM2	CM
ZMYM2	STAD
ZMYM2	UCEC
ZNF292	LGG
ZNF638	CM
ZNF750	HNSC
ZNF814	BLCA
ZNF814	ESCA
ZNF814	GBM
ZNF814	RCCC
ZNF814	LGG
ZNF814	LUAD
ZNF814	PRAD
ZNF814	CM
ZNF814	UCEC
# genes from TCGA papers
# kirp: http://www.nejm.org/doi/full/10.1056/NEJMoa1505917#t=article
MET	KIRP
FAT1	KIRP
SETD2	KIRP
NF2	KIRP
KDM6A	KIRP
BAP1	KIRP
PBRM1	KIRP
SMARCB1	KIRP
NFE2L2	KIRP
STAG2	KIRP
TP53	KIRP
# kich: http://www.cell.com/cancer-cell/abstract/S1535-6108%2814%2900304-3
TP53	KICH
PTEN	KICH
MTOR	KICH
NRAS	KICH
TSC1	KICH
TSC2	KICH
