Geneset_type	Geneset	Number_drivers	p	adjp	OR	eOR	Switched_genes
Pathway	PID_ERBB2ERBB3PATHWAY	17	0.02537529699444476	1.0	2.9001708233780246	3.098203592814371	AKT1,CDC42,CHRNA1,DOCK7,ERBB2,ERBB3,FOS,GRB2,JAK2,MAP2K1,NF2,NFATC4,NRG1,NRG2,PIK3R2,PIK3R3,PPP3CB,RAC1,RNF41,SOS1,SRC,STAT3,USP8
Pathway	PID_FOXM1PATHWAY	11	0.3464075157466253	1.0	1.4790457981812193	1.7007530717399921	AURKB,CCNB1,CCNB2,CCNE1,CDK1,CDK2,CDKN2A,CENPA,CREBBP,FOS,MAP2K1,MMP2,NEK2,SKP2,SP1,TGFA
Pathway	PID_EPHA_FWDPATHWAY	5	0.5350856397335894	1.0	1.1381925135781477	1.3993065060680718	CRK,CRKL,EPHA3,PIK3CG,PIK3R6,RHOA,SRC,VAV3,YES1
Pathway	PID_HIF1APATHWAY	5	0.01506648950841587	1.0	4.889110662296723	5.318197547002961	ARNT,CDKN2A,CUL2,EGLN2,EGLN3,HIF1A,OS9,TP53
Pathway	PID_BMPPATHWAY	3	0.6508707769566151	1.0	0.9096289657486323	1.1217286879604	BAMBI,BMP4,BMPR1A,BMPR1B,BMPR2,CTDSP2,CTDSPL,MAP3K7,PPM1A,SMAD1,SMAD6,SMAD7,SMAD9,SMURF1,SMURF2,TAB2,XIAP,ZFYVE16
Pathway	PID_IL3_PATHWAY	3	0.1637582320086827	1.0	2.283920602322394	2.6076099881093935	BCL2L1,CNKSR1,CSF2RB,GRB2,IL3RA,INPP5D,JAK2,SRP9,STAT5A
Pathway	PID_IL6_7PATHWAY	8	0.09593044982292247	1.0	2.1804133409028097	2.367910605102256	AKT1,BCL2L1,FGG,FOS,GAB1,GRB2,HSP90B1,IL6R,IRF1,JAK2,LMO4,MAPK11,MCL1,MITF,PIAS1,PIAS3,RAC1,SOS1,STAT3,TNFSF11
Pathway	PID_ECADHERIN_KERATINOCYTE_PATHWAY	11	0.29953228582379565	1.0	1.9200716033891483	2.3361316421814644	AKT1,AKT2,CTNNB1,CTNND1,FMN1,JUB,JUP,RAC1,RHOA,SRC,VASP
Pathway	PID_ALK1PATHWAY	4	0.7516307409588683	1.0	0.7274116539265151	1.0684998259658893	ACVR2A,ACVR2B,BMPR2,CAV1,FKBP1A,INHBA,SMAD1,SMAD7,SMAD9
Pathway	PID_PDGFRBPATHWAY	23	0.3578326623695277	1.0	1.2072568964220647	1.2760123407268749	ABI1,ABL1,ACTA2,ACTR3,ARAP1,ARHGDIA,ARPC2,BAIAP2,CRK,CSK,CTTN,DNM2,DOCK4,EIF2AK2,ELK1,EPS8,FOS,GAB1,GRB10,GRB2,JAK2,MAP2K1,NCK2,NCKAP1,PAK1,PIK3CG,PIK3R2,PIK3R3,PIK3R6,PLA2G4A,PPP2R1A,PTPN1,RAB5A,RAC1,RAP1A,RAP1B,RASA1,RHOA,RPS6KA3,S1PR1,SLC9A3R2,SOS1,SRC,STAT3,STAT5A,USP6NL,YES1,YWHAE,YWHAH
Pathway	PID_TRKRPATHWAY	16	0.40541523996409456	1.0	1.25763327478922	1.401210231961126	ABL1,CDC42,CRK,CRKL,DOCK1,ELMO1,FAIM,GAB1,GIPC1,GRB2,MAGED1,MAP2K1,NEDD4L,NTF3,NTRK2,PRKCZ,RAC1,RAP1A,RAP1B,RASA1,RHOA,RIT1,SH2B1,SHC2,SOS1,SQSTM1,STAT3,TIAM1
Pathway	PID_TCRJNKPATHWAY	3	0.16319367262018558	1.0	3.042444587797199	3.6476868327402134	CRK,CRKL,DBNL,MAP3K7,MAP3K8
Pathway	PID_NEPHRIN_NEPH1_PATHWAY	11	0.0752147810037785	1.0	2.7121471416102976	2.9928486293206196	AKT1,F2RL2,GRB2,NCK2,PARD6A,PIK3R2,PIK3R3,PRKCZ,RAC1,TJP1,TRPC6
Pathway	PID_CMYB_PATHWAY	20	0.07022432794793657	1.0	1.933361902563987	2.038641529616259	ADA,ATP2B1,CASP6,CCNB1,CD34,CD4,CDK6,CDKN2A,CREBBP,GATA3,HIPK2,HSPA8,KIT,KITLG,LEF1,MAP3K7,MCM4,NCOR1,NLK,PIAS3,PTGS2,SIN3A,SLC25A3,SMARCA2,SP1,TAB2,TOM1,TRIM28
Pathway	PID_IL23PATHWAY	2	0.5814043602361247	1.0	1.040253075787187	1.2805540240255293	CD4,ITGA3,JAK2,NFKB1,RELA,STAT3,STAT4,STAT5A,TNF
Pathway	PID_HIVNEFPATHWAY	3	3.4352422499037973e-4	0.4489861620624263	5.475127688137616	5.707581227436823	APAF1,BAG4,CASP6,CASP7,CASP8,CASP9,CFLAR,DAXX,DFFA,DFFB,FAS,MAP3K14,NFKB1,RELA,RIPK1,TNF,TRAF1,TRAF2
Pathway	PID_SYNDECAN_1_PATHWAY	3	0.9151935257395757	1.0	0.4030849090075451	0.5972690031861629	BSG,CASK,COL12A1,COL17A1,COL4A3,COL6A2,COL8A1,COL9A1,COL9A3,HPSE,MMP1,SDCBP
Pathway	PID_P38_MK2PATHWAY	1	0.6752269304939578	1.0	0.9098432201734858	1.3299754654351277	MAPK11,TCF3,TSC2,YWHAE,YWHAH
Pathway	PID_ERA_GENOMIC_PATHWAY	9	0.24943496016284694	1.0	1.522811092293331	1.6594982078853047	ABCA3,APBB1,ATP5J,AXIN2,BRCA1,CALCOCO1,COL18A1,DDX17,EBAG9,GREB1,HSF2,LMO4,MPG,MTA1,NCOA2,NCOA7,NCOR1,NDUFV3,PDIA2,PRDM15,SAFB,SET,SRA1,STAT5A,UBA3,XBP1
Pathway	PID_ERBB_NETWORK_PATHWAY	4	0.18214753699881864	1.0	2.8081212827036226	3.3770484600852333	ERBB2,ERBB3,ERBB4,NRG1,NRG2,TGFA
Pathway	PID_ALK2PATHWAY	2	0.4449616964714026	1.0	1.821818252109912	2.6	AMHR2,BMPR2,FKBP1A,SMAD1,SMAD9
Pathway	PID_RHODOPSIN_PATHWAY	0	0.7234971739947986	1.0	0.7908671910176933	1.1597381342062194	CNGA1,GNB1,GNB5,GUCA1C,LRAT,PDE6B,PDE6G,RDH5,RGS9,SLC24A1
Pathway	PID_PDGFRAPATHWAY	5	0.10382417565121459	1.0	2.8865985451079808	3.2783621451873532	CAV1,CAV3,CRK,CRKL,ELK1,FOS,GRB2,PDGFRA,SHF,SOS1
Pathway	PID_RETINOIC_ACID_PATHWAY	5	0.2036300348687437	1.0	2.0293879259327414	2.3222354340071343	AKT1,CDK1,CDK7,CREBBP,NCOA2,RARA,RARB,RARG,RXRB
Pathway	PID_P38GAMMADELTAPATHWAY	1	1.0	1.0	0.0	0.789333196447821	MAP2K3,PKN1,ZAK
Pathway	PID_IL8CXCR2_PATHWAY	4	0.5350856397335894	1.0	1.1381925135781477	1.3993065060680718	AKT1,ELMO1,GNAI2,GNB1,PIK3CG,PIK3R6,PLCB1,PPP2R1A,RAB5A,RAB7A,VASP
Pathway	PID_HEDGEHOG_2PATHWAY	5	0.319103096841054	1.0	1.823764593950817	2.221884674362758	AKT1,BOC,LRP2,PTCH2,TGFB2
Pathway	PID_INTEGRIN5_PATHWAY	1	1.0	1.0	0.0	0.5182998819362455	CYR61,ITGB8,PLAU
Pathway	PID_AR_NONGENOMIC_PATHWAY	10	0.21738881206856137	1.0	1.9566867735910494	2.240461438971984	AKT1,AR,CDC42,FOS,GNAI1,GNAI2,GNAO1,GNB1,GNRH1,MAP2K1,PLCB1,PTK2,RAC1,SRC
Pathway	PID_ERBB1_INTERNALIZATION_PATHWAY	10	0.004769732300231322	1.0	3.791988466916971	4.000991701028237	AMPH,ARHGEF7,CDC42,EPN1,EPS15,GRB2,ITSN1,PIK3R2,PIK3R3,PTK2,RAB5A,SH3GL2,SH3KBP1,SOS1,SRC,UBE2D3,USP8,ZFYVE28
Pathway	PID_HEDGEHOG_GLIPATHWAY	13	0.23908249037623125	1.0	1.6607405689185974	1.8454152214380415	AKT1,CREBBP,CSNK1A1,CSNK1E,CSNK1G1,CSNK1G3,FOXA2,GLI3,GNAI1,GNAI2,GNAO1,GNB1,HDAC2,IFT172,IFT88,KIF3A,MAP2K1,MTSS1,PIAS1,RAB23,RBBP7,SIN3A,SSPO,STK36,SUFU
Pathway	PID_CASPASE_PATHWAY	6	0.0012903133102276406	1.0	3.869787675327634	4.034039072140649	APAF1,APP,CASP10,CASP6,CASP7,CASP8,CASP9,CFL2,DFFA,DFFB,GAS2,GSN,KRT18,LIMK1,LMNB2,MADD,NUMA1,PTK2,RIPK1,SATB1,SLK,TNF,TRAF2,XIAP
Pathway	PID_CXCR3PATHWAY	12	0.6636126440283094	1.0	0.8873288895308191	1.0945561605854022	AKT1,CXCR3,GNAI1,GNAI2,GNAO1,GNB1,MAP2K1,MAP2K3,MAPK11,MAPKAP1,MLST8,PIK3R2,PIK3R3,SRC
Pathway	PID_BETACATENIN_NUC_PATHWAY	17	0.055697414104581414	1.0	2.0417890970395076	2.1522469812025395	AES,AR,AXIN2,CAMK4,CDKN2A,CTBP1,CTNNB1,CTNNBIP1,CUL1,CYR61,DVL3,HBP1,HDAC2,IGF2BP1,KCNIP4,KRT1,LEF1,MITF,MMP2,NCOA2,SSPO,TBL1XR1,TCF4,TLE1,TLE2,VCAN,YWHAE,YWHAH
Pathway	PID_VEGFR1_PATHWAY	8	0.04369420819448164	1.0	3.3304322259236336	3.66030989272944	AKT1,CAV1,FLT1,HIF1A,NOS3,NRP1,RASA1,SHC2,VEGFA,VEGFB
Pathway	PID_SMAD2_3PATHWAY	3	1.0	1.0	0.0	0.5182998819362455	CTDSP2,CTDSPL,PPM1A,SMAD2,SMAD3
Pathway	PID_P38ALPHABETADOWNSTREAMPATHWAY	4	0.31739159164453035	1.0	1.563955572206677	1.7970390715278592	ATF2,ATF6,EIF4E,GDI1,HBP1,MAPK11,MAPKAPK5,MEF2A,MITF,MKNK1,PLA2G4A,PPARGC1A,PTGS2,RAB5A,RPS6KA4,TP53,USF1
Pathway	PID_KITPATHWAY	13	0.2856622496745609	1.0	1.5215629204054608	1.692331322266321	AKT1,CREBBP,CRKL,GAB1,GRB10,GRB2,JAK2,KIT,KITLG,MAP2K1,MITF,PTPN6,PTPRO,SOS1,SPRED2,STAP1,STAT3,STAT5A
Pathway	PID_ECADHERIN_STABILIZATION_PATHWAY	12	0.6508707769566151	1.0	0.9096289657486323	1.1217286879604	ABI1,ACTN1,CTNNB1,CTNND1,DIAPH1,ENAH,EXOC4,IGF1R,KIFC3,NCKAP1,PLEKHA7,PVRL2,RHOA,VASP,VCL
Pathway	PID_EPOPATHWAY	7	0.09837092526492043	1.0	2.4400054197945775	2.6974149553527815	BCL2L1,CRKL,GAB1,GRB2,INPP5D,JAK2,NFKB1,PTPN6,RAP1A,SOS1,STAT5A,TRPC6
Pathway	PID_IL2_STAT5PATHWAY	6	0.2036300348687437	1.0	2.0293879259327414	2.3222354340071343	BCL2L1,CCND3,CDK6,ELF1,GRB2,LTA,SOS1,SP1,STAT5A
Pathway	PID_TCRCALCIUMPATHWAY	0	0.4504557437227339	1.0	1.3498044762539738	1.6548042704626333	CD40LG,CHP,FKBP1A,FOS,FOSL1,POU2F1,PPP3CB,PTGS2,RCAN1,RCAN2
Pathway	PID_DELTANP63PATHWAY	7	0.2277230307678509	1.0	1.6995802746345297	1.8880851588508487	ADA,ADRM1,AXL,BDKRB2,CCNB2,CDKN2A,FOSL2,HBP1,ITGA3,MDM2,NRG1,RRAD,RUNX1,SEC14L2
Pathway	PID_VEGFR1_2_PATHWAY	13	0.009119709549761797	1.0	2.7672049509741434	2.894067331944292	AKAP1,AKT1,ARF1,CAMKK2,CAV1,CDC42,CTNNB1,DNM2,FES,FLT1,GAB1,GRB10,GRB2,MAP2K1,MAP2K3,MAPK11,MYOF,NCK2,NOS3,PRKAB1,PRKAG1,PTK2,PTPN6,PXN,RHOA,SRC,VCL,VEGFA
Pathway	PID_THROMBIN_PAR1_PATHWAY	7	0.38966250198688634	1.0	1.367605765654012	1.5741548127596483	ADRBK2,ARHGDIA,ARHGEF1,DNM2,F2RL2,GNA12,GNAI1,GNAI2,GNAO1,GNB1,NOS3,PKN1,PLCB1,RHOA,SNX1,TRPC6,VASP
Pathway	PID_A6B1_A6B4_INTEGRIN_PATHWAY	11	0.03088336802984965	1.0	2.7544919760167623	2.9444370518222813	AKT1,CASP7,COL17A1,ERBB2,ERBB3,GRB2,ITGB1,ITGB4,LAMA1,LAMA2,LAMB1,LAMB3,LAMC3,PMP22,RAC1,RXRB,YWHAE,YWHAH
Pathway	PID_SYNDECAN_2_PATHWAY	7	0.24543461874345202	1.0	1.8257203536802282	2.093000136449582	CASK,EPB41,EPHB2,ITGA2,ITGB1,LAMA1,MMP2,RASA1,RHOA,SDC2,SDCBP,SRC
Pathway	PID_RAC1_REG_PATHWAY	6	0.012878234714831406	1.0	3.4464571192160474	3.673053892215569	ABI1,ABR,ARHGAP17,ARHGAP9,ARHGDIA,ARHGEF7,CHN1,DEF6,DOCK1,ELMO1,EPS8,GEFT,KALRN,PREX1,RAC1,RALBP1,RASGRF2,SOS1,TIAM1,TIAM2,TRIO,VAV3
Pathway	PID_AURORA_A_PATHWAY	4	0.020732031873113493	1.0	3.5291064194859993	3.805527377651541	AKT1,ARHGEF7,AURKB,BRCA1,CENPA,FZR1,GADD45A,JUB,MDM2,NDEL1,OAZ1,PAK1,RASA1,TACC1,TP53
Pathway	PID_ARF_3PATHWAY	3	0.07314132525776648	1.0	3.4289810872318154	3.87594133967499	AP2M1,ARF1,ARFIP2,CD4,CYTH2,GGA3,RAC1,USO1
Pathway	PID_INSULIN_GLUCOSE_PATHWAY	4	0.3956801140453462	1.0	1.519084346206268	1.8581596339603457	AKT1,AKT2,INSR,LNPEP,PRKCZ,SLC2A4,TBC1D4,TRIP10,YWHAE,YWHAH
Pathway	PID_PI3KCIAKTPATHWAY	5	0.10674681285176149	1.0	2.3611737337460483	2.6114421930870084	AKT1,AKT2,BCL2L1,CASP9,KPNA1,MAPKAP1,MLST8,PRKDC,SLC2A4,SRC,TBC1D4,YWHAE,YWHAH
Pathway	PID_SYNDECAN_3_PATHWAY	2	0.5975493958525941	1.0	1.13786503106846	1.6532544378698224	APH1A,CASK,CTTN,POMC,PSEN1,SRC
Pathway	PID_IL8CXCR1_PATHWAY	3	0.776907853831468	1.0	0.6733562776425226	0.9905325443786982	AKT1,GNAI2,GNB1,PIK3CG,PIK3R6,PLCB1,RAB5A
Pathway	PID_MYC_REPRESSPATHWAY	19	0.1085104168851572	1.0	1.9288889732567316	2.069304868523822	BRCA1,CDKN2B,CFLAR,CLU,CSDE1,ERBB2,GADD45A,GFI1,HMGCS2,ITGB1,ITGB4,MAX,NDRG2,NFYA,NFYB,NFYC,PPP2R4,SLC11A1,SMAD2,SMAD3,SP1,TBP,TSC2,ZBTB17
Pathway	PID_HIF1_TFPATHWAY	7	0.25939484656958073	1.0	1.4976555667260978	1.6323008032947712	ABCG2,AKT1,ALDOA,ARNT,CA9,CP,CREBBP,EDN1,EGLN3,ENO1,FECH,FOS,GATA2,HIF1A,HK1,IGFBP1,LDHA,MCL1,NCOA2,NPM1,NT5E,PFKFB3,PFKL,PGM1,PKM2,SERPINE1,SMAD3,SP1,VEGFA
Pathway	PID_TAP63PATHWAY	5	0.14853699095826214	1.0	1.867389626074387	2.031196070622594	ABL1,ADA,AEN,BBC3,CABLES1,CDKN2A,DHRS3,DST,EGR2,FAS,GADD45A,HBP1,ITGA3,ITGB4,MDM2,MFGE8,OGG1,SP1,SPATA18,SSPO,TP53I3
Pathway	PID_EPHRINBREVPATHWAY	6	0.2036300348687437	1.0	2.0293879259327414	2.3222354340071343	EPHB1,EPHB2,FGB,FGG,ITGA2B,MAP3K7,NCK2,RAC1,RGS3,SRC,TIAM1,YES1
Pathway	PID_BARD1PATHWAY	5	0.01577269990800343	1.0	3.8236898057379194	4.117255504352278	BARD1,BRCA1,CCNE1,CDK2,CSTF1,EWSR1,FANCD2,FANCE,NPM1,PRKDC,RAD50,TP53,UBE2D3,UBE2L3,XRCC6
Pathway	PID_P53REGULATIONPATHWAY	12	1.9446857160106587e-4	0.2551427659405984	4.2543281267141655	4.3982380506091845	ABL1,AKT1,CCNG1,CDK2,CDKN2A,CREBBP,CSNK1A1,CSNK1E,CSNK1G1,CSNK1G3,DAXX,HIPK2,KAT5,MDM2,MDM4,MYST1,PPP2R4,PRMT5,RASSF1,RPL11,SETD8,SKP2,TP53,TRIM28,TTC5,USP7
Pathway	PID_TOLL_ENDOGENOUS_PATHWAY	2	0.37686137631576644	1.0	1.5853297681398948	1.937482648090659	HMGB1,HSPD1,MYD88,RHOA,SAA1,TIRAP,TLR3,TLR4,TLR6,VCAN
Pathway	PID_NCADHERINPATHWAY	11	0.5188845191069122	1.0	1.1750560489549073	1.4439172268353764	AXIN1,CAMK2G,CDC42,CDH2,CTNNB1,CTNND1,CTTN,DAGLB,DCTN1,FGFR1,GSN,JUP,PTPN1,RAC1,RHOA
Pathway	PID_ANTHRAXPATHWAY	4	0.5975493958525941	1.0	1.13786503106846	1.6532544378698224	MAP2K1,MAP2K3,TNF
Pathway	PID_S1P_S1P2_PATHWAY	4	1.0	1.0	0.0	0.36987687637038286	ELK1,FOS,GNA12,GNAI1,GNAI2,GNAO1,PAK1,RAC1,RHOA
Pathway	PID_RAS_PATHWAY	10	0.06818474885788625	1.0	2.8167510644000835	3.1061911080126836	GRB2,PRKCZ,RABGEF1,RASA1,RASA2,RASGRF2,RASGRP2,SOS1,SOS2,SYNGAP1
Pathway	PID_MAPKTRKPATHWAY	6	1.0	1.0	0.0	0.26232397378642436	CDK5R1,ELK1,FOS,MAP2K1,MAP2K3,MAP2K5,NTF3,RAP1A,RAP1B,RIT1,RPS6KA1,RUSC1,TRPV1
Pathway	PID_PI3KPLCTRKPATHWAY	9	0.009915048010791514	1.0	3.677017299117175	3.9149307941494063	AKT1,CAMK2A,CAMK4,EPB41L1,GAB1,GRB2,SOS1,SRC,STAT5A,TRPC3,TRPV1,YWHAE,YWHAH
Pathway	PID_CD8TCRDOWNSTREAMPATHWAY	7	0.8597632922046804	1.0	0.5758208431396483	0.713284949701572	CD8B,ELK1,FOS,FOSL1,HLA-A,IFNAR1,IFNAR2,MAP2K1,PPP3CB,STAT4,TNF,TNFRSF18
Pathway	PID_EPHA2_FWDPATHWAY	6	0.2601703722309097	1.0	2.146440742690349	2.603795966785291	GRB2,PAK1,PTK2,RAC1,RHOA,SRC,TIAM1,VAV3
Pathway	PID_LYMPHANGIOGENESIS_PATHWAY	7	0.13865087178777052	1.0	2.492089226149828	2.8401374025630863	AKT1,CRK,GRB2,ITGA2,ITGB1,MAPK11,RPS6KA1,SOS1
Pathway	PID_ALPHASYNUCLEIN_PATHWAY	2	0.24543461874345202	1.0	1.8257203536802282	2.093000136449582	FKBP1A,MAOB,SNCA,SNCAIP,SRC,SYK,UBE2L3,YES1
Pathway	PID_FGF_PATHWAY	14	0.1568933150619084	1.0	1.8296603877677733	1.9907141251759584	AKT1,BGLAP,CAMK2A,CDH2,CTNND1,CTTN,FGF1,FGFR1,FGFR2,FGFR3,FGFR4,FOS,GAB1,GRB2,IL17RD,KLB,PAK4,PLAU,RPS6KA1,RUNX2,SDC2,SOS1,SRC
Pathway	PID_INTEGRIN_A4B1_PATHWAY	3	0.24543461874345202	1.0	1.8257203536802282	2.093000136449582	ABI1,ADAM28,CD81,CRK,DOCK1,ITGB1,PRKAR1A,PRKAR1B,PTK2,PXN,RAC1,SRC
Pathway	PID_RAC1_PATHWAY	9	0.9448647999666624	1.0	0.3418869835324688	0.5074268650113366	ABI1,ABI2,ACTR3,ARHGDIA,ARPC2,ATF2,BAIAP2,CRK,CTNNB1,LIMK1,MAP2K3,NCKAP1,NOXO1,PAK1,PIP5K1B,RAC1,STAT3,STAT5A
Pathway	PID_RB_1PATHWAY	17	1.1062923933108028e-4	0.14547744972037058	4.210756402804647	4.341592759564393	ABL1,ATF2,BGLAP,CCND3,CCNE1,CDK2,CDK6,CDKN2A,CREBBP,CTBP1,DNMT1,ELF1,MAPK11,MDM2,MITF,PPP2R3B,RUNX2,SIRT1,SKP2,SMARCB1,SUV39H1,TAF1,TBP,TFDP1,TGFB2,UBTF
Pathway	PID_FAK_PATHWAY	13	0.36947168523053164	1.0	1.326741379814626	1.4775311664465418	ACTN1,ARHGAP26,ARHGEF7,BMX,CAPN2,CRK,DOCK1,ELMO1,GRB2,GRB7,ITGB1,KLF8,MAP2K1,NCK2,PAK1,PTK2,PTPN21,PXN,RAC1,RAP1A,RAP1B,RASA1,RGNEF,RHOA,SH3GL1,SOS1,SRC,VCL,YES1
Pathway	PID_HNF3APATHWAY	8	0.4039381561271813	1.0	1.334090842265478	1.5360228070426774	AR,ATP5J,BRCA1,COL18A1,CREBBP,FOS,FOXA1,FOXA2,NDUFV3,NFIA,NR2F2,PISD,POU2F1,PRDM15,SERPINA1,SFTPA2,SP1,XBP1
Pathway	PID_TGFBRPATHWAY	9	0.02311930740702032	1.0	2.6817905029917295	2.8408683060853206	AXIN1,BAMBI,CAMK2A,CAV1,CTNNB1,DAB2,DAXX,EIF2A,FKBP1A,GRB2,MAP3K7,NEDD4L,PARD6A,PPP2R2A,RHOA,RNF111,SMAD2,SMAD3,SMAD7,SMURF1,SMURF2,SOS1,SPTBN1,TAB2,TGFB2,XIAP,YWHAE,ZFYVE16
Pathway	PID_HES_HEYPATHWAY	9	0.011434785695071054	1.0	3.1421829951827105	3.3230882714531598	AR,ARNT,BGLAP,CD4,CREBBP,CTBP1,GAA,GHR,HEY1,HIF1A,JAK2,NCOR1,RCAN1,RUNX2,STAT3,TCF3,TLE1
Pathway	PID_IL12_STAT4PATHWAY	1	0.5188845191069122	1.0	1.1750560489549073	1.4439172268353764	CD28,CD4,CREBBP,FOS,HLA-DRB1,IRF1,PPP3CB,STAT3,STAT4
Pathway	REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	0	1.0	1.0	0.0	0.49021985385621747	GYG1,PGM1,PGM2,PHKA1,PHKB,PYGL,PYGM
Pathway	REACTOME_TRANSLATION	8	0.9485972006314618	1.0	0.5857401828588245	0.6254056146820677	DDOST,EEF1A1,EIF2B4,EIF2B5,EIF3A,EIF3B,EIF3C,EIF3E,EIF4A2,EIF4B,EIF4E,EIF5,ETF1,FAM153A,PABPC1,RPL11,RPL14,RPL15,RPL17,RPL34,RPL35A,RPL6,RPL7A,RPLP0,RPN1,RPS15A,RPS27A,RPSA,SRP54,SRP68,SRP72,SRP9,SRPR,UBA52
Pathway	REACTOME_PYRIMIDINE_CATABOLISM	0	1.0	1.0	0.0	0.7260920897284534	AGXT2,NT5C3,NT5E,NT5M,UPP1
Pathway	REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	0	0.708259980743079	1.0	0.8269210151294714	1.211439842209073	BRF1,GTF3C3,POLR1D,POLR3B,POLR3C,POLR3E,POLR3H,TBP
Pathway	REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	1	1.0	1.0	0.0	0.36987687637038286	ANAPC10,ANAPC2,ANAPC4,ANAPC5,BUB3,CDC20,CDC27,MAD2L1,UBE2E1
Pathway	REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	3	1.0	1.0	0.0	0.1862607870105527	BSG,CS,DLAT,IDH1,IDH2,IDH3A,IDH3G,LDHA,LDHB,NNT,OGDH,PDHA1,PDHB,PDHX,PDK1,PDK4,PDP1,SDHA,SUCLA2,SUCLG2
Pathway	REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS	2	2.417455992146699e-5	0.03186206997649349	15.793585790068402	15.968463073852295	CASP10,CASP8,CFLAR,FAS,RIPK1,TNF,TRAF2
Pathway	REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	0	0.7646075438954293	1.0	0.6993445056781653	1.0280451043876297	ARSA,ARSE,ARSG,DHPS,DOHH,F10,F7,PROC,SUMF1,SUMF2
Pathway	REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	8	0.6242427971007929	1.0	0.9577494363483662	1.180308422301305	ADD1,BMX,CASP6,CASP7,CASP8,CTNNB1,DBNL,DSP,GAS2,GSN,PTK2,SATB1,STK24,TJP1
Pathway	REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION	1	0.319103096841054	1.0	1.823764593950817	2.221884674362758	CDK7,GTF2H1,GTF2H2B,GTF2H3,POLR1B,POLR1D,PTRF,TAF1C,UBTF
Pathway	REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	1	0.7488066666411886	1.0	0.7674202236202484	0.888045367236806	EIF3A,EIF3B,EIF3C,EIF3E,RPS15A,RPS27A,RPSA
Pathway	REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	2	0.0752147810037785	1.0	2.7121471416102976	2.9928486293206196	CDK2,MCM2,MCM3,MCM4,MCM5,ORC3L,ORC4L,POLE,RPA2,RPA3
Pathway	REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	0	0.16319367262018558	1.0	3.042444587797199	3.6476868327402134	CLP1,CPSF3,CPSF7,CSTF1,CSTF3,PABPN1,PAPOLA
Pathway	REACTOME_GAP_JUNCTION_DEGRADATION	1	0.41442701024528794	1.0	2.0245098948801084	2.874057925879788	AP2M1,DAB2,DNM2
Pathway	REACTOME_BASE_EXCISION_REPAIR	0	1.0	1.0	0.0	0.4650198286561923	APEX1,CCNO,LIG1,MBD4,MPG,OGG1,POLD3,TDG
Pathway	REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	0	0.7646075438954293	1.0	0.6993445056781653	1.0280451043876297	ABCC3,AMACR,BAAT,CYP39A1,CYP46A1,HSD3B7,SCP2,SLC27A2,SLC27A5
Pathway	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	0	0.5520173786055539	1.0	1.3007294234943703	1.8817792287288309	AMACR,BAAT,HSD3B7,SCP2,SLC27A2,SLC27A5
Pathway	REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	0	1.0	1.0	0.0	0.789333196447821	ABCC3,BAAT,SLC27A5
Pathway	REACTOME_SIGNALING_BY_RHO_GTPASES	18	0.0694615600170093	1.0	1.7854888685424366	1.8637470865534584	ABR,ARAP1,ARAP3,ARHGAP11A,ARHGAP11B,ARHGAP12,ARHGAP17,ARHGAP18,ARHGAP24,ARHGAP25,ARHGAP26,ARHGAP6,ARHGAP8,ARHGDIA,ARHGEF16,ARHGEF3,ARHGEF9,CDC42,CHN1,DEPDC1B,DLC1,FAM13A,FAM13B,FGD3,G3BP2,GDI1,ITSN1,KALRN,MYO9B,NET1,OBSCN,OCRL,OPHN1,PIK3R2,PLEKHG2,PREX1,RAC1,RALBP1,RASGRF2,RHOA,RHOBTB1,RHOC,RHOT1,RHOT2,RICH2,SOS1,SOS2,SRGAP3,STARD13,SYDE2,TIAM1,TIAM2,TRIO,VAV3
Pathway	REACTOME_SIGNALING_BY_WNT	10	0.8597632922046804	1.0	0.5758208431396483	0.713284949701572	AXIN1,CSNK1A1,CTNNB1,CUL1,PPP2R1A,PPP2R1B,PPP2R5B,PPP2R5C,PSMA4,PSMB2,PSMB5,PSMC1,PSMC2,PSMD12,PSMD13,PSMD2,PSMD3,PSMD5,PSME4,PSMF1,RPS27A,UBA52
