###################################################################################################################################################################
#Enrichment results using 'Biological Process from Gene Ontology (GO)', created by dcGO Enrichment at 2/06/2016 15:39:53 (day/month/year hour:min:sec)
#Citation: Fang H, Gough J. (2012) dcGO: database of domain-centric ontologies on functions, phenotypes, diseases and more. Nucleic Acids Res (PubMed ID: 23161684)
###################################################################################################################################################################
#
#'GroupID' column: group id (by default 'Group' for single group);
#'GO ID' column: the identifier of ontological terms;
#'GO term' column: the name of ontological terms;
#'xxxx (four levels)' column: term specificity (only appear when using slim version of the ontology; 1 for highly general, 2 for general, 3 for specific, and 4 for highly specific);
#'Z-score' column: Z-score being calculated based on hypergeometric distribution;
#'P-value' column: P-value being calculated based on hypergeometric distribution;
#'FDR' column: FDR used to assess the statistical significance of term enrichments;
#'#Domains (Overlaps|Group|Term|Background)' column: the number of domains, i.e., 'Overlaps' for the number of domains in the input group but also being annotated by the term; 'Group' for the number of domains in the input group (also annotatable by the ontology); 'Term' for the number of domains being annotated by the term; 'Backgroud' for the number of domains that are annotatable by the ontology.
#'Annotated domains' column: a list of semicolon-separated domains in the input group but also being annotated by the term.
#
GroupID	GO ID	GO term	PFAM slim (four levels)	Z-score	P-value	FDR	#Domains (Overlaps|Group|Term|Background)	Annotated domains
Group	GO:0051234	establishment of localization	1	6.67	2.80e-10	3.39e-09	97|247|785|3527	PF00001;PF00010;PF00019;PF00022;PF00027;PF00038;PF00040;PF00041;PF00042;PF00046;PF00048;PF00049;PF00053;PF00057;PF00059;PF00060;PF00061;PF00063;PF00067;PF00068;PF00071;PF00084;PF00089;PF00100;PF00123;PF00135;PF00151;PF00167;PF00209;PF00211;PF00230;PF00318;PF00320;PF00386;PF00431;PF00435;PF00474;PF00497;PF00503;PF00520;PF00560;PF00613;PF00615;PF00622;PF00683;PF00688;PF00858;PF00870;PF00876;PF00909;PF01007;PF01062;PF01094;PF01347;PF01391;PF01442;PF01562;PF01699;PF01740;PF01758;PF01813;PF01833;PF02026;PF02210;PF02214;PF02460;PF02736;PF02886;PF02931;PF02932;PF03024;PF03137;PF03520;PF03765;PF04505;PF04548;PF04916;PF05835;PF06327;PF06459;PF06512;PF07645;PF07679;PF07686;PF07710;PF07714;PF07885;PF08344;PF08434;PF09315;PF11933;PF13385;PF13426;PF13516;PF13855;PF13895;PF13927
Group	GO:0031323	regulation of cellular metabolic process	1	5.10	7.37e-07	4.20e-06	94|247|867|3527	PF00001;PF00002;PF00003;PF00010;PF00019;PF00027;PF00028;PF00038;PF00041;PF00042;PF00046;PF00048;PF00049;PF00050;PF00051;PF00057;PF00059;PF00061;PF00063;PF00067;PF00071;PF00079;PF00089;PF00100;PF00110;PF00123;PF00125;PF00151;PF00157;PF00167;PF00211;PF00250;PF00292;PF00320;PF00386;PF00435;PF00503;PF00520;PF00530;PF00560;PF00615;PF00631;PF00688;PF00751;PF00870;PF00907;PF00956;PF00992;PF01053;PF01070;PF01085;PF01094;PF01391;PF01392;PF01404;PF01454;PF01534;PF01833;PF01858;PF02210;PF02736;PF02758;PF02793;PF02931;PF02932;PF03299;PF03370;PF03529;PF04845;PF05236;PF05729;PF05923;PF06327;PF07562;PF07645;PF07679;PF07686;PF07710;PF07714;PF08214;PF08266;PF08374;PF08934;PF11357;PF11527;PF12157;PF12413;PF12444;PF12756;PF13306;PF13516;PF13855;PF13895;PF13927
Group	GO:0007163	establishment or maintenance of cell polarity	1	5.85	1.54e-06	7.98e-06	20|247|88|3527	PF00022;PF00028;PF00041;PF00053;PF00057;PF00063;PF00071;PF00110;PF00167;PF00230;PF00435;PF01049;PF01404;PF02210;PF02736;PF05923;PF07679;PF07714;PF13855;PF13895
Group	GO:0033036	macromolecule localization	1	5.10	2.64e-06	1.25e-05	48|247|354|3527	PF00001;PF00019;PF00038;PF00041;PF00050;PF00053;PF00057;PF00060;PF00061;PF00063;PF00068;PF00071;PF00100;PF00110;PF00135;PF00151;PF00167;PF00292;PF00318;PF00386;PF00435;PF00520;PF00560;PF00683;PF00688;PF00870;PF01347;PF01391;PF01392;PF01442;PF01534;PF02210;PF02460;PF02736;PF03024;PF03045;PF03765;PF04505;PF04548;PF07645;PF07679;PF07710;PF07714;PF10409;PF11527;PF13516;PF13855;PF13895
Group	GO:0080090	regulation of primary metabolic process	1	4.72	4.14e-06	1.82e-05	91|247|861|3527	PF00001;PF00002;PF00003;PF00010;PF00019;PF00024;PF00027;PF00038;PF00041;PF00042;PF00046;PF00048;PF00049;PF00050;PF00051;PF00057;PF00059;PF00061;PF00063;PF00067;PF00071;PF00079;PF00084;PF00089;PF00100;PF00110;PF00123;PF00125;PF00157;PF00167;PF00211;PF00250;PF00292;PF00320;PF00386;PF00435;PF00503;PF00530;PF00560;PF00615;PF00631;PF00688;PF00751;PF00870;PF00907;PF00956;PF00992;PF01053;PF01085;PF01094;PF01391;PF01392;PF01404;PF01442;PF01454;PF01534;PF01833;PF01858;PF02210;PF02351;PF02736;PF02758;PF02793;PF02931;PF02932;PF03299;PF03370;PF03529;PF04845;PF05236;PF05729;PF05923;PF06327;PF07562;PF07645;PF07679;PF07686;PF07710;PF07714;PF08214;PF08934;PF11357;PF11527;PF12157;PF12413;PF12444;PF12756;PF13516;PF13855;PF13895;PF13927
Group	GO:0060255	regulation of macromolecule metabolic process	1	3.86	1.24e-04	3.54e-04	86|247|868|3527	PF00001;PF00010;PF00019;PF00024;PF00027;PF00038;PF00041;PF00042;PF00046;PF00048;PF00049;PF00050;PF00051;PF00057;PF00059;PF00061;PF00067;PF00071;PF00079;PF00084;PF00089;PF00100;PF00110;PF00123;PF00125;PF00151;PF00157;PF00167;PF00193;PF00211;PF00250;PF00292;PF00320;PF00386;PF00435;PF00530;PF00560;PF00615;PF00688;PF00751;PF00870;PF00907;PF00956;PF01053;PF01085;PF01391;PF01392;PF01400;PF01404;PF01415;PF01454;PF01534;PF01833;PF01858;PF02210;PF02351;PF02758;PF02931;PF02932;PF03299;PF03370;PF03529;PF04553;PF04845;PF05236;PF05729;PF05923;PF06327;PF07645;PF07679;PF07686;PF07710;PF07714;PF08214;PF08934;PF10409;PF11357;PF11527;PF12157;PF12413;PF12444;PF12756;PF13516;PF13855;PF13895;PF13927
Group	GO:0051171	regulation of nitrogen compound metabolic process	1	3.87	1.49e-04	4.18e-04	68|247|647|3527	PF00001;PF00002;PF00003;PF00010;PF00019;PF00027;PF00038;PF00041;PF00042;PF00046;PF00048;PF00049;PF00063;PF00067;PF00071;PF00089;PF00100;PF00110;PF00123;PF00125;PF00157;PF00167;PF00211;PF00250;PF00292;PF00320;PF00386;PF00435;PF00503;PF00530;PF00615;PF00631;PF00688;PF00751;PF00870;PF00907;PF00992;PF01053;PF01085;PF01094;PF01391;PF01392;PF01404;PF01534;PF01833;PF01858;PF02736;PF02758;PF02793;PF03299;PF03529;PF04845;PF05236;PF05729;PF06327;PF07562;PF07645;PF07679;PF07710;PF07714;PF08214;PF12157;PF12413;PF12444;PF12756;PF13516;PF13855;PF13895
Group	GO:0051641	cellular localization	1	3.88	1.74e-04	4.67e-04	55|247|494|3527	PF00001;PF00010;PF00019;PF00022;PF00027;PF00038;PF00041;PF00046;PF00048;PF00050;PF00053;PF00063;PF00071;PF00089;PF00100;PF00110;PF00135;PF00167;PF00210;PF00273;PF00292;PF00318;PF00386;PF00435;PF00520;PF00560;PF00615;PF00622;PF00683;PF00688;PF00870;PF01391;PF01392;PF02026;PF02210;PF02460;PF02736;PF02931;PF02932;PF03024;PF04505;PF04548;PF05835;PF06459;PF07645;PF07679;PF07710;PF07714;PF11527;PF12756;PF13385;PF13516;PF13855;PF13895;PF13927
Group	GO:0009889	regulation of biosynthetic process	1	3.71	2.57e-04	6.63e-04	67|247|646|3527	PF00001;PF00002;PF00003;PF00007;PF00010;PF00019;PF00038;PF00042;PF00046;PF00048;PF00049;PF00059;PF00061;PF00067;PF00089;PF00100;PF00110;PF00123;PF00125;PF00157;PF00167;PF00211;PF00250;PF00292;PF00320;PF00386;PF00435;PF00503;PF00520;PF00530;PF00560;PF00688;PF00751;PF00870;PF00907;PF01053;PF01085;PF01094;PF01391;PF01392;PF01534;PF01833;PF01858;PF02758;PF02793;PF03299;PF03370;PF03529;PF04845;PF05236;PF05729;PF06327;PF07562;PF07645;PF07679;PF07686;PF07710;PF07714;PF08214;PF12157;PF12413;PF12444;PF12756;PF13306;PF13516;PF13855;PF13895
Group	GO:0019538	protein metabolic process	1	3.08	1.68e-03	2.92e-03	81|247|869|3527	PF00001;PF00010;PF00019;PF00022;PF00027;PF00040;PF00041;PF00045;PF00048;PF00049;PF00051;PF00057;PF00059;PF00063;PF00071;PF00084;PF00089;PF00090;PF00094;PF00110;PF00167;PF00246;PF00252;PF00318;PF00386;PF00413;PF00431;PF00530;PF00538;PF00572;PF00613;PF00615;PF00622;PF00685;PF00688;PF00777;PF00868;PF00927;PF01053;PF01390;PF01391;PF01400;PF01404;PF01421;PF01431;PF01442;PF01471;PF01531;PF01562;PF01576;PF01762;PF01823;PF01841;PF02210;PF02214;PF02244;PF02736;PF02898;PF03145;PF03567;PF04300;PF04922;PF04968;PF05649;PF05986;PF07645;PF07679;PF07686;PF07714;PF08214;PF08516;PF10409;PF12157;PF12444;PF12529;PF13426;PF13516;PF13848;PF13855;PF13895;PF13927
Group	GO:0007600	sensory perception	2	13.49	1.69e-22	2.00e-20	40|247|96|3527	PF00001;PF00003;PF00024;PF00027;PF00028;PF00029;PF00030;PF00046;PF00053;PF00055;PF00060;PF00063;PF00071;PF00089;PF00100;PF00157;PF00497;PF00503;PF00520;PF00615;PF00858;PF00907;PF01094;PF01391;PF01410;PF01431;PF01534;PF02931;PF02932;PF03299;PF05649;PF07562;PF07679;PF07686;PF07714;PF10582;PF13385;PF13853;PF13895;PF13927
Group	GO:0044057	regulation of system process	2	13.11	2.30e-22	2.42e-20	44|247|118|3527	PF00001;PF00003;PF00019;PF00027;PF00041;PF00046;PF00048;PF00060;PF00063;PF00068;PF00071;PF00135;PF00230;PF00351;PF00386;PF00435;PF00497;PF00503;PF00520;PF00615;PF00688;PF00992;PF01007;PF01094;PF01391;PF01699;PF01833;PF02210;PF02214;PF02736;PF02898;PF02931;PF02932;PF03520;PF03736;PF05835;PF06512;PF07562;PF07679;PF07686;PF10613;PF11933;PF13426;PF13855
Group	GO:0016477	cell migration	2	11.85	1.00e-20	6.79e-19	53|247|185|3527	PF00001;PF00002;PF00010;PF00019;PF00028;PF00041;PF00045;PF00046;PF00048;PF00053;PF00055;PF00057;PF00063;PF00071;PF00100;PF00110;PF00147;PF00157;PF00167;PF00250;PF00292;PF00320;PF00413;PF00431;PF00435;PF00530;PF00688;PF00907;PF00918;PF00930;PF01049;PF01275;PF01404;PF01471;PF01534;PF01562;PF01576;PF01833;PF02210;PF02214;PF02736;PF03045;PF05923;PF07645;PF07679;PF07686;PF07714;PF10409;PF12003;PF12444;PF13855;PF13895;PF13927
Group	GO:0007610	behavior	2	11.87	4.88e-20	3.08e-18	47|247|151|3527	PF00001;PF00003;PF00010;PF00027;PF00028;PF00046;PF00057;PF00060;PF00061;PF00063;PF00071;PF00089;PF00135;PF00159;PF00209;PF00250;PF00351;PF00435;PF00497;PF00520;PF00530;PF00560;PF00858;PF00876;PF00907;PF00918;PF01023;PF01094;PF01421;PF01562;PF01699;PF02024;PF02210;PF02214;PF02931;PF02932;PF06512;PF07562;PF07714;PF08516;PF10565;PF10613;PF11933;PF13306;PF13855;PF13895;PF13927
Group	GO:0051240	positive regulation of multicellular organismal process	2	12.10	4.40e-19	2.19e-17	37|247|98|3527	PF00001;PF00019;PF00027;PF00038;PF00046;PF00048;PF00060;PF00079;PF00089;PF00100;PF00110;PF00123;PF00135;PF00230;PF00292;PF00320;PF00386;PF00520;PF00560;PF00688;PF00907;PF01094;PF01391;PF01699;PF02210;PF02460;PF02758;PF03299;PF03736;PF05729;PF07645;PF07679;PF07714;PF10613;PF12444;PF13516;PF13855
Group	GO:0051046	regulation of secretion	2	11.70	4.03e-18	1.82e-16	36|247|98|3527	PF00001;PF00002;PF00003;PF00019;PF00027;PF00040;PF00046;PF00048;PF00059;PF00061;PF00071;PF00074;PF00100;PF00123;PF00230;PF00250;PF00292;PF00320;PF00520;PF00622;PF00688;PF01094;PF01833;PF02214;PF02758;PF02793;PF02931;PF02932;PF03299;PF05729;PF07686;PF07714;PF10613;PF13516;PF13895;PF13927
Group	GO:2000145	regulation of cell motility	2	11.20	3.86e-17	1.59e-15	36|247|104|3527	PF00001;PF00007;PF00019;PF00041;PF00045;PF00046;PF00048;PF00055;PF00061;PF00071;PF00084;PF00090;PF00100;PF00110;PF00147;PF00167;PF00292;PF00320;PF00386;PF00413;PF00688;PF00907;PF01391;PF01392;PF01471;PF01562;PF01833;PF01979;PF07645;PF07679;PF07714;PF10409;PF12444;PF13855;PF13895;PF13927
Group	GO:0032101	regulation of response to external stimulus	2	11.23	6.59e-17	2.60e-15	34|247|94|3527	PF00001;PF00010;PF00019;PF00027;PF00031;PF00041;PF00048;PF00051;PF00060;PF00061;PF00067;PF00079;PF00084;PF00089;PF00100;PF00110;PF00159;PF00320;PF00386;PF00497;PF00688;PF01094;PF01391;PF01421;PF01562;PF01833;PF02024;PF02210;PF02758;PF05729;PF07679;PF07714;PF13855;PF13895
Group	GO:0071310	cellular response to organic substance	2	9.86	3.62e-16	1.32e-14	54|247|237|3527	PF00001;PF00002;PF00019;PF00041;PF00046;PF00048;PF00049;PF00060;PF00061;PF00067;PF00071;PF00110;PF00129;PF00167;PF00201;PF00211;PF00230;PF00245;PF00250;PF00292;PF00320;PF00386;PF00431;PF00497;PF00520;PF00560;PF00613;PF00622;PF00631;PF00688;PF00777;PF01094;PF01391;PF01410;PF01431;PF01979;PF02026;PF02758;PF02760;PF02793;PF03098;PF05649;PF05729;PF06327;PF06459;PF07679;PF07686;PF07714;PF10409;PF12444;PF13516;PF13855;PF13895;PF13927
Group	GO:0050878	regulation of body fluid levels	2	11.06	4.03e-16	1.41e-14	31|247|82|3527	PF00001;PF00024;PF00027;PF00041;PF00042;PF00048;PF00051;PF00059;PF00067;PF00079;PF00084;PF00089;PF00094;PF00147;PF00230;PF00320;PF00503;PF00520;PF00868;PF00927;PF01094;PF01826;PF01841;PF03299;PF07679;PF07686;PF07714;PF08344;PF08742;PF13895;PF13927
Group	GO:0030198	extracellular matrix organization	2	11.25	8.60e-16	2.81e-14	27|247|63|3527	PF00010;PF00019;PF00041;PF00045;PF00053;PF00055;PF00057;PF00063;PF00079;PF00089;PF00090;PF00147;PF00250;PF00413;PF00530;PF00688;PF01391;PF01392;PF01410;PF01421;PF01471;PF01562;PF02210;PF05986;PF07679;PF13855;PF13895
Group	GO:0060341	regulation of cellular localization	2	10.19	9.93e-16	3.13e-14	41|247|146|3527	PF00001;PF00002;PF00003;PF00019;PF00027;PF00046;PF00048;PF00059;PF00061;PF00063;PF00071;PF00074;PF00100;PF00123;PF00250;PF00292;PF00320;PF00386;PF00520;PF00615;PF00622;PF00688;PF01094;PF01391;PF01392;PF01534;PF01833;PF02214;PF02351;PF02758;PF02793;PF02931;PF02932;PF03299;PF05729;PF07686;PF07714;PF13516;PF13855;PF13895;PF13927
Group	GO:0050817	coagulation	2	11.13	1.40e-15	4.26e-14	27|247|64|3527	PF00001;PF00024;PF00027;PF00041;PF00042;PF00048;PF00051;PF00059;PF00071;PF00079;PF00084;PF00089;PF00094;PF00147;PF00320;PF00503;PF00520;PF00868;PF00927;PF01826;PF01841;PF07679;PF07686;PF07714;PF08742;PF13895;PF13927
Group	GO:0010562	positive regulation of phosphorus metabolic process	2	10.41	3.26e-15	9.65e-14	33|247|99|3527	PF00001;PF00010;PF00019;PF00041;PF00048;PF00049;PF00051;PF00057;PF00071;PF00100;PF00110;PF00167;PF00211;PF00386;PF00615;PF00688;PF01391;PF01392;PF01534;PF02210;PF02931;PF02932;PF06327;PF07645;PF07679;PF07714;PF11357;PF11527;PF12444;PF13516;PF13855;PF13895;PF13927
Group	GO:0001654	eye development	2	10.08	7.82e-15	2.18e-13	35|247|114|3527	PF00010;PF00019;PF00028;PF00030;PF00038;PF00041;PF00046;PF00053;PF00063;PF00071;PF00110;PF00157;PF00167;PF00230;PF00246;PF00250;PF00292;PF00503;PF00520;PF00688;PF01049;PF01153;PF01275;PF01392;PF01404;PF01534;PF02210;PF02736;PF03299;PF03529;PF07679;PF07714;PF10409;PF12444;PF13895
Group	GO:0042060	wound healing	2	10.34	1.12e-14	3.03e-13	30|247|85|3527	PF00001;PF00024;PF00027;PF00041;PF00042;PF00051;PF00061;PF00063;PF00071;PF00084;PF00089;PF00094;PF00110;PF00193;PF00320;PF00435;PF00503;PF00520;PF00622;PF00868;PF00927;PF01410;PF01576;PF01826;PF01841;PF02736;PF07679;PF07686;PF07714;PF08742
Group	GO:0043583	ear development	2	10.88	2.02e-14	5.16e-13	23|247|50|3527	PF00002;PF00010;PF00028;PF00046;PF00049;PF00063;PF00089;PF00129;PF00157;PF00167;PF00292;PF00320;PF00907;PF01392;PF01534;PF03299;PF03529;PF07645;PF07679;PF07714;PF12444;PF13385;PF13895
Group	GO:0030900	forebrain development	2	10.27	2.09e-14	5.20e-13	29|247|81|3527	PF00001;PF00010;PF00019;PF00041;PF00046;PF00057;PF00060;PF00110;PF00123;PF00157;PF00167;PF00230;PF00246;PF00250;PF00292;PF00497;PF00688;PF01085;PF01094;PF01404;PF02210;PF03299;PF03529;PF07645;PF07679;PF07714;PF13855;PF13895;PF13927
Group	GO:0051347	positive regulation of transferase activity	2	10.21	3.84e-14	9.33e-13	28|247|77|3527	PF00001;PF00019;PF00041;PF00048;PF00049;PF00057;PF00071;PF00100;PF00110;PF00167;PF00211;PF00386;PF00615;PF00688;PF01391;PF01534;PF02210;PF02931;PF02932;PF06327;PF07645;PF07679;PF07714;PF11357;PF13516;PF13855;PF13895;PF13927
Group	GO:0071495	cellular response to endogenous stimulus	2	9.54	6.55e-14	1.51e-12	36|247|128|3527	PF00001;PF00002;PF00019;PF00041;PF00046;PF00048;PF00049;PF00060;PF00061;PF00071;PF00110;PF00167;PF00201;PF00211;PF00230;PF00250;PF00320;PF00386;PF00497;PF00560;PF00613;PF00631;PF00688;PF01094;PF01391;PF01410;PF02793;PF05729;PF06327;PF07679;PF07714;PF10409;PF12444;PF13516;PF13855;PF13895
Group	GO:0006955	immune response	2	9.19	2.43e-13	5.34e-12	37|247|140|3527	PF00001;PF00041;PF00048;PF00057;PF00059;PF00071;PF00079;PF00084;PF00089;PF00090;PF00100;PF00129;PF00210;PF00320;PF00337;PF00386;PF00431;PF00560;PF00870;PF00879;PF01273;PF01391;PF01404;PF01510;PF01823;PF02886;PF04505;PF05729;PF07645;PF07679;PF07686;PF07714;PF10409;PF13516;PF13855;PF13895;PF13927
Group	GO:0001568	blood vessel development	2	9.32	5.71e-13	1.23e-11	31|247|103|3527	PF00001;PF00010;PF00019;PF00029;PF00046;PF00048;PF00063;PF00074;PF00090;PF00100;PF00110;PF00147;PF00167;PF00530;PF00688;PF00907;PF00992;PF01085;PF01392;PF01404;PF01410;PF01534;PF01833;PF02210;PF03299;PF07645;PF07679;PF07686;PF07714;PF10582;PF13895
Group	GO:0060485	mesenchyme development	2	9.94	6.35e-13	1.34e-11	23|247|57|3527	PF00001;PF00010;PF00019;PF00046;PF00100;PF00110;PF00167;PF00250;PF00292;PF00320;PF00431;PF00530;PF00688;PF00907;PF01392;PF01534;PF01833;PF03299;PF07645;PF07679;PF07714;PF12444;PF13895
Group	GO:0010769	regulation of cell morphogenesis involved in differentiation	2	9.76	8.77e-13	1.80e-11	24|247|63|3527	PF00019;PF00041;PF00060;PF00089;PF00110;PF00167;PF00292;PF00435;PF00497;PF00520;PF00560;PF00688;PF01094;PF01404;PF01562;PF01833;PF02210;PF02931;PF02932;PF07679;PF13516;PF13855;PF13895;PF13927
Group	GO:0042391	regulation of membrane potential	2	9.21	3.50e-12	6.90e-11	26|247|78|3527	PF00010;PF00041;PF00060;PF00135;PF00497;PF00520;PF00822;PF00930;PF01007;PF01094;PF01275;PF01421;PF01562;PF02210;PF02214;PF02931;PF02932;PF06512;PF07679;PF07686;PF07714;PF08516;PF10565;PF10613;PF11933;PF13895
Group	GO:0051241	negative regulation of multicellular organismal process	2	9.33	4.23e-12	8.16e-11	24|247|67|3527	PF00001;PF00019;PF00031;PF00041;PF00051;PF00060;PF00061;PF00079;PF00089;PF00110;PF00250;PF00386;PF00688;PF00907;PF01094;PF01391;PF01510;PF01699;PF02931;PF02932;PF07645;PF10409;PF10613;PF12444
Group	GO:0007268	synaptic transmission	2	8.54	5.12e-12	9.69e-11	36|247|146|3527	PF00001;PF00003;PF00041;PF00060;PF00063;PF00071;PF00135;PF00209;PF00211;PF00351;PF00386;PF00435;PF00474;PF00497;PF00520;PF00622;PF00631;PF01007;PF01094;PF01392;PF01404;PF02210;PF02214;PF02931;PF02932;PF04505;PF05835;PF06327;PF07562;PF07679;PF07714;PF07885;PF10565;PF10613;PF13426;PF13855
Group	GO:0055123	digestive system development	2	9.77	6.11e-12	1.09e-10	19|247|42|3527	PF00010;PF00019;PF00041;PF00046;PF00049;PF00250;PF00320;PF00688;PF00870;PF00907;PF01085;PF01392;PF01534;PF07679;PF07686;PF07710;PF07714;PF13895;PF13927
Group	GO:0001763	morphogenesis of a branching structure	2	9.23	6.13e-12	1.09e-10	24|247|68|3527	PF00001;PF00010;PF00019;PF00045;PF00046;PF00049;PF00090;PF00110;PF00167;PF00193;PF00292;PF00413;PF00435;PF00688;PF00870;PF01085;PF01404;PF01471;PF01833;PF07645;PF07679;PF07714;PF12444;PF13855
Group	GO:0032270	positive regulation of cellular protein metabolic process	2	8.51	6.81e-12	1.19e-10	35|247|140|3527	PF00001;PF00010;PF00019;PF00041;PF00048;PF00049;PF00051;PF00057;PF00071;PF00100;PF00110;PF00167;PF00211;PF00386;PF00615;PF00688;PF00870;PF01391;PF01454;PF01534;PF02210;PF02931;PF02932;PF06327;PF07645;PF07679;PF07710;PF07714;PF11357;PF11527;PF12444;PF13516;PF13855;PF13895;PF13927
Group	GO:0051050	positive regulation of transport	2	8.85	8.24e-12	1.42e-10	28|247|93|3527	PF00001;PF00019;PF00031;PF00040;PF00046;PF00048;PF00049;PF00059;PF00071;PF00074;PF00100;PF00110;PF00123;PF00230;PF00320;PF00386;PF00688;PF01094;PF01391;PF02210;PF02758;PF05729;PF07686;PF07714;PF10613;PF13516;PF13855;PF13895
Group	GO:0042981	regulation of apoptotic process	2	8.05	8.65e-12	1.46e-10	47|247|236|3527	PF00001;PF00010;PF00019;PF00024;PF00041;PF00046;PF00048;PF00049;PF00051;PF00060;PF00071;PF00090;PF00110;PF00147;PF00157;PF00167;PF00230;PF00250;PF00273;PF00292;PF00320;PF00386;PF00497;PF00520;PF00613;PF00688;PF00870;PF00907;PF01053;PF01094;PF01391;PF01392;PF01404;PF01415;PF01442;PF02351;PF02758;PF03299;PF05729;PF07679;PF07710;PF07714;PF10409;PF12444;PF13855;PF13895;PF13927
Group	GO:0009968	negative regulation of signal transduction	2	8.09	2.98e-11	4.87e-10	37|247|162|3527	PF00001;PF00002;PF00010;PF00019;PF00028;PF00041;PF00046;PF00049;PF00057;PF00061;PF00079;PF00110;PF00250;PF00320;PF00386;PF00615;PF00683;PF00688;PF00870;PF01153;PF01391;PF01392;PF01833;PF02210;PF02214;PF02460;PF02793;PF03045;PF04706;PF05923;PF07645;PF07679;PF07714;PF10409;PF12444;PF13855;PF13895
Group	GO:1901214	regulation of neuron death	2	9.08	4.14e-11	6.64e-10	20|247|51|3527	PF00001;PF00041;PF00046;PF00048;PF00060;PF00071;PF00167;PF00250;PF00497;PF00520;PF00870;PF01094;PF01392;PF01404;PF03299;PF07679;PF07710;PF07714;PF13855;PF13927
Group	GO:0032880	regulation of protein localization	2	8.59	4.73e-11	7.45e-10	25|247|80|3527	PF00001;PF00019;PF00048;PF00059;PF00061;PF00071;PF00074;PF00110;PF00123;PF00250;PF00320;PF00386;PF00615;PF00622;PF00688;PF01391;PF01392;PF01534;PF02210;PF02758;PF05729;PF07686;PF13516;PF13855;PF13927
Group	GO:0010740	positive regulation of intracellular protein kinase cascade	2	8.66	4.88e-11	7.57e-10	24|247|74|3527	PF00001;PF00010;PF00019;PF00041;PF00048;PF00049;PF00061;PF00100;PF00110;PF00167;PF00320;PF00386;PF00615;PF00688;PF01023;PF01053;PF01391;PF05729;PF07679;PF07714;PF11527;PF13516;PF13895;PF13927
Group	GO:0007548	sex differentiation	2	8.57	6.74e-11	1.03e-09	24|247|75|3527	PF00007;PF00010;PF00019;PF00022;PF00041;PF00046;PF00110;PF00125;PF00167;PF00250;PF00320;PF00688;PF00751;PF00870;PF01085;PF01392;PF01421;PF01534;PF07679;PF07686;PF07714;PF12444;PF13895;PF13927
Group	GO:0034220	ion transmembrane transport	2	8.66	8.96e-11	1.28e-09	22|247|64|3527	PF00027;PF00046;PF00060;PF00089;PF00100;PF00230;PF00497;PF00520;PF00622;PF00858;PF00909;PF01007;PF01094;PF01699;PF02026;PF02214;PF03520;PF06459;PF07686;PF07885;PF08344;PF13426
Group	GO:0010975	regulation of neuron projection development	2	8.66	8.96e-11	1.28e-09	22|247|64|3527	PF00038;PF00041;PF00060;PF00110;PF00135;PF00167;PF00435;PF00497;PF01094;PF01404;PF01562;PF01833;PF01979;PF02931;PF02932;PF07679;PF07714;PF10409;PF13516;PF13855;PF13895;PF13927
Group	GO:0001817	regulation of cytokine production	2	8.43	8.66e-11	1.28e-09	25|247|82|3527	PF00001;PF00019;PF00048;PF00059;PF00061;PF00100;PF00110;PF00250;PF00320;PF00386;PF00560;PF00622;PF00688;PF01273;PF01391;PF01510;PF02758;PF02931;PF02932;PF05729;PF07686;PF13516;PF13855;PF13895;PF13927
Group	GO:0048562	embryonic organ morphogenesis	2	8.90	1.08e-10	1.50e-09	19|247|48|3527	PF00010;PF00028;PF00046;PF00063;PF00089;PF00110;PF00167;PF00250;PF00292;PF00907;PF01392;PF01534;PF02210;PF03299;PF03529;PF07679;PF07714;PF12413;PF12444
Group	GO:0060348	bone development	2	9.01	1.12e-10	1.54e-09	18|247|43|3527	PF00010;PF00019;PF00053;PF00057;PF00245;PF00520;PF00622;PF00688;PF01391;PF02026;PF02210;PF03299;PF06459;PF07645;PF07679;PF07714;PF12444;PF13895
Group	GO:0043069	negative regulation of programmed cell death	2	8.08	1.28e-10	1.73e-09	29|247|110|3527	PF00001;PF00010;PF00019;PF00041;PF00046;PF00048;PF00049;PF00060;PF00071;PF00147;PF00167;PF00230;PF00250;PF00273;PF00292;PF00320;PF00497;PF00520;PF00613;PF00688;PF01053;PF01094;PF01415;PF03299;PF07714;PF12444;PF13855;PF13895;PF13927
Group	GO:0002684	positive regulation of immune system process	2	7.97	1.61e-10	2.14e-09	30|247|118|3527	PF00001;PF00041;PF00048;PF00057;PF00059;PF00084;PF00089;PF00090;PF00100;PF00129;PF00167;PF00250;PF00320;PF00337;PF00386;PF00431;PF00560;PF00930;PF01085;PF01391;PF01415;PF01823;PF02758;PF05729;PF07645;PF07686;PF07714;PF13516;PF13855;PF13895
Group	GO:0002252	immune effector process	2	8.09	2.35e-10	3.00e-09	26|247|92|3527	PF00001;PF00041;PF00048;PF00057;PF00059;PF00071;PF00084;PF00089;PF00090;PF00100;PF00337;PF00386;PF00431;PF00560;PF00870;PF01391;PF01404;PF01823;PF07645;PF07679;PF07686;PF07714;PF10409;PF13855;PF13895;PF13927
