###################################################################################################################################################################
#Enrichment results using 'Biological Process from Gene Ontology (GO)', created by dcGO Enrichment at 30/05/2016 17:04:37 (day/month/year hour:min:sec)
#Citation: Fang H, Gough J. (2012) dcGO: database of domain-centric ontologies on functions, phenotypes, diseases and more. Nucleic Acids Res (PubMed ID: 23161684)
###################################################################################################################################################################
#
#'GroupID' column: group id (by default 'Group' for single group);
#'GO ID' column: the identifier of ontological terms;
#'GO term' column: the name of ontological terms;
#'xxxx (four levels)' column: term specificity (only appear when using slim version of the ontology; 1 for highly general, 2 for general, 3 for specific, and 4 for highly specific);
#'Z-score' column: Z-score being calculated based on hypergeometric distribution;
#'P-value' column: P-value being calculated based on hypergeometric distribution;
#'FDR' column: FDR used to assess the statistical significance of term enrichments;
#'#Domains (Overlaps|Group|Term|Background)' column: the number of domains, i.e., 'Overlaps' for the number of domains in the input group but also being annotated by the term; 'Group' for the number of domains in the input group (also annotatable by the ontology); 'Term' for the number of domains being annotated by the term; 'Backgroud' for the number of domains that are annotatable by the ontology.
#'Annotated domains' column: a list of semicolon-separated domains in the input group but also being annotated by the term.
#
GroupID	GO ID	GO term	PFAM slim (four levels)	Z-score	P-value	FDR	#Domains (Overlaps|Group|Term|Background)	Annotated domains
Group	GO:0009605	response to external stimulus	1	5.19	9.87e-07	2.46e-05	69|425|330|3527	PF00019;PF00020;PF00027;PF00052;PF00053;PF00059;PF00063;PF00072;PF00076;PF00082;PF00122;PF00149;PF00271;PF00307;PF00362;PF00373;PF00400;PF00435;PF00501;PF00564;PF00618;PF00622;PF00630;PF00651;PF00688;PF00689;PF00690;PF00702;PF00754;PF00778;PF00780;PF00899;PF00969;PF01017;PF01391;PF01392;PF01403;PF01437;PF01504;PF01833;PF02145;PF02148;PF02177;PF02259;PF02260;PF02518;PF02824;PF02865;PF03165;PF05773;PF05922;PF06920;PF07645;PF07679;PF07686;PF07965;PF08246;PF08725;PF08736;PF08953;PF08954;PF10409;PF10524;PF12796;PF12924;PF12925;PF13637;PF13855;PF14429
Group	GO:0006950	response to stress	1	4.98	1.13e-06	2.74e-05	124|425|709|3527	PF00019;PF00020;PF00024;PF00027;PF00040;PF00045;PF00057;PF00059;PF00063;PF00072;PF00076;PF00082;PF00085;PF00093;PF00094;PF00122;PF00130;PF00149;PF00168;PF00169;PF00179;PF00226;PF00240;PF00270;PF00271;PF00307;PF00350;PF00362;PF00373;PF00400;PF00413;PF00435;PF00452;PF00501;PF00515;PF00530;PF00534;PF00564;PF00605;PF00618;PF00622;PF00651;PF00688;PF00689;PF00690;PF00702;PF00754;PF00757;PF00780;PF00870;PF00899;PF00969;PF00989;PF00999;PF01017;PF01030;PF01033;PF01302;PF01336;PF01391;PF01471;PF01476;PF01477;PF01565;PF01624;PF01826;PF01833;PF01841;PF01909;PF02145;PF02177;PF02259;PF02260;PF02263;PF02359;PF02463;PF02518;PF02824;PF02865;PF02881;PF03167;PF04389;PF05773;PF05790;PF05922;PF06427;PF06733;PF06920;PF07534;PF07645;PF07653;PF07679;PF07686;PF07710;PF07965;PF08064;PF08150;PF08151;PF08165;PF08246;PF08563;PF08725;PF08742;PF10391;PF10401;PF10409;PF10482;PF11413;PF11648;PF11717;PF12697;PF12842;PF12924;PF12925;PF13086;PF13353;PF13405;PF13589;PF13639;PF13716;PF13848;PF13855;PF14324;PF14429
Group	GO:0007163	establishment or maintenance of cell polarity	1	5.44	2.01e-06	4.42e-05	27|425|88|3527	PF00052;PF00053;PF00057;PF00063;PF00130;PF00169;PF00307;PF00373;PF00400;PF00435;PF00564;PF00610;PF00651;PF00778;PF01302;PF02181;PF04811;PF06367;PF06371;PF07653;PF07679;PF08736;PF09379;PF09380;PF10608;PF13855;PF14259
Group	GO:0044260	cellular macromolecule metabolic process	1	4.67	2.34e-06	4.89e-05	216|425|1425|3527	PF00019;PF00027;PF00057;PF00063;PF00076;PF00082;PF00085;PF00094;PF00097;PF00122;PF00130;PF00133;PF00149;PF00168;PF00169;PF00179;PF00226;PF00240;PF00246;PF00254;PF00258;PF00266;PF00270;PF00271;PF00373;PF00385;PF00400;PF00415;PF00432;PF00452;PF00515;PF00530;PF00534;PF00535;PF00557;PF00564;PF00567;PF00583;PF00605;PF00611;PF00622;PF00630;PF00642;PF00651;PF00667;PF00675;PF00688;PF00702;PF00749;PF00754;PF00757;PF00780;PF00789;PF00870;PF00884;PF00899;PF00989;PF01017;PF01030;PF01055;PF01088;PF01131;PF01189;PF01302;PF01336;PF01370;PF01426;PF01480;PF01485;PF01530;PF01562;PF01565;PF01585;PF01624;PF01663;PF01715;PF01751;PF01753;PF01805;PF01814;PF01841;PF01909;PF02008;PF02148;PF02177;PF02182;PF02185;PF02198;PF02214;PF02225;PF02259;PF02260;PF02359;PF02434;PF02463;PF02518;PF02671;PF02765;PF02824;PF02865;PF02881;PF02969;PF03133;PF03155;PF03165;PF03167;PF03256;PF03485;PF03909;PF04046;PF04137;PF04389;PF04408;PF04557;PF04558;PF04561;PF04563;PF04721;PF04756;PF04762;PF04810;PF04811;PF04818;PF04868;PF04926;PF05020;PF05021;PF05024;PF05033;PF05193;PF05207;PF05383;PF05773;PF05922;PF06058;PF06427;PF06464;PF06544;PF06733;PF07034;PF07528;PF07531;PF07645;PF07653;PF07679;PF07707;PF07710;PF07973;PF08032;PF08064;PF08075;PF08210;PF08288;PF08295;PF08563;PF08567;PF08612;PF08644;PF08662;PF08711;PF08736;PF08926;PF09247;PF09379;PF09380;PF09409;PF09416;PF09739;PF09757;PF10250;PF10391;PF10401;PF10409;PF10436;PF10482;PF10524;PF10585;PF11413;PF11701;PF11717;PF11816;PF12047;PF12148;PF12548;PF12619;PF12697;PF12796;PF12842;PF12872;PF12894;PF12895;PF12906;PF12924;PF12925;PF12933;PF12934;PF13086;PF13191;PF13344;PF13353;PF13519;PF13589;PF13599;PF13637;PF13639;PF13691;PF13733;PF13802;PF13831;PF13832;PF13848;PF13855;PF13891;PF14259;PF14324;PF14443
Group	GO:0051234	establishment of localization	1	4.78	2.55e-06	5.08e-05	133|425|785|3527	PF00019;PF00027;PF00040;PF00053;PF00057;PF00059;PF00063;PF00076;PF00085;PF00122;PF00130;PF00149;PF00153;PF00168;PF00169;PF00179;PF00226;PF00241;PF00254;PF00270;PF00271;PF00307;PF00349;PF00350;PF00400;PF00432;PF00435;PF00452;PF00501;PF00515;PF00610;PF00611;PF00618;PF00622;PF00630;PF00638;PF00651;PF00675;PF00683;PF00688;PF00689;PF00690;PF00702;PF00780;PF00870;PF00928;PF00989;PF00999;PF01017;PF01033;PF01145;PF01217;PF01302;PF01391;PF01412;PF01426;PF01428;PF01465;PF01477;PF01496;PF01504;PF01553;PF01554;PF01562;PF01602;PF01699;PF01833;PF02138;PF02145;PF02177;PF02214;PF02225;PF02359;PF02770;PF02865;PF02881;PF02985;PF03489;PF03727;PF03765;PF03810;PF04389;PF04695;PF04756;PF04810;PF04811;PF04841;PF05184;PF05193;PF06480;PF07546;PF07645;PF07651;PF07653;PF07679;PF07686;PF07690;PF07707;PF07710;PF08150;PF08151;PF08246;PF08389;PF08506;PF08563;PF08700;PF08911;PF08953;PF08954;PF09177;PF09324;PF10366;PF10559;PF11413;PF11601;PF11957;PF11971;PF12424;PF12455;PF12710;PF12763;PF12783;PF12796;PF12924;PF12925;PF13246;PF13385;PF13405;PF13519;PF13637;PF13850;PF13855;PF14259
Group	GO:0002376	immune system process	1	4.90	3.32e-06	6.31e-05	68|425|334|3527	PF00019;PF00020;PF00057;PF00059;PF00063;PF00085;PF00130;PF00153;PF00168;PF00169;PF00179;PF00240;PF00254;PF00270;PF00271;PF00350;PF00362;PF00452;PF00605;PF00651;PF00688;PF00780;PF00870;PF00969;PF01017;PF01033;PF01335;PF01391;PF01392;PF01433;PF01476;PF01562;PF01624;PF01909;PF02138;PF02218;PF02263;PF02463;PF02865;PF02881;PF03172;PF04810;PF04811;PF05790;PF07534;PF07645;PF07653;PF07679;PF07686;PF07710;PF07965;PF08246;PF08563;PF08725;PF08916;PF08953;PF08954;PF10401;PF10409;PF11648;PF11971;PF12697;PF12796;PF13353;PF13637;PF13639;PF13855;PF14324
Group	GO:0032990	cell part morphogenesis	1	4.96	4.25e-06	7.66e-05	48|425|210|3527	PF00024;PF00052;PF00053;PF00063;PF00130;PF00168;PF00169;PF00271;PF00307;PF00400;PF00415;PF00435;PF00515;PF00611;PF00630;PF00651;PF00688;PF00754;PF00757;PF00778;PF00780;PF01030;PF01044;PF01391;PF01403;PF01437;PF01833;PF02148;PF02177;PF02263;PF02377;PF02671;PF03133;PF03165;PF06741;PF07645;PF07653;PF07679;PF08295;PF08736;PF10162;PF10524;PF10608;PF12796;PF12924;PF12925;PF13716;PF13855
Group	GO:0007154	cell communication	1	4.66	4.81e-06	8.20e-05	119|425|691|3527	PF00019;PF00020;PF00027;PF00057;PF00059;PF00063;PF00072;PF00076;PF00082;PF00085;PF00122;PF00130;PF00149;PF00168;PF00169;PF00179;PF00226;PF00240;PF00270;PF00282;PF00307;PF00349;PF00362;PF00373;PF00400;PF00435;PF00452;PF00564;PF00605;PF00610;PF00611;PF00618;PF00622;PF00630;PF00651;PF00683;PF00688;PF00689;PF00690;PF00702;PF00754;PF00757;PF00778;PF00780;PF00870;PF00884;PF00899;PF00928;PF00969;PF00989;PF01017;PF01030;PF01044;PF01217;PF01291;PF01302;PF01370;PF01391;PF01392;PF01403;PF01412;PF01437;PF01465;PF01504;PF01562;PF01602;PF01833;PF02140;PF02145;PF02177;PF02185;PF02214;PF02259;PF02260;PF02262;PF02359;PF02377;PF02463;PF02518;PF02759;PF02761;PF02762;PF02824;PF02865;PF03165;PF03727;PF03920;PF04739;PF05773;PF05790;PF05922;PF07525;PF07645;PF07653;PF07679;PF07686;PF07690;PF07707;PF07710;PF07965;PF08246;PF08506;PF08563;PF08725;PF08916;PF10250;PF10401;PF10409;PF10427;PF10608;PF11971;PF12548;PF12763;PF12796;PF12924;PF12925;PF13639;PF13716;PF13855
Group	GO:0023052	signaling	1	4.66	4.94e-06	8.27e-05	113|425|648|3527	PF00019;PF00020;PF00027;PF00057;PF00059;PF00063;PF00072;PF00076;PF00085;PF00122;PF00130;PF00149;PF00168;PF00169;PF00179;PF00226;PF00240;PF00270;PF00282;PF00307;PF00349;PF00362;PF00373;PF00400;PF00435;PF00452;PF00564;PF00605;PF00610;PF00611;PF00618;PF00622;PF00630;PF00638;PF00651;PF00683;PF00688;PF00689;PF00690;PF00702;PF00754;PF00757;PF00778;PF00780;PF00870;PF00884;PF00928;PF00969;PF00989;PF01017;PF01030;PF01044;PF01217;PF01291;PF01302;PF01370;PF01391;PF01392;PF01403;PF01412;PF01437;PF01465;PF01504;PF01562;PF01602;PF01833;PF02140;PF02145;PF02177;PF02185;PF02214;PF02259;PF02260;PF02262;PF02359;PF02377;PF02463;PF02518;PF02759;PF02761;PF02762;PF02865;PF03165;PF03727;PF04739;PF05790;PF07525;PF07645;PF07653;PF07679;PF07686;PF07690;PF07707;PF07710;PF07965;PF08246;PF08506;PF08563;PF08725;PF08916;PF10250;PF10401;PF10409;PF10608;PF11971;PF12548;PF12763;PF12796;PF12924;PF12925;PF13639;PF13716;PF13855
Group	GO:0065009	regulation of molecular function	1	4.63	8.52e-06	1.35e-04	76|425|396|3527	PF00019;PF00020;PF00027;PF00057;PF00063;PF00076;PF00085;PF00086;PF00097;PF00130;PF00168;PF00169;PF00179;PF00226;PF00240;PF00254;PF00258;PF00307;PF00373;PF00400;PF00415;PF00452;PF00564;PF00610;PF00611;PF00618;PF00622;PF00630;PF00667;PF00688;PF00757;PF00778;PF00780;PF00870;PF00899;PF01017;PF01302;PF01335;PF01391;PF01392;PF01403;PF01412;PF01437;PF01585;PF01909;PF02145;PF02148;PF02177;PF02377;PF02434;PF02865;PF03165;PF04382;PF04868;PF06239;PF06920;PF07525;PF07645;PF07653;PF07679;PF08246;PF08736;PF09324;PF09379;PF09380;PF10608;PF11934;PF11971;PF12796;PF12924;PF12925;PF13405;PF13716;PF13855;PF13903;PF14429
Group	GO:0051171	regulation of nitrogen compound metabolic process	1	4.41	1.40e-05	2.05e-04	111|425|647|3527	PF00019;PF00020;PF00027;PF00063;PF00072;PF00076;PF00097;PF00130;PF00149;PF00168;PF00169;PF00179;PF00226;PF00270;PF00271;PF00307;PF00385;PF00400;PF00435;PF00515;PF00530;PF00564;PF00605;PF00610;PF00611;PF00618;PF00630;PF00642;PF00651;PF00688;PF00757;PF00780;PF00870;PF00899;PF00989;PF01017;PF01030;PF01088;PF01302;PF01336;PF01352;PF01391;PF01392;PF01403;PF01412;PF01426;PF01437;PF01530;PF01585;PF01624;PF01751;PF01753;PF01833;PF02008;PF02145;PF02177;PF02182;PF02198;PF02463;PF02518;PF02671;PF02865;PF03165;PF03167;PF03172;PF03638;PF03920;PF04408;PF04762;PF04818;PF05033;PF05076;PF06733;PF06920;PF07528;PF07531;PF07645;PF07653;PF07679;PF07710;PF08209;PF08210;PF08295;PF08313;PF08563;PF08711;PF08788;PF09757;PF10401;PF10524;PF11413;PF11717;PF11934;PF11971;PF12047;PF12470;PF12756;PF12796;PF12895;PF12924;PF12925;PF13086;PF13405;PF13716;PF13831;PF13832;PF13854;PF13855;PF14259;PF14324;PF14429
Group	GO:0030030	cell projection organization	1	4.54	1.85e-05	2.58e-04	52|425|246|3527	PF00019;PF00024;PF00052;PF00053;PF00063;PF00130;PF00168;PF00169;PF00307;PF00373;PF00400;PF00415;PF00435;PF00515;PF00610;PF00611;PF00618;PF00630;PF00651;PF00688;PF00754;PF00757;PF00778;PF00780;PF01030;PF01044;PF01391;PF01403;PF01437;PF01833;PF02148;PF02177;PF02263;PF02377;PF02671;PF03133;PF03165;PF06741;PF07645;PF07653;PF07679;PF08295;PF08736;PF08953;PF10162;PF10524;PF10608;PF12796;PF12924;PF12925;PF13716;PF13855
Group	GO:0051674	localization of cell	1	4.28	5.03e-05	5.94e-04	48|425|229|3527	PF00019;PF00024;PF00045;PF00052;PF00053;PF00057;PF00063;PF00072;PF00130;PF00226;PF00241;PF00282;PF00307;PF00362;PF00373;PF00413;PF00435;PF00515;PF00530;PF00611;PF00618;PF00688;PF00754;PF00757;PF00778;PF01030;PF01403;PF01437;PF01471;PF01562;PF01833;PF02148;PF02185;PF02214;PF06367;PF06371;PF06920;PF07645;PF07653;PF07679;PF07686;PF07965;PF08725;PF08953;PF10409;PF11971;PF13855;PF14429
Group	GO:0009056	catabolic process	1	4.09	5.57e-05	6.33e-04	94|425|543|3527	PF00019;PF00063;PF00082;PF00085;PF00097;PF00122;PF00149;PF00153;PF00168;PF00179;PF00205;PF00224;PF00226;PF00240;PF00258;PF00266;PF00270;PF00271;PF00282;PF00289;PF00349;PF00350;PF00400;PF00452;PF00456;PF00501;PF00515;PF00557;PF00564;PF00583;PF00622;PF00642;PF00667;PF00688;PF00689;PF00690;PF00702;PF00703;PF00723;PF00789;PF00899;PF00970;PF01055;PF01180;PF01370;PF01391;PF01433;PF01477;PF01485;PF01546;PF01565;PF01597;PF01624;PF01814;PF01841;PF01909;PF02148;PF02214;PF02260;PF02263;PF02359;PF02463;PF02518;PF02746;PF02770;PF02771;PF02837;PF02881;PF02887;PF03167;PF03256;PF03727;PF04389;PF04721;PF05020;PF05021;PF05922;PF06058;PF06480;PF07707;PF08210;PF08246;PF09409;PF09416;PF10409;PF12697;PF12842;PF12895;PF13086;PF13519;PF13589;PF13639;PF13802;PF14259
Group	GO:0000902	cell morphogenesis	1	4.13	7.70e-05	8.14e-04	53|425|265|3527	PF00019;PF00024;PF00052;PF00053;PF00063;PF00130;PF00168;PF00169;PF00307;PF00373;PF00400;PF00415;PF00435;PF00515;PF00530;PF00611;PF00630;PF00651;PF00688;PF00754;PF00757;PF00778;PF00780;PF00999;PF01030;PF01044;PF01391;PF01392;PF01403;PF01437;PF01833;PF02148;PF02177;PF02263;PF02377;PF02671;PF03133;PF03165;PF06741;PF06920;PF07645;PF07653;PF07679;PF08295;PF08736;PF10162;PF10524;PF10608;PF12796;PF12924;PF12925;PF13716;PF13855
Group	GO:0040011	locomotion	1	3.98	1.11e-04	1.08e-03	64|425|342|3527	PF00019;PF00024;PF00045;PF00052;PF00053;PF00057;PF00063;PF00072;PF00130;PF00169;PF00226;PF00241;PF00282;PF00307;PF00362;PF00373;PF00413;PF00435;PF00515;PF00530;PF00611;PF00618;PF00630;PF00651;PF00688;PF00754;PF00757;PF00778;PF00780;PF01030;PF01391;PF01392;PF01403;PF01437;PF01471;PF01562;PF01833;PF02145;PF02148;PF02177;PF02185;PF02214;PF02518;PF03165;PF06367;PF06371;PF06920;PF07645;PF07653;PF07679;PF07686;PF07965;PF08725;PF08736;PF08953;PF08954;PF10409;PF10524;PF11971;PF12424;PF12924;PF12925;PF13855;PF14429
Group	GO:0051716	cellular response to stimulus	1	3.77	1.45e-04	1.30e-03	134|425|853|3527	PF00019;PF00020;PF00027;PF00040;PF00057;PF00059;PF00063;PF00072;PF00076;PF00082;PF00085;PF00093;PF00122;PF00130;PF00149;PF00168;PF00169;PF00179;PF00226;PF00240;PF00270;PF00271;PF00307;PF00362;PF00373;PF00400;PF00435;PF00452;PF00501;PF00564;PF00583;PF00605;PF00610;PF00611;PF00618;PF00622;PF00630;PF00651;PF00683;PF00688;PF00689;PF00690;PF00702;PF00754;PF00757;PF00778;PF00780;PF00870;PF00884;PF00899;PF00969;PF00989;PF00999;PF01017;PF01030;PF01291;PF01302;PF01336;PF01370;PF01391;PF01392;PF01403;PF01412;PF01437;PF01562;PF01624;PF01833;PF01909;PF02140;PF02145;PF02177;PF02185;PF02199;PF02259;PF02260;PF02262;PF02263;PF02359;PF02377;PF02463;PF02518;PF02759;PF02760;PF02761;PF02762;PF02824;PF02865;PF02881;PF03165;PF03167;PF03489;PF04739;PF05184;PF05773;PF05790;PF05922;PF06733;PF07525;PF07645;PF07653;PF07679;PF07686;PF07707;PF07710;PF07965;PF08064;PF08246;PF08506;PF08563;PF08725;PF08916;PF08953;PF10250;PF10391;PF10401;PF10409;PF10482;PF11413;PF11717;PF11971;PF12548;PF12763;PF12796;PF12842;PF12924;PF12925;PF13086;PF13405;PF13589;PF13639;PF13716;PF13848;PF13855;PF14324
Group	GO:0009790	embryo development	1	3.71	3.06e-04	2.21e-03	56|425|299|3527	PF00019;PF00052;PF00053;PF00057;PF00063;PF00076;PF00093;PF00122;PF00130;PF00133;PF00168;PF00169;PF00307;PF00373;PF00400;PF00435;PF00452;PF00564;PF00567;PF00583;PF00610;PF00622;PF00651;PF00688;PF00689;PF00690;PF00702;PF00757;PF00778;PF00870;PF00884;PF00989;PF01030;PF01391;PF01392;PF01403;PF02008;PF02145;PF02185;PF02377;PF03165;PF05033;PF07525;PF07645;PF07653;PF07679;PF07686;PF07710;PF08563;PF08736;PF09379;PF09380;PF10250;PF12548;PF12796;PF12872
Group	GO:0009889	regulation of biosynthetic process	1	3.10	1.57e-03	7.35e-03	101|425|646|3527	PF00019;PF00020;PF00059;PF00072;PF00076;PF00097;PF00130;PF00168;PF00169;PF00179;PF00270;PF00271;PF00307;PF00349;PF00385;PF00400;PF00435;PF00515;PF00530;PF00564;PF00605;PF00630;PF00642;PF00651;PF00688;PF00757;PF00870;PF00899;PF00989;PF01017;PF01030;PF01088;PF01302;PF01336;PF01352;PF01391;PF01392;PF01426;PF01530;PF01585;PF01753;PF01833;PF02008;PF02177;PF02182;PF02198;PF02259;PF02463;PF02518;PF02671;PF02865;PF03165;PF03167;PF03172;PF03638;PF03727;PF03920;PF04762;PF04818;PF05033;PF05076;PF05773;PF07528;PF07531;PF07645;PF07679;PF07686;PF07710;PF07973;PF08209;PF08210;PF08295;PF08313;PF08563;PF08662;PF08711;PF08788;PF09757;PF09771;PF10401;PF10524;PF11413;PF11717;PF11934;PF12047;PF12470;PF12701;PF12756;PF12796;PF12895;PF12924;PF12925;PF13086;PF13405;PF13716;PF13831;PF13832;PF13854;PF13855;PF14259;PF14324
Group	GO:0042060	wound healing	2	7.67	1.49e-10	1.53e-08	33|425|85|3527	PF00024;PF00027;PF00063;PF00093;PF00094;PF00122;PF00130;PF00168;PF00169;PF00307;PF00373;PF00435;PF00618;PF00622;PF00689;PF00690;PF00702;PF00754;PF00757;PF01030;PF01826;PF01841;PF04389;PF06920;PF07653;PF07679;PF07686;PF08150;PF08151;PF08165;PF08742;PF13716;PF14429
Group	GO:0009968	negative regulation of signal transduction	2	7.04	6.15e-10	5.66e-08	48|425|162|3527	PF00019;PF00057;PF00072;PF00093;PF00130;PF00168;PF00169;PF00373;PF00400;PF00651;PF00683;PF00688;PF00778;PF00870;PF00884;PF01017;PF01302;PF01391;PF01392;PF01585;PF01833;PF02145;PF02214;PF02262;PF02761;PF02762;PF02865;PF03165;PF03226;PF03920;PF05076;PF07525;PF07645;PF07679;PF08563;PF09289;PF09379;PF09380;PF10409;PF12470;PF12548;PF12763;PF12796;PF13405;PF13639;PF13855;PF13905;PF14324
Group	GO:0018193	peptidyl-amino acid modification	2	6.24	3.03e-08	1.55e-06	43|425|153|3527	PF00085;PF00130;PF00168;PF00169;PF00240;PF00246;PF00254;PF00258;PF00373;PF00400;PF00535;PF00557;PF00583;PF00611;PF00667;PF00754;PF00757;PF00899;PF01030;PF01302;PF01530;PF01753;PF02259;PF02260;PF02518;PF02865;PF03133;PF04389;PF04756;PF04810;PF04811;PF05033;PF05207;PF07645;PF07679;PF09247;PF11717;PF12796;PF13733;PF13831;PF13832;PF13855;PF13891
Group	GO:2000145	regulation of cell motility	2	6.26	5.67e-08	2.61e-06	33|425|104|3527	PF00019;PF00045;PF00086;PF00093;PF00130;PF00168;PF00362;PF00373;PF00413;PF00688;PF00757;PF00884;PF01030;PF01044;PF01391;PF01392;PF01403;PF01437;PF01471;PF01562;PF01833;PF02185;PF07546;PF07645;PF07653;PF07679;PF07965;PF08246;PF08725;PF10409;PF12548;PF13716;PF13855
Group	GO:0006508	proteolysis	2	5.99	6.85e-08	3.00e-06	47|425|179|3527	PF00040;PF00045;PF00057;PF00063;PF00076;PF00082;PF00085;PF00097;PF00168;PF00179;PF00226;PF00240;PF00246;PF00400;PF00413;PF00452;PF00515;PF00530;PF00622;PF00675;PF00789;PF01433;PF01471;PF01485;PF01546;PF01562;PF01814;PF02148;PF02214;PF02225;PF02359;PF03256;PF04389;PF05020;PF05021;PF05193;PF05922;PF07687;PF07707;PF08246;PF08367;PF12895;PF13405;PF13519;PF13589;PF13620;PF13639
Group	GO:0031329	regulation of cellular catabolic process	2	6.16	7.23e-08	3.03e-06	35|425|115|3527	PF00027;PF00063;PF00076;PF00130;PF00168;PF00169;PF00226;PF00240;PF00271;PF00307;PF00373;PF00400;PF00515;PF00610;PF00611;PF00618;PF00642;PF00778;PF00780;PF00789;PF01403;PF01412;PF01437;PF02145;PF02148;PF02259;PF02260;PF06920;PF07653;PF11971;PF11977;PF12697;PF13716;PF13855;PF14429
Group	GO:0030198	extracellular matrix organization	2	6.41	8.16e-08	3.13e-06	24|425|63|3527	PF00019;PF00045;PF00052;PF00053;PF00057;PF00063;PF00086;PF00093;PF00413;PF00530;PF00688;PF01391;PF01392;PF01471;PF01562;PF02177;PF04810;PF04811;PF07679;PF12924;PF12925;PF13716;PF13733;PF13855
Group	GO:0051235	maintenance of location	2	6.67	1.00e-07	3.70e-06	17|425|35|3527	PF00122;PF00241;PF00307;PF00400;PF00435;PF00630;PF00683;PF00689;PF00690;PF00702;PF01044;PF05076;PF07645;PF11971;PF12470;PF12756;PF12796
Group	GO:0007346	regulation of mitotic cell cycle	2	5.90	2.64e-07	8.69e-06	31|425|100|3527	PF00019;PF00076;PF00130;PF00168;PF00270;PF00271;PF00452;PF00515;PF00688;PF00870;PF01017;PF01426;PF02148;PF02177;PF02865;PF06733;PF07653;PF07679;PF07686;PF07710;PF08563;PF09058;PF10608;PF11934;PF12796;PF12895;PF12924;PF12925;PF13086;PF13639;PF14324
Group	GO:0007292	female gamete generation	2	6.00	2.91e-07	8.88e-06	26|425|76|3527	PF00063;PF00076;PF00130;PF00168;PF00258;PF00270;PF00271;PF00307;PF00350;PF00385;PF00435;PF00564;PF00567;PF00618;PF00622;PF00630;PF00651;PF00667;PF01562;PF03165;PF07525;PF07653;PF07679;PF07686;PF12872;PF14259
Group	GO:0035556	intracellular signal transduction	2	5.54	4.64e-07	1.33e-05	46|425|184|3527	PF00027;PF00063;PF00072;PF00122;PF00130;PF00149;PF00168;PF00169;PF00240;PF00270;PF00400;PF00435;PF00452;PF00564;PF00610;PF00611;PF00618;PF00651;PF00689;PF00690;PF00702;PF00780;PF00870;PF01017;PF01302;PF01412;PF02145;PF02185;PF02259;PF02260;PF02463;PF02759;PF02865;PF07525;PF07645;PF07653;PF07679;PF07710;PF08246;PF08563;PF08916;PF10409;PF11971;PF12763;PF13716;PF13855
Group	GO:0048610	cellular process involved in reproduction	2	5.46	5.86e-07	1.64e-05	48|425|197|3527	PF00019;PF00063;PF00076;PF00130;PF00149;PF00168;PF00179;PF00240;PF00270;PF00271;PF00307;PF00350;PF00385;PF00435;PF00452;PF00564;PF00567;PF00622;PF00630;PF00651;PF00688;PF00870;PF00999;PF01504;PF01562;PF01624;PF01715;PF01751;PF01753;PF02199;PF02259;PF02260;PF02463;PF02518;PF02865;PF03165;PF03489;PF04408;PF05033;PF05184;PF07525;PF07653;PF07679;PF07686;PF12796;PF12872;PF13589;PF14259
Group	GO:0001932	regulation of protein phosphorylation	2	5.48	6.73e-07	1.82e-05	43|425|169|3527	PF00019;PF00020;PF00027;PF00057;PF00097;PF00169;PF00226;PF00240;PF00373;PF00400;PF00415;PF00452;PF00564;PF00610;PF00688;PF00757;PF00778;PF00780;PF01030;PF01302;PF01391;PF01392;PF01403;PF01437;PF01585;PF02145;PF02177;PF02218;PF02377;PF04868;PF07525;PF07645;PF07653;PF07679;PF09379;PF09380;PF11934;PF12796;PF12924;PF12925;PF13405;PF13716;PF13855
Group	GO:0045786	negative regulation of cell cycle	2	5.90	7.36e-07	1.94e-05	21|425|56|3527	PF00019;PF00270;PF00271;PF00350;PF00605;PF00688;PF00870;PF01477;PF02148;PF02260;PF06733;PF07645;PF07653;PF07679;PF07710;PF08563;PF09058;PF10409;PF10608;PF11934;PF13086
Group	GO:0008360	regulation of cell shape	2	5.81	8.74e-07	2.24e-05	22|425|61|3527	PF00024;PF00063;PF00130;PF00169;PF00373;PF00611;PF00618;PF00780;PF01403;PF01437;PF02181;PF04382;PF04811;PF06367;PF06371;PF07679;PF07686;PF08736;PF08953;PF09379;PF09380;PF10409
Group	GO:0034330	cell junction organization	2	5.65	1.34e-06	3.18e-05	23|425|67|3527	PF00019;PF00052;PF00053;PF00130;PF00168;PF00169;PF00307;PF00362;PF00373;PF00435;PF00564;PF00688;PF01044;PF01391;PF07645;PF07653;PF07679;PF07686;PF07965;PF08725;PF09379;PF09380;PF13903
Group	GO:0060541	respiratory system development	2	5.53	1.56e-06	3.50e-05	26|425|82|3527	PF00019;PF00045;PF00057;PF00059;PF00130;PF00240;PF00307;PF00413;PF00435;PF00564;PF00688;PF01391;PF01471;PF02181;PF03165;PF04811;PF06367;PF06371;PF07645;PF07653;PF07679;PF08246;PF10409;PF10524;PF13855;PF13903
Group	GO:0050878	regulation of body fluid levels	2	5.53	1.56e-06	3.50e-05	26|425|82|3527	PF00024;PF00027;PF00059;PF00093;PF00094;PF00122;PF00130;PF00169;PF00307;PF00373;PF00618;PF00689;PF00690;PF00702;PF00754;PF01017;PF01553;PF01826;PF01841;PF02865;PF06920;PF07679;PF07686;PF08742;PF12424;PF14429
