#Created by dcGO at 26/04/2016 10:42:29 (day/month/year hour:min:sec)
GO_ID	GO_name	GO_subontology	slim_level
GO:0005223	intracellular cGMP activated cation channel activity	molecular_function	Highly  Informative
GO:0050613	delta14-sterol reductase activity	molecular_function	Highly  Informative
GO:0017050	D-erythro-sphingosine kinase activity	molecular_function	Highly  Informative
GO:0071917	triose-phosphate transmembrane transporter activity	molecular_function	Highly  Informative
GO:0004425	indole-3-glycerol-phosphate synthase activity	molecular_function	Highly  Informative
GO:1901338	catecholamine binding	molecular_function	Highly  Informative
GO:0043734	DNA-N1-methyladenine dioxygenase activity	molecular_function	Highly  Informative
GO:0016520	growth hormone-releasing hormone receptor activity	molecular_function	Highly  Informative
GO:0033229	cysteine transmembrane transporter activity	molecular_function	Highly  Informative
GO:0015119	hexose phosphate transmembrane transporter activity	molecular_function	Highly  Informative
GO:0005044	scavenger receptor activity	molecular_function	Highly  Informative
GO:0008759	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity	molecular_function	Highly  Informative
GO:0031748	D1 dopamine receptor binding	molecular_function	Highly  Informative
GO:0008920	lipopolysaccharide heptosyltransferase activity	molecular_function	Highly  Informative
GO:0016629	12-oxophytodienoate reductase activity	molecular_function	Highly  Informative
GO:0004590	orotidine-5'-phosphate decarboxylase activity	molecular_function	Highly  Informative
GO:0031705	bombesin receptor binding	molecular_function	Highly  Informative
GO:0046576	rhamnogalacturonan alpha-L-rhamnopyranosyl-(1->4)-alpha-D-galactopyranosyluronide lyase activity	molecular_function	Highly  Informative
GO:0016428	tRNA (cytosine-5-)-methyltransferase activity	molecular_function	Highly  Informative
GO:0017057	6-phosphogluconolactonase activity	molecular_function	Highly  Informative
GO:0033041	sweet taste receptor activity	molecular_function	Highly  Informative
GO:0017153	sodium:dicarboxylate symporter activity	molecular_function	Highly  Informative
GO:0018169	ribosomal S6-glutamic acid ligase activity	molecular_function	Highly  Informative
GO:0043765	T/G mismatch-specific endonuclease activity	molecular_function	Highly  Informative
GO:0015254	glycerol channel activity	molecular_function	Highly  Informative
GO:0047023	androsterone dehydrogenase activity	molecular_function	Highly  Informative
GO:0036440	citrate synthase activity	molecular_function	Highly  Informative
GO:0004060	arylamine N-acetyltransferase activity	molecular_function	Highly  Informative
GO:0004392	heme oxygenase (decyclizing) activity	molecular_function	Highly  Informative
GO:0004633	phosphopantothenoylcysteine decarboxylase activity	molecular_function	Highly  Informative
GO:0047408	alkenylglycerophosphocholine hydrolase activity	molecular_function	Highly  Informative
GO:0004454	ketohexokinase activity	molecular_function	Highly  Informative
GO:0070735	protein-glycine ligase activity	molecular_function	Highly  Informative
GO:0016847	1-aminocyclopropane-1-carboxylate synthase activity	molecular_function	Highly  Informative
GO:0052657	guanine phosphoribosyltransferase activity	molecular_function	Highly  Informative
GO:0005329	dopamine transmembrane transporter activity	molecular_function	Highly  Informative
GO:0052726	inositol-1,3,4-trisphosphate 5-kinase activity	molecular_function	Highly  Informative
GO:0061501	cyclic-GMP-AMP synthase activity	molecular_function	Highly  Informative
GO:0008909	isochorismate synthase activity	molecular_function	Highly  Informative
GO:0036122	BMP binding	molecular_function	Highly  Informative
GO:0070530	K63-linked polyubiquitin binding	molecular_function	Highly  Informative
GO:0004845	uracil phosphoribosyltransferase activity	molecular_function	Highly  Informative
GO:0032183	SUMO binding	molecular_function	Highly  Informative
GO:0000310	xanthine phosphoribosyltransferase activity	molecular_function	Highly  Informative
GO:0008710	8-amino-7-oxononanoate synthase activity	molecular_function	Highly  Informative
GO:0008241	peptidyl-dipeptidase activity	molecular_function	Highly  Informative
GO:0055106	ubiquitin-protein transferase regulator activity	molecular_function	Highly  Informative
GO:0004314	[acyl-carrier-protein] S-malonyltransferase activity	molecular_function	Highly  Informative
GO:0004139	deoxyribose-phosphate aldolase activity	molecular_function	Highly  Informative
GO:0071972	peptidoglycan L,D-transpeptidase activity	molecular_function	Highly  Informative
GO:0048030	disaccharide binding	molecular_function	Highly  Informative
GO:0004140	dephospho-CoA kinase activity	molecular_function	Highly  Informative
GO:0004729	oxygen-dependent protoporphyrinogen oxidase activity	molecular_function	Highly  Informative
GO:0004644	phosphoribosylglycinamide formyltransferase activity	molecular_function	Highly  Informative
GO:0016900	oxidoreductase activity, acting on the CH-OH group of donors, disulfide as acceptor	molecular_function	Highly  Informative
GO:0017150	tRNA dihydrouridine synthase activity	molecular_function	Highly  Informative
GO:0035374	chondroitin sulfate binding	molecular_function	Highly  Informative
GO:0042936	dipeptide transporter activity	molecular_function	Highly  Informative
GO:0008972	phosphomethylpyrimidine kinase activity	molecular_function	Highly  Informative
GO:0004413	homoserine kinase activity	molecular_function	Highly  Informative
GO:0004489	methylenetetrahydrofolate reductase (NAD(P)H) activity	molecular_function	Highly  Informative
GO:0042923	neuropeptide binding	molecular_function	Highly  Informative
GO:0003949	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase ac	molecular_function	Highly  Informative
GO:0004127	cytidylate kinase activity	molecular_function	Highly  Informative
GO:0015098	molybdate ion transmembrane transporter activity	molecular_function	Highly  Informative
GO:0042586	peptide deformylase activity	molecular_function	Highly  Informative
GO:0017136	NAD-dependent histone deacetylase activity	molecular_function	Highly  Informative
GO:0015129	lactate transmembrane transporter activity	molecular_function	Highly  Informative
GO:0003986	acetyl-CoA hydrolase activity	molecular_function	Highly  Informative
GO:0004124	cysteine synthase activity	molecular_function	Highly  Informative
GO:0004531	deoxyribonuclease II activity	molecular_function	Highly  Informative
GO:0004107	chorismate synthase activity	molecular_function	Highly  Informative
GO:0008330	protein tyrosine/threonine phosphatase activity	molecular_function	Highly  Informative
GO:0080032	methyl jasmonate esterase activity	molecular_function	Highly  Informative
GO:0003998	acylphosphatase activity	molecular_function	Highly  Informative
GO:0004587	ornithine-oxo-acid transaminase activity	molecular_function	Highly  Informative
GO:0004757	sepiapterin reductase activity	molecular_function	Highly  Informative
GO:0042943	D-amino acid transmembrane transporter activity	molecular_function	Highly  Informative
GO:0000107	imidazoleglycerol-phosphate synthase activity	molecular_function	Highly  Informative
GO:0004671	protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity	molecular_function	Highly  Informative
GO:0018636	phenanthrene 9,10-monooxygenase activity	molecular_function	Highly  Informative
GO:0003968	RNA-directed RNA polymerase activity	molecular_function	Highly  Informative
GO:0008892	guanine deaminase activity	molecular_function	Highly  Informative
GO:0051722	protein C-terminal methylesterase activity	molecular_function	Highly  Informative
GO:0030305	heparanase activity	molecular_function	Highly  Informative
GO:0019784	NEDD8-specific protease activity	molecular_function	Highly  Informative
GO:0003855	3-dehydroquinate dehydratase activity	molecular_function	Highly  Informative
GO:0042392	sphingosine-1-phosphate phosphatase activity	molecular_function	Highly  Informative
GO:0004931	extracellular ATP-gated cation channel activity	molecular_function	Highly  Informative
GO:0008476	protein-tyrosine sulfotransferase activity	molecular_function	Highly  Informative
GO:0000249	C-22 sterol desaturase activity	molecular_function	Highly  Informative
GO:0015501	glutamate:sodium symporter activity	molecular_function	Highly  Informative
GO:0015210	uracil transmembrane transporter activity	molecular_function	Highly  Informative
GO:0050656	3'-phosphoadenosine 5'-phosphosulfate binding	molecular_function	Highly  Informative
GO:0035299	inositol pentakisphosphate 2-kinase activity	molecular_function	Highly  Informative
GO:0030272	5-formyltetrahydrofolate cyclo-ligase activity	molecular_function	Highly  Informative
GO:0004422	hypoxanthine phosphoribosyltransferase activity	molecular_function	Highly  Informative
GO:0008898	S-adenosylmethionine-homocysteine S-methyltransferase activity	molecular_function	Highly  Informative
GO:0004476	mannose-6-phosphate isomerase activity	molecular_function	Highly  Informative
GO:0004141	dethiobiotin synthase activity	molecular_function	Highly  Informative
GO:0005049	nuclear export signal receptor activity	molecular_function	Highly  Informative
GO:0000224	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity	molecular_function	Highly  Informative
GO:0035539	8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity	molecular_function	Highly  Informative
GO:0033907	beta-D-fucosidase activity	molecular_function	Highly  Informative
GO:0033850	Z-farnesyl diphosphate synthase activity	molecular_function	Highly  Informative
GO:0004372	glycine hydroxymethyltransferase activity	molecular_function	Highly  Informative
GO:0072354	histone kinase activity (H3-T3 specific)	molecular_function	Highly  Informative
GO:0043532	angiostatin binding	molecular_function	Highly  Informative
GO:0043813	phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity	molecular_function	Highly  Informative
GO:0034739	histone deacetylase activity (H4-K16 specific)	molecular_function	Highly  Informative
GO:0043539	protein serine/threonine kinase activator activity	molecular_function	Highly  Informative
GO:0008810	cellulase activity	molecular_function	Highly  Informative
GO:0004105	choline-phosphate cytidylyltransferase activity	molecular_function	Highly  Informative
GO:0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	molecular_function	Highly  Informative
GO:0004155	6,7-dihydropteridine reductase activity	molecular_function	Highly  Informative
GO:0004351	glutamate decarboxylase activity	molecular_function	Highly  Informative
GO:0001161	intronic transcription regulatory region sequence-specific DNA binding	molecular_function	Highly  Informative
GO:0042903	tubulin deacetylase activity	molecular_function	Highly  Informative
GO:0070694	deoxyribonucleoside 5'-monophosphate N-glycosidase activity	molecular_function	Highly  Informative
GO:0042163	interleukin-12 beta subunit binding	molecular_function	Highly  Informative
GO:0003848	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	molecular_function	Highly  Informative
GO:0016756	glutathione gamma-glutamylcysteinyltransferase activity	molecular_function	Highly  Informative
GO:0008798	beta-aspartyl-peptidase activity	molecular_function	Highly  Informative
GO:0098821	BMP receptor activity	molecular_function	Highly  Informative
GO:0004419	hydroxymethylglutaryl-CoA lyase activity	molecular_function	Highly  Informative
GO:0004515	nicotinate-nucleotide adenylyltransferase activity	molecular_function	Highly  Informative
GO:0019864	IgG binding	molecular_function	Highly  Informative
GO:0003827	alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	molecular_function	Highly  Informative
GO:0015234	thiamine transmembrane transporter activity	molecular_function	Highly  Informative
GO:0004612	phosphoenolpyruvate carboxykinase (ATP) activity	molecular_function	Highly  Informative
GO:0008117	sphinganine-1-phosphate aldolase activity	molecular_function	Highly  Informative
GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity	molecular_function	Highly  Informative
GO:0042164	interleukin-12 alpha subunit binding	molecular_function	Highly  Informative
GO:1990422	glyoxalase (glycolic acid-forming) activity	molecular_function	Highly  Informative
GO:0047493	ceramide cholinephosphotransferase activity	molecular_function	Highly  Informative
GO:0003948	N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity	molecular_function	Highly  Informative
GO:0018112	proline racemase activity	molecular_function	Highly  Informative
GO:0008120	ceramide glucosyltransferase activity	molecular_function	Highly  Informative
GO:0004055	argininosuccinate synthase activity	molecular_function	Highly  Informative
GO:0004482	mRNA (guanine-N7-)-methyltransferase activity	molecular_function	Highly  Informative
GO:0005026	transforming growth factor beta receptor activity, type II	molecular_function	Highly  Informative
GO:0016403	dimethylargininase activity	molecular_function	Highly  Informative
GO:0003867	4-aminobutyrate transaminase activity	molecular_function	Highly  Informative
GO:0015121	phosphoenolpyruvate:phosphate antiporter activity	molecular_function	Highly  Informative
GO:0016404	15-hydroxyprostaglandin dehydrogenase (NAD+) activity	molecular_function	Highly  Informative
GO:0035804	structural constituent of egg coat	molecular_function	Highly  Informative
GO:0008977	prephenate dehydrogenase activity	molecular_function	Highly  Informative
GO:0015280	ligand-gated sodium channel activity	molecular_function	Highly  Informative
GO:0097003	adipokinetic hormone receptor activity	molecular_function	Highly  Informative
GO:0000254	C-4 methylsterol oxidase activity	molecular_function	Highly  Informative
GO:0070573	metallodipeptidase activity	molecular_function	Highly  Informative
GO:0047325	inositol tetrakisphosphate 1-kinase activity	molecular_function	Highly  Informative
GO:0003875	ADP-ribosylarginine hydrolase activity	molecular_function	Highly  Informative
GO:0017174	glycine N-methyltransferase activity	molecular_function	Highly  Informative
GO:0008107	galactoside 2-alpha-L-fucosyltransferase activity	molecular_function	Highly  Informative
GO:0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	molecular_function	Highly  Informative
GO:0080044	quercetin 7-O-glucosyltransferase activity	molecular_function	Highly  Informative
GO:0052834	inositol monophosphate phosphatase activity	molecular_function	Highly  Informative
GO:0047560	3-dehydrosphinganine reductase activity	molecular_function	Highly  Informative
GO:0035379	carbon dioxide transmembrane transporter activity	molecular_function	Highly  Informative
GO:0008761	UDP-N-acetylglucosamine 2-epimerase activity	molecular_function	Highly  Informative
GO:0003692	left-handed Z-DNA binding	molecular_function	Highly  Informative
GO:0070890	sodium-dependent L-ascorbate transmembrane transporter activity	molecular_function	Highly  Informative
GO:0004397	histidine ammonia-lyase activity	molecular_function	Highly  Informative
GO:0047844	deoxycytidine deaminase activity	molecular_function	Highly  Informative
GO:0004648	O-phospho-L-serine:2-oxoglutarate aminotransferase activity	molecular_function	Highly  Informative
GO:0004343	glucosamine 6-phosphate N-acetyltransferase activity	molecular_function	Highly  Informative
GO:0016161	beta-amylase activity	molecular_function	Highly  Informative
GO:0042809	vitamin D receptor binding	molecular_function	Highly  Informative
GO:0004608	phosphatidylethanolamine N-methyltransferase activity	molecular_function	Highly  Informative
GO:0004081	bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity	molecular_function	Highly  Informative
GO:0003826	alpha-ketoacid dehydrogenase activity	molecular_function	Highly  Informative
GO:0008506	sucrose:proton symporter activity	molecular_function	Highly  Informative
GO:0008890	glycine C-acetyltransferase activity	molecular_function	Highly  Informative
GO:0004830	tryptophan-tRNA ligase activity	molecular_function	Highly  Informative
GO:0008263	pyrimidine-specific mismatch base pair DNA N-glycosylase activity	molecular_function	Highly  Informative
GO:0050518	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity	molecular_function	Highly  Informative
GO:0008426	protein kinase C inhibitor activity	molecular_function	Highly  Informative
GO:0005132	type I interferon receptor binding	molecular_function	Highly  Informative
GO:0016175	superoxide-generating NADPH oxidase activity	molecular_function	Highly  Informative
GO:0004745	retinol dehydrogenase activity	molecular_function	Highly  Informative
GO:0009041	uridylate kinase activity	molecular_function	Highly  Informative
GO:0018738	S-formylglutathione hydrolase activity	molecular_function	Highly  Informative
GO:0080043	quercetin 3-O-glucosyltransferase activity	molecular_function	Highly  Informative
GO:0036374	glutathione hydrolase activity	molecular_function	Highly  Informative
GO:0032560	guanyl deoxyribonucleotide binding	molecular_function	Highly  Informative
GO:0016989	sigma factor antagonist activity	molecular_function	Highly  Informative
GO:0042030	ATPase inhibitor activity	molecular_function	Highly  Informative
GO:0015645	fatty acid ligase activity	molecular_function	Highly  Informative
GO:0004751	ribose-5-phosphate isomerase activity	molecular_function	Highly  Informative
GO:0070883	pre-miRNA binding	molecular_function	Highly  Informative
GO:0008878	glucose-1-phosphate adenylyltransferase activity	molecular_function	Highly  Informative
GO:0000225	N-acetylglucosaminylphosphatidylinositol deacetylase activity	molecular_function	Highly  Informative
GO:0003999	adenine phosphoribosyltransferase activity	molecular_function	Highly  Informative
GO:0016603	glutaminyl-peptide cyclotransferase activity	molecular_function	Highly  Informative
GO:0050479	glyceryl-ether monooxygenase activity	molecular_function	Highly  Informative
GO:0008520	L-ascorbate:sodium symporter activity	molecular_function	Highly  Informative
GO:0004800	thyroxine 5'-deiodinase activity	molecular_function	Highly  Informative
GO:0045499	chemorepellent activity	molecular_function	Highly  Informative
GO:0005277	acetylcholine transmembrane transporter activity	molecular_function	Highly  Informative
GO:0008176	tRNA (guanine-N7-)-methyltransferase activity	molecular_function	Highly  Informative
GO:0016713	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxyge	molecular_function	Highly  Informative
GO:0030378	serine racemase activity	molecular_function	Highly  Informative
GO:0004837	tyrosine decarboxylase activity	molecular_function	Highly  Informative
GO:0004410	homocitrate synthase activity	molecular_function	Highly  Informative
GO:0004650	polygalacturonase activity	molecular_function	Highly  Informative
GO:0004102	choline O-acetyltransferase activity	molecular_function	Highly  Informative
GO:0008897	holo-[acyl-carrier-protein] synthase activity	molecular_function	Highly  Informative
GO:0008531	riboflavin kinase activity	molecular_function	Highly  Informative
GO:0050833	pyruvate transmembrane transporter activity	molecular_function	Highly  Informative
GO:0008889	glycerophosphodiester phosphodiesterase activity	molecular_function	Highly  Informative
GO:0016034	maleylacetoacetate isomerase activity	molecular_function	Highly  Informative
GO:0046899	nucleoside triphosphate adenylate kinase activity	molecular_function	Highly  Informative
GO:0030742	GTP-dependent protein binding	molecular_function	Highly  Informative
GO:0045504	dynein heavy chain binding	molecular_function	Highly  Informative
GO:0047086	ketosteroid monooxygenase activity	molecular_function	Highly  Informative
GO:0016287	glycerone-phosphate O-acyltransferase activity	molecular_function	Highly  Informative
GO:0016015	morphogen activity	molecular_function	Highly  Informative
GO:0004897	ciliary neurotrophic factor receptor activity	molecular_function	Highly  Informative
GO:0035438	cyclic-di-GMP binding	molecular_function	Highly  Informative
GO:0008486	diphosphoinositol-polyphosphate diphosphatase activity	molecular_function	Highly  Informative
GO:0005031	tumor necrosis factor-activated receptor activity	molecular_function	Highly  Informative
GO:0052381	tRNA dimethylallyltransferase activity	molecular_function	Highly  Informative
GO:0051864	histone demethylase activity (H3-K36 specific)	molecular_function	Highly  Informative
GO:0001758	retinal dehydrogenase activity	molecular_function	Highly  Informative
GO:0008448	N-acetylglucosamine-6-phosphate deacetylase activity	molecular_function	Highly  Informative
GO:0045322	unmethylated CpG binding	molecular_function	Highly  Informative
GO:0004001	adenosine kinase activity	molecular_function	Highly  Informative
GO:0042937	tripeptide transporter activity	molecular_function	Highly  Informative
GO:0008830	dTDP-4-dehydrorhamnose 3,5-epimerase activity	molecular_function	Highly  Informative
GO:0008964	phosphoenolpyruvate carboxylase activity	molecular_function	Highly  Informative
GO:0003862	3-isopropylmalate dehydrogenase activity	molecular_function	Highly  Informative
GO:0072345	NAADP-sensitive calcium-release channel activity	molecular_function	Highly  Informative
GO:0004309	exopolyphosphatase activity	molecular_function	Highly  Informative
GO:0008663	2',3'-cyclic-nucleotide 2'-phosphodiesterase activity	molecular_function	Highly  Informative
GO:0008466	glycogenin glucosyltransferase activity	molecular_function	Highly  Informative
GO:0016618	hydroxypyruvate reductase activity	molecular_function	Highly  Informative
GO:0004164	diphthine synthase activity	molecular_function	Highly  Informative
GO:0016793	triphosphoric monoester hydrolase activity	molecular_function	Highly  Informative
GO:0031821	G-protein coupled serotonin receptor binding	molecular_function	Highly  Informative
GO:0044715	8-oxo-dGDP phosphatase activity	molecular_function	Highly  Informative
GO:0008310	single-stranded DNA 3'-5' exodeoxyribonuclease activity	molecular_function	Highly  Informative
GO:0008145	phenylalkylamine binding	molecular_function	Highly  Informative
GO:0004950	chemokine receptor activity	molecular_function	Highly  Informative
GO:0004474	malate synthase activity	molecular_function	Highly  Informative
GO:0010279	indole-3-acetic acid amido synthetase activity	molecular_function	Highly  Informative
GO:0016869	intramolecular transferase activity, transferring amino groups	molecular_function	Highly  Informative
GO:0008441	3'(2'),5'-bisphosphate nucleotidase activity	molecular_function	Highly  Informative
GO:0003856	3-dehydroquinate synthase activity	molecular_function	Highly  Informative
GO:1902388	ceramide 1-phosphate transporter activity	molecular_function	Highly  Informative
GO:0004134	4-alpha-glucanotransferase activity	molecular_function	Highly  Informative
GO:0003934	GTP cyclohydrolase I activity	molecular_function	Highly  Informative
GO:0008987	quinolinate synthetase A activity	molecular_function	Highly  Informative
GO:0008373	sialyltransferase activity	molecular_function	Highly  Informative
GO:0034200	D,D-heptose 1,7-bisphosphate phosphatase activity	molecular_function	Highly  Informative
GO:0004398	histidine decarboxylase activity	molecular_function	Highly  Informative
GO:0033038	bitter taste receptor activity	molecular_function	Highly  Informative
GO:0008109	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase activity	molecular_function	Highly  Informative
GO:0004645	phosphorylase activity	molecular_function	Highly  Informative
GO:0005094	Rho GDP-dissociation inhibitor activity	molecular_function	Highly  Informative
GO:0004028	3-chloroallyl aldehyde dehydrogenase activity	molecular_function	Highly  Informative
GO:0045127	N-acetylglucosamine kinase activity	molecular_function	Highly  Informative
GO:0047066	phospholipid-hydroperoxide glutathione peroxidase activity	molecular_function	Highly  Informative
GO:0008073	ornithine decarboxylase inhibitor activity	molecular_function	Highly  Informative
GO:0005550	pheromone binding	molecular_function	Highly  Informative
GO:0030955	potassium ion binding	molecular_function	Highly  Informative
GO:0001187	transcription factor activity, RNA polymerase I CORE element binding transcription factor recruiting	molecular_function	Highly  Informative
GO:0003837	beta-ureidopropionase activity	molecular_function	Highly  Informative
GO:0003796	lysozyme activity	molecular_function	Highly  Informative
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	molecular_function	Highly  Informative
GO:0016290	palmitoyl-CoA hydrolase activity	molecular_function	Highly  Informative
GO:0015265	urea channel activity	molecular_function	Highly  Informative
GO:0031210	phosphatidylcholine binding	molecular_function	Highly  Informative
GO:0010436	carotenoid dioxygenase activity	molecular_function	Highly  Informative
GO:0004502	kynurenine 3-monooxygenase activity	molecular_function	Highly  Informative
GO:1990446	U1 snRNP binding	molecular_function	Highly  Informative
GO:0042781	3'-tRNA processing endoribonuclease activity	molecular_function	Highly  Informative
GO:0008747	N-acetylneuraminate lyase activity	molecular_function	Highly  Informative
GO:0047442	17-alpha-hydroxyprogesterone aldolase activity	molecular_function	Highly  Informative
GO:0004420	hydroxymethylglutaryl-CoA reductase (NADPH) activity	molecular_function	Highly  Informative
GO:0050577	GDP-L-fucose synthase activity	molecular_function	Highly  Informative
GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity	molecular_function	Highly  Informative
GO:0015226	carnitine transmembrane transporter activity	molecular_function	Highly  Informative
GO:0035243	protein-arginine omega-N symmetric methyltransferase activity	molecular_function	Highly  Informative
GO:0031403	lithium ion binding	molecular_function	Highly  Informative
GO:0019144	ADP-sugar diphosphatase activity	molecular_function	Highly  Informative
GO:0050525	cutinase activity	molecular_function	Highly  Informative
GO:0004957	prostaglandin E receptor activity	molecular_function	Highly  Informative
GO:0036055	protein-succinyllysine desuccinylase activity	molecular_function	Highly  Informative
GO:0000010	trans-hexaprenyltranstransferase activity	molecular_function	Highly  Informative
GO:0043035	chromatin insulator sequence binding	molecular_function	Highly  Informative
GO:0030280	structural constituent of epidermis	molecular_function	Highly  Informative
GO:0004850	uridine phosphorylase activity	molecular_function	Highly  Informative
GO:0003840	gamma-glutamyltransferase activity	molecular_function	Highly  Informative
GO:0016784	3-mercaptopyruvate sulfurtransferase activity	molecular_function	Highly  Informative
GO:0001537	N-acetylgalactosamine 4-O-sulfotransferase activity	molecular_function	Highly  Informative
GO:1990699	palmitoleyl hydrolase activity	molecular_function	Highly  Informative
GO:0005344	oxygen transporter activity	molecular_function	Highly  Informative
GO:0003978	UDP-glucose 4-epimerase activity	molecular_function	Highly  Informative
GO:0004508	steroid 17-alpha-monooxygenase activity	molecular_function	Highly  Informative
GO:0015099	nickel cation transmembrane transporter activity	molecular_function	Highly  Informative
GO:0045703	ketoreductase activity	molecular_function	Highly  Informative
GO:0005534	galactose binding	molecular_function	Highly  Informative
GO:0033188	sphingomyelin synthase activity	molecular_function	Highly  Informative
GO:0031531	thyrotropin-releasing hormone receptor binding	molecular_function	Highly  Informative
GO:0050309	sugar-terminal-phosphatase activity	molecular_function	Highly  Informative
GO:0004181	metallocarboxypeptidase activity	molecular_function	Highly  Informative
GO:0005436	sodium:phosphate symporter activity	molecular_function	Highly  Informative
GO:0016918	retinal binding	molecular_function	Highly  Informative
GO:0070579	methylcytosine dioxygenase activity	molecular_function	Highly  Informative
GO:0047216	inositol 3-alpha-galactosyltransferase activity	molecular_function	Highly  Informative
GO:0008879	glucose-1-phosphate thymidylyltransferase activity	molecular_function	Highly  Informative
GO:0004618	phosphoglycerate kinase activity	molecular_function	Highly  Informative
GO:0004399	histidinol dehydrogenase activity	molecular_function	Highly  Informative
GO:0047911	galacturan 1,4-alpha-galacturonidase activity	molecular_function	Highly  Informative
GO:0016426	tRNA (adenine) methyltransferase activity	molecular_function	Highly  Informative
GO:0004160	dihydroxy-acid dehydratase activity	molecular_function	Highly  Informative
GO:0003866	3-phosphoshikimate 1-carboxyvinyltransferase activity	molecular_function	Highly  Informative
GO:0008703	5-amino-6-(5-phosphoribosylamino)uracil reductase activity	molecular_function	Highly  Informative
GO:0004798	thymidylate kinase activity	molecular_function	Highly  Informative
GO:0015221	lipopolysaccharide transmembrane transporter activity	molecular_function	Highly  Informative
GO:0044716	8-oxo-GDP phosphatase activity	molecular_function	Highly  Informative
GO:0050815	phosphoserine binding	molecular_function	Highly  Informative
GO:0004326	tetrahydrofolylpolyglutamate synthase activity	molecular_function	Highly  Informative
GO:0008902	hydroxymethylpyrimidine kinase activity	molecular_function	Highly  Informative
GO:0004825	methionine-tRNA ligase activity	molecular_function	Highly  Informative
GO:0003975	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity	molecular_function	Highly  Informative
GO:0047017	prostaglandin-F synthase activity	molecular_function	Highly  Informative
GO:0003962	cystathionine gamma-synthase activity	molecular_function	Highly  Informative
GO:0004731	purine-nucleoside phosphorylase activity	molecular_function	Highly  Informative
GO:0008251	tRNA-specific adenosine deaminase activity	molecular_function	Highly  Informative
GO:0005527	macrolide binding	molecular_function	Highly  Informative
GO:0031177	phosphopantetheine binding	molecular_function	Highly  Informative
GO:0016669	oxidoreductase activity, acting on a sulfur group of donors, cytochrome as acceptor	molecular_function	Highly  Informative
GO:0015169	glycerol-3-phosphate transmembrane transporter activity	molecular_function	Highly  Informative
GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity	molecular_function	Highly  Informative
GO:0008119	thiopurine S-methyltransferase activity	molecular_function	Highly  Informative
GO:0031014	troponin T binding	molecular_function	Highly  Informative
GO:0004649	poly(ADP-ribose) glycohydrolase activity	molecular_function	Highly  Informative
GO:0008479	queuine tRNA-ribosyltransferase activity	molecular_function	Highly  Informative
GO:0018456	aryl-alcohol dehydrogenase (NAD+) activity	molecular_function	Highly  Informative
GO:0005460	UDP-glucose transmembrane transporter activity	molecular_function	Highly  Informative
GO:0005009	insulin-activated receptor activity	molecular_function	Highly  Informative
GO:0005521	lamin binding	molecular_function	Highly  Informative
GO:0004592	pantoate-beta-alanine ligase activity	molecular_function	Highly  Informative
GO:0004789	thiamine-phosphate diphosphorylase activity	molecular_function	Highly  Informative
GO:0008948	oxaloacetate decarboxylase activity	molecular_function	Highly  Informative
GO:0004424	imidazoleglycerol-phosphate dehydratase activity	molecular_function	Highly  Informative
GO:0016890	site-specific endodeoxyribonuclease activity, specific for altered base	molecular_function	Highly  Informative
GO:0038191	neuropilin binding	molecular_function	Highly  Informative
GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxyge	molecular_function	Highly  Informative
GO:0052691	UDP-arabinopyranose mutase activity	molecular_function	Highly  Informative
GO:0046923	ER retention sequence binding	molecular_function	Highly  Informative
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	Highly  Informative
GO:0030337	DNA polymerase processivity factor activity	molecular_function	Highly  Informative
GO:0015086	cadmium ion transmembrane transporter activity	molecular_function	Highly  Informative
GO:0033906	hyaluronoglucuronidase activity	molecular_function	Highly  Informative
GO:0070026	nitric oxide binding	molecular_function	Highly  Informative
GO:0008821	crossover junction endodeoxyribonuclease activity	molecular_function	Highly  Informative
GO:0050333	thiamin-triphosphatase activity	molecular_function	Highly  Informative
GO:0001760	aminocarboxymuconate-semialdehyde decarboxylase activity	molecular_function	Highly  Informative
GO:0004408	holocytochrome-c synthase activity	molecular_function	Highly  Informative
