Feature	TotalMutations	TotalLength	ExpectedMutFrequency	fc_m	p_m	adjp_m	H_m	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Frame_Shift_Del_out	Frame_Shift_Ins_out	Nonsense_Mutation_out
PS50199|ZF_RANBP2_2_Zinc_finger_RanBP2_type_profile.	36	5248	0.000389798451620724	0.836620926812035	0.876581836197485	1	0.741809343937376	4	11	0	0	18	3	0	13	15	17
PS50200|RA_Ras-associating_(RA)_domain_profile.	87	19266	0.00143099408706648	0.550741427442892	0.99999999974169	1	0.951469177136077	2	1	1	0	76	7	0	6	2	12
PS50202|MSP_Major_sperm_protein_(MSP)_domain_profile.	24	5203	0.000386456048739067	0.56257116072901	0.999266953963255	1	0.990775554352961	1	1	0	0	20	2	0	3	1	3
PS50203|CALPAIN_CAT_Cysteine_proteinase,_calpain-type,_catalytic_domain_profile.	133	21882	0.0016252991079201	0.741284085575119	0.999876149933376	1	0.941075994536435	9	2	0	0	112	10	0	11	2	10
PS50206|RHODANESE_3_Rhodanese_domain_profile.	73	19441	0.00144399232049514	0.457956585945793	0.999999999999994	1	0.95924166786068	4	2	0	0	65	2	0	10	5	3
PS50207|CASPASE_P10_Caspase_family_p10_domain_profile.	57	9338	0.000693585735753491	0.744459429698379	0.991504915221574	1	0.880849463675104	2	0	0	0	43	12	0	17	3	36
PS50208|CASPASE_P20_Caspase_family_p20_domain_profile.	75	15450	0.00114755832270202	0.592042425014773	0.999999731273439	1	0.887446851086224	5	1	1	0	62	6	0	16	4	22
PS50209|CARD_CARD_caspase_recruitment_domain_profile.	107	13368	0.000992916482710716	0.976196823172923	0.611235929090972	1	0.964165645702833	7	0	0	0	89	11	0	12	0	12
PS50211|DENN_DENN_domain_profile.	76	20830	0.00154716115610893	0.444983975325554	1	1	0.953223297952359	2	0	2	0	66	6	0	6	2	9
PS50212|RASGEF_NTER_Ras_guanine-nucleotide_exchange_factors_N-terminal_domain_profile.	73	13059	0.000969965316256675	0.681762308551356	0.999796303044022	1	0.92892465389433	7	7	0	0	55	4	0	10	9	9
PS50213|FAS1_FAS1/BIgH3_domain_profile.	44	9953	0.000739265241802794	0.539161312200734	0.999998040208366	1	0.863873369532627	1	0	0	0	39	4	0	7	0	7
PS50214|DISINTEGRIN_2_Disintegrin_domain_profile.	74	6855	0.000509159372305652	1.31657107613789	0.0130996667496238	1	0.859308464383185	2	0	1	0	65	6	0	17	8	28
PS50215|ADAM_MEPRO_ADAM_type_metalloprotease_domain_profile.	396	35638	0.00264703453103265	1.35519537749046	4.50953311135474e-09	3.07550158194394e-06	0.947089929522342	15	6	2	0	357	16	0	28	9	37
PS50216|ZF_DHHC_Zinc_finger_DHHC-type_profile.	38	8434	0.000626440575641994	0.549502976406882	0.999983470835442	1	0.88863538119606	0	1	1	0	36	0	0	6	6	10
PS50217|BZIP_Basic-leucine_zipper_(bZIP)_domain_profile.	111	19731	0.00146553225017692	0.686110287891531	0.999990139035261	1	0.917981883740684	15	2	5	0	83	6	0	36	16	15
PS50219|CNH_Citron_homology_(CNH)_domain_profile.	33	7751	0.00057571032746041	0.519249697490702	0.999990685630517	1	0.94015513607749	3	0	0	0	30	0	0	4	0	0
PS50221|GPS_GPS_domain_profile.	35	3560	0.000264421205748814	1.19905221470689	0.162228367349129	1	0.862444025607464	0	1	0	0	28	6	0	11	3	16
PS50222|EF_HAND_2_EF-hand_calcium-binding_domain_profile.	546	65261	0.00484730121021724	1.02037302211063	0.324036491818671	1	0.956343613042949	18	5	3	1	484	35	0	104	48	140
PS50225|SOCS_SOCS_box_domain_profile.	71	8138	0.000604454992242654	1.06404675697543	0.316296313602146	1	0.868722253124296	8	4	0	0	55	4	0	34	18	22
PS50227|G_PROTEIN_RECEP_F2_3_G-protein_coupled_receptors_family_2_profile_1.	72	5941	0.000441271455998232	1.47806316240012	0.00105888871310782	0.681924331241433	0.944958758543768	5	0	0	0	61	6	0	7	1	11
PS50228|SUEL_LECTIN_SUEL-type_lectin_domain_profile.	5	1163	8.63825455859188e-05	0.524336799454184	0.960644710053056	1	1	0	0	0	0	5	0	0	0	0	0
PS50229|WH1_WH1_domain_profile.	50	7922	0.000588411458410704	0.769759780062126	0.976222490431498	1	0.95746411575508	4	3	0	0	39	4	0	4	3	4
PS50231|RICIN_B_LECTIN_Lectin_domain_of_ricin_B_chain_profile.	72	9184	0.000682147290336267	0.956138202070897	0.663769196177197	1	0.873380811181429	4	0	0	0	63	5	0	17	3	21
PS50234|VWFA_VWFA_domain_profile.	456	65919	0.00489617456790901	0.843673254087406	0.999915039332202	1	0.957456464491419	19	4	0	0	404	29	0	38	8	56
PS50235|USP_3_Ubiquitin_specific_protease_(USP)_domain_profile.	467	99830	0.00741493510390565	0.57052654884575	1	1	0.947911376340605	37	17	1	1	375	36	0	46	24	58
PS50236|CHCR_Clathrin_heavy-chain_(CHCR)_repeat_profile.	21	4613	0.000342633433179573	0.555208222547997	0.998887062393242	1	0.828564537476924	0	0	0	0	20	1	0	0	0	2
PS50237|HECT_HECT_domain_profile.	51	15198	0.00112884086656474	0.409264226688065	0.999999999999976	1	0.923210530860508	5	0	0	0	46	0	0	10	0	4
PS50238|RHOGAP_Rho_GTPase-activating_proteins_domain_profile.	256	64168	0.00476611795800278	0.486565723188802	1	1	0.955111010097469	10	2	1	0	224	19	0	27	10	37
PS50240|TRYPSIN_DOM_Serine_proteases,_trypsin_domain_profile.	1086	69754	0.00518102156904572	1.89880670864187	5.09943408582528e-82	3.72768631673828e-79	0.947827476284329	43	25	4	1	968	45	0	72	52	71
PS50244|S5A_REDUCTASE_Steroid_5-alpha_reductase_C-terminal_domain_profile.	24	1826	0.000135627281375656	1.60298890978808	0.0190887975284125	1	0.744884276175808	0	1	0	0	18	5	0	0	2	8
PS50245|CAP_GLY_2_CAP-Gly_domain_profile.	14	5263	0.000390912585914609	0.324425299970094	0.99999992622914	1	0.814830917827914	2	1	0	0	11	0	0	9	2	5
PS50252|TBOX_3_T-box_domain_profile.	198	12142	0.000901854573090478	1.98881785797254	2.31250561941679e-18	1.63262896730825e-15	0.92843543479656	14	22	2	0	148	12	0	14	26	16
PS50254|REL_2_NF-kappa-B/Rel/dorsal_domain_profile.	54	14680	0.0010903660956159	0.448629423424001	0.999999999996023	1	0.974372731443318	3	1	1	0	45	4	0	4	2	4
PS50255|CYTOCHROME_B5_2_Cytochrome_b5_family,_heme-binding_domain_profile.	30	4979	0.000369818309950378	0.734850810723297	0.966993590170237	1	0.959643988921103	2	3	0	0	25	0	0	2	5	0
PS50258|LNR_LNR_(Lin-12/Notch)_repeat_profile.	1	350	2.59964668573272e-05	0.348459255865838	0.943290485353605	1	0	0	0	0	0	1	0	0	1	0	0
PS50259|G_PROTEIN_RECEP_F3_4_G-protein_coupled_receptors_family_3_profile.	75	3006	0.000223272512494645	3.04293262357892	2.8050218242156e-16	1.97193034242356e-13	0.929674226198995	3	7	1	0	61	3	0	3	13	10
PS50261|G_PROTEIN_RECEP_F2_4_G-protein_coupled_receptors_family_2_profile_2.	462	37934	0.00281757135361672	1.4853656791666	7.58149088819852e-16	5.32220660351536e-13	0.939734871519813	21	8	3	1	405	24	0	38	12	48
PS50262|G_PROTEIN_RECEP_F1_2_G-protein_coupled_receptors_family_1_profile.	14129	158373	0.0117632527017014	10.8805370179573	0	0	0.944859010653096	496	278	35	4	12737	579	0	599	342	703
PS50263|CN_HYDROLASE_Carbon-nitrogen_hydrolase_domain_profile.	78	19093	0.001418144404877	0.498242166508007	0.9999999999987	1	0.949137190314173	2	0	1	0	72	3	0	2	0	4
PS50267|NA_NEUROTRAN_SYMP_3_Sodium:neurotransmitter_symporter_family_profile.	384	37203	0.0027632758756947	1.2588480495758	7.34102620273376e-06	0.00487444139861522	0.933852097892018	14	7	3	0	345	15	0	19	8	15
PS50268|CADHERIN_2_Cadherins_domain_profile.	3248	175176	0.0130113059377119	2.26131708720535	0	0	0.936381458683259	118	70	8	1	2851	200	0	409	225	683
PS50270|NGF_2_Nerve_growth_factor_family_profile.	20	1378	0.000102351803798277	1.77011233023285	0.0120802530184247	1	0.91057172613925	0	0	0	0	19	1	0	2	0	1
PS50271|ZF_UBP_Zinc_finger_UBP-type_profile.	33	7077	0.000525648559855157	0.568702049632673	0.99986050885243	1	0.960393975386842	0	0	0	0	32	1	0	4	2	2
PS50275|SAC_Sac_phosphatase_domain_profile.	24	7165	0.000532184814379285	0.408521667728268	0.999999907455988	1	0.952318514538281	0	0	0	0	23	1	0	0	0	1
PS50276|PANCREATIC_HORMONE_2_Pancreatic_hormone_family_profile.	8	105	7.79894005719817e-06	9.29224682308901	3.49500920539357e-06	0.00232767613079212	0.928383211769586	0	0	0	0	6	2	0	0	0	2
PS50278|PDGF_2_Platelet-derived_growth_factor_(PDGF)_family_profile.	38	7557	0.000561300857259491	0.613273534870404	0.999571345122583	1	0.826751230212457	3	0	0	0	35	0	0	6	2	4
PS50279|BPTI_KUNITZ_2_Pancreatic_trypsin_inhibitor_(Kunitz)_family_profile.	47	6415	0.000476478099685012	0.893554911768205	0.798065157758476	1	0.892234900983173	4	2	0	0	35	6	0	15	6	7
PS50280|SET_SET_domain_profile.	177	36928	0.0027428500803068	0.584571352385416	0.999999999999998	1	0.94540524584243	9	0	0	0	147	21	0	14	4	35
PS50283|NA_SOLUT_SYMP_3_Sodium:solute_symporter_family_profile.	257	14162	0.00105189132466705	2.21324036612993	1.33875807395575e-29	9.61228297100227e-27	0.933088476482404	3	3	2	9	224	16	0	3	3	16
PS50287|SRCR_2_SRCR_domain_profile.	242	24472	0.00181767296266432	1.20605177230453	0.00249868131899398	1	0.916428470746932	10	8	0	0	199	25	0	26	25	77
PS50290|PI3_4_KINASE_3_Phosphatidylinositol_3-_and_4-kinases_family_profile.	13	2870	0.000213171028230083	0.552435405640963	0.993086216077826	1	0.740568260885133	0	0	0	0	13	0	0	2	1	0
PS50292|PEROXIDASE_3_Animal_heme_peroxidase_superfamily_profile.	155	17239	0.00128043740615275	1.0965783763978	0.134762163068039	1	0.917901605481728	4	1	0	0	141	9	0	4	1	14
PS50293|TPR_REGION_TPR_repeat_region_circular_profile.	564	112468	0.00835363038431394	0.611603808264719	1	1	0.947702047007598	23	12	4	1	483	41	0	68	31	96
PS50294|WD_REPEATS_REGION_Trp-Asp_(WD)_repeats_circular_profile.	1469	306067	0.0227333160617759	0.585363095019785	1	1	0.95486792088371	58	24	9	0	1296	82	0	118	55	174
PS50296|SUI1_Translation_initiation_factor_SUI1_family_profile.	8	1507	0.000111933358725692	0.647435910036063	0.924961508127933	1	0.916666666666667	0	0	0	0	8	0	0	1	0	0
PS50297|ANK_REP_REGION_Ankyrin_repeat_region_circular_profile.	1174	189524	0.0140770125276231	0.755481671109056	1	1	0.947596769225311	42	23	6	0	1045	58	0	81	36	100
PS50302|PUM_Pumilio_RNA-binding_repeat_profile.	7	2601	0.000193190886559738	0.32822959510623	0.99990277803873	1	0.823255764173638	0	0	0	0	6	1	0	0	2	13
PS50303|PUM_HD_Pumilio_homology_domain_(PUM-HD)_profile.	21	3078	0.000228620357105295	0.832090815664038	0.826582309249089	1	0.890992647535721	0	2	0	0	18	1	0	0	2	2
PS50304|TUDOR_Tudor_domain_profile.	19	2563	0.000190368413015228	0.904117850763879	0.699457634008339	1	0.876100571912296	0	0	0	0	17	2	0	0	0	7
PS50305|SIRTUIN_Sirtuin_catalytic_domain_profile.	65	16684	0.00123921443727899	0.475152725422429	0.999999999997159	1	0.971798448688187	4	1	0	0	59	1	0	5	1	1
PS50309|DC_Doublecortin_domain_profile.	78	5576	0.000414160854847019	1.70605051742062	8.7581547536917e-06	0.0058066566016976	0.939036080669795	4	1	0	0	67	6	0	11	2	12
PS50310|ALA_RICH_Alanine-rich_region_profile.	538	70064	0.00520404701111936	0.936499170466107	0.940251693512809	1	0.873651509244394	22	10	132	23	339	12	0	113	52	82
PS50311|CYS_RICH_Cysteine-rich_region_profile.	3114	196047	0.0145615123942241	1.93721782515507	4.22500265182648e-247	3.10115194644063e-244	0.922201015955848	134	85	80	70	2582	163	0	269	137	291
PS50312|ASP_RICH_Aspartic_acid-rich_region_profile.	244	18183	0.00135055359104795	1.63660674536339	6.44725647272496e-13	4.48729050501657e-10	0.912155005291524	7	6	28	5	192	6	0	35	21	27
PS50313|GLU_RICH_Glutamic_acid-rich_region_profile.	2269	283643	0.0210677595680368	0.975623999343736	0.88494983520416	1	0.936926784946551	123	66	160	63	1707	150	0	277	145	326
PS50314|PHE_RICH_Phenylalanine-rich_region_profile.	24	3289	0.000244292512839284	0.889953709113116	0.742152537374095	1	0.967969469906405	2	4	0	0	17	1	0	2	4	2
PS50315|GLY_RICH_Glycine-rich_region_profile.	2291	210716	0.0156510614580245	1.32601252071994	5.70435594442283e-39	4.14136241565098e-36	0.937082343973347	155	56	138	92	1738	112	0	254	101	210
PS50316|HIS_RICH_Histidine-rich_region_profile.	251	14927	0.00110871217365521	2.05079022092945	1.64898834780312e-24	1.17407970363582e-21	0.897938532150023	11	7	63	10	153	7	0	60	44	42
PS50318|LYS_RICH_Lysine-rich_region_profile.	964	113957	0.00846422678188697	1.03170628332734	0.169189283688065	1	0.935661779467468	95	40	33	7	724	65	0	152	78	147
PS50319|LEU_RICH_Leucine-rich_region_profile.	527	73536	0.00546193196234404	0.874038698657172	0.99927457186825	1	0.950484420745805	18	16	8	3	464	17	1	36	21	30
PS50320|MET_RICH_Methionine-rich_region_profile.	29	6064	0.000450407357208092	0.583255515672535	0.999420824226839	1	0.934721323070209	3	1	0	0	25	0	0	4	2	2
PS50321|ASN_RICH_Asparagine-rich_region_profile.	8	1204	8.94278459892057e-05	0.810370362478693	0.768042015065858	1	0.890517967770055	0	0	0	0	7	1	0	1	0	4
PS50322|GLN_RICH_Glutamine-rich_region_profile.	1295	160165	0.0118963546120109	0.986102817227179	0.697499727717082	1	0.904265804823808	47	44	192	98	833	81	0	143	102	185
PS50323|ARG_RICH_Arginine-rich_region_profile.	897	138457	0.0102839794618999	0.790128223051777	0.999999999999926	1	0.933497844519499	62	19	28	21	710	57	0	144	76	118
PS50324|SER_RICH_Serine-rich_region_profile.	2086	267753	0.0198875199727141	0.950167141759936	0.991473831507495	1	0.925206357147054	100	71	86	61	1672	96	0	284	224	283
PS50325|THR_RICH_Threonine-rich_region_profile.	530	45825	0.00340368026782006	1.4105661093969	3.45438932498771e-14	2.41116374884142e-11	0.892580919890342	16	21	24	4	446	19	0	50	23	68
PS50326|VAL_RICH_Valine-rich_region_profile.	10	1826	0.000135627281375656	0.667912045745034	0.929248138064609	1	0.94268071481726	0	0	1	0	7	2	0	0	0	2
PS50327|TRP_RICH_Tryptophan-rich_region_profile.	9	1177	8.74224042602119e-05	0.932579996582319	0.626513887053884	1	0.753555845663337	0	1	0	0	7	1	0	3	2	2
PS50328|TYR_RICH_Tyrosine-rich_region_profile.	75	4966	0.000368852726895677	1.84193625986272	9.54688118327681e-07	0.000638686351161219	0.890238263195493	1	2	0	0	68	4	0	14	8	10
PS50330|UIM_Ubiquitin-interacting_motif_(UIM)_domain_profile.	15	4066	0.00030200466926255	0.44992894571954	0.999866945544662	1	0.805012477478303	0	0	1	0	11	3	0	5	2	19
PS50404|GST_NTER_Soluble_glutathione_S-transferase_N-terminal_domain_profile.	67	9411	0.000699007855983733	0.868278562326416	0.889650261668764	1	0.978210308010805	0	0	1	0	60	6	0	0	0	6
PS50405|GST_CTER_Soluble_glutathione_S-transferase_C-terminal_domain_profile.	166	22926	0.00170284285477453	0.883079593727872	0.951834531233888	1	0.957594408858724	6	14	1	0	134	11	0	7	15	17
PS50600|ULP_PROTEASE_Ubiquitin-like_protease_family_profile.	19	3501	0.000260038944192865	0.661883476580355	0.977543698003376	1	0.797522739865182	6	0	0	0	12	1	0	8	0	4
PS50800|SAP_SAP_motif_profile.	23	5202	0.000386381773119475	0.539234334817377	0.999620206361171	1	0.869871670001625	2	0	0	0	20	1	0	10	3	7
PS50801|STAS_STAS_domain_profile.	21	976	7.24930047221468e-05	2.62415525677655	9.43087115660916e-05	0.06177220607579	0.912277717948043	2	1	0	0	16	2	0	3	1	3
PS50802|OTU_OTU_domain_profile.	81	7880	0.000585291882387825	1.25365734819753	0.0272024090430239	1	0.939167036335387	3	1	0	0	75	2	0	5	4	3
PS50803|OAR_OAR_domain_profile.	7	195	1.44837458205109e-05	4.37807783010925	0.00133032823650174	0.85540105607062	0.62953200365823	1	0	0	0	5	1	0	10	2	13
PS50804|SCAN_BOX_SCAN_box_profile.	146	32739	0.00243170950983439	0.543885518028783	1	1	0.946127360472196	2	1	2	0	127	14	0	4	2	25
PS50805|KRAB_Krueppel-associated_box_(KRAB)_profile.	1078	169008	0.0125531739160662	0.777913928560664	1	1	0.97509186527866	31	16	3	1	951	76	0	45	27	98
PS50806|KRAB_RELATED_KRAB-related_domain_profile.	38	1408	0.000104580072386048	3.29155405043725	6.13033777156049e-10	4.19315103574737e-07	0.917448021867959	0	0	0	0	36	2	0	1	0	2
PS50808|ZF_BED_Zinc_finger_BED-type_profile.	12	1254	9.31416269688238e-05	1.16708841677553	0.335702794496782	1	0.928666248215634	2	0	0	0	10	0	0	8	0	0
PS50809|DM_2_DM_DNA-binding_domain_profile.	7	47	3.49095412084109e-06	18.1643654653469	1.78894327373537e-07	0.000120574776649764	0.935784974019201	0	0	0	0	7	0	0	1	0	0
PS50810|FRATAXIN_2_Frataxin_family_profile.	2	1107	8.22231108887464e-05	0.220344606238561	0.998848587197523	1	1	0	0	0	0	2	0	0	0	0	0
PS50812|PWWP_PWWP_domain_profile.	32	7017	0.000521192022679615	0.556184076627816	0.999905804016505	1	0.908589344006168	3	2	0	0	26	1	0	9	2	6
PS50814|WIF_WIF_domain_profile.	10	1408	0.000104580072386048	0.866198434325591	0.71558666077324	1	0.973976031629121	3	0	0	0	7	0	0	3	0	0
PS50815|HORMA_HORMA_domain_profile.	30	2922	0.000217033360448886	1.25216365044192	0.130226687356857	1	0.962861684757957	4	0	0	1	22	3	0	4	0	3
PS50817|INTEIN_N_TER_Intein_N-terminal_splicing_motif_profile.	7	532	3.95146296231374e-05	1.60474657306636	0.151688939602585	1	0.864974385510525	2	0	0	0	4	1	0	2	1	1
PS50820|LCCL_LCCL_domain_profile.	39	3732	0.000277196612318701	1.27450933616524	0.0805005564006399	1	0.951301673362795	1	0	0	0	37	1	0	7	0	7
PS50821|PAZ_PAZ_domain_profile.	43	4484	0.000333051878252158	1.16956106172633	0.17115769978207	1	0.856414059051075	0	1	0	0	39	3	0	5	7	10
PS50822|PIWI_Piwi_domain_profile.	6	285	2.11685515838236e-05	2.56759451690617	0.0319969536271827	1	0.67780791849565	1	0	0	0	5	0	0	4	0	3
PS50823|KH_TYPE_2_Type-2_KH_domain_profile.	4	781	5.80092589016359e-05	0.624638870950286	0.881356734191761	1	1	0	0	0	0	4	0	0	0	0	0
PS50824|DAPIN_DAPIN_domain_profile.	152	4681	0.000347684175311854	3.96027182483712	1.25727006979193e-43	9.14035340738735e-41	0.953341269229832	3	3	0	0	135	11	0	3	3	12
PS50825|HYR_HYR_domain_profile.	14	924	6.86306725033439e-05	1.84788999322793	0.0232140051730607	1	0.937110280022748	1	0	0	0	12	1	0	1	0	4
PS50826|RUN_RUN_domain_profile.	68	11912	0.000884771180584234	0.696216444728588	0.999354470964609	1	0.971835052305028	5	2	1	0	55	5	0	6	2	6
PS50827|DDT_DDT_domain_profile.	8	1075	7.98462910617908e-05	0.907614805976136	0.653921124545769	1	0.967132018086354	1	1	0	0	5	1	0	3	2	2
PS50829|GYF_GYF_domain_profile.	1	638	4.73878452999279e-05	0.191161033782199	0.994653513067378	1	0	1	0	0	0	0	0	0	9	4	0
PS50830|TNASE_3_Thermonuclease_domain_profile.	23	4818	0.000357859935196007	0.582211915674553	0.998234801267373	1	0.841031878699	2	0	0	0	19	2	0	4	0	5
PS50831|SOHO_SoHo_domain_profile.	4	1266	9.40329344039322e-05	0.385341989109141	0.992191218840025	1	0.861353116146786	0	1	0	0	3	0	0	1	1	0
PS50832|S1_IF1_TYPE_S1_domain_IF1_type_profile.	7	1146	8.51198600528486e-05	0.744960887322254	0.826998249247752	1	1	0	0	0	0	7	0	0	0	0	0
PS50833|BRIX_Brix_domain_profile.	29	6496	0.000482494424871993	0.544467587290372	0.999892780354899	1	0.953977101559586	0	1	0	0	28	0	0	3	1	0
PS50834|HIN_200_HIN-200_A_and_B_domains_profile.	67	3400	0.000252537106614036	2.40334398530997	2.43482878444139e-10	1.66785771734235e-07	0.860938332521149	1	1	0	0	60	5	0	4	4	9
PS50835|IG_LIKE_Ig-like_domain_profile.	3845	407059	0.0302345594356479	1.15201738220123	1.56697745440318e-18	1.10785306026305e-15	0.94970192879871	145	100	14	1	3363	222	0	411	280	581
PS50836|DOMON_DOMON_domain_profile.	17	1130	8.39314501393708e-05	1.83480758619623	0.0143146198381167	1	0.925768080125334	1	0	0	0	16	0	0	1	2	1
PS50837|NACHT_NACHT-NTPase_domain_profile.	237	11370	0.000844513794765173	2.54218955796581	9.85330199442774e-36	7.13379064396568e-33	0.90434699265677	14	2	1	0	206	14	0	22	10	36
PS50838|MAGE_MAGE_conserved_domain_profile.	441	4676	0.000347312797213892	11.5022853171283	1.16524338862243e-295	8.56453890637486e-293	0.923826817808331	16	3	0	1	391	30	0	29	9	44
PS50841|DIX_DIX_domain_profile.	11	3515	0.000261078802867158	0.381669455215783	0.999950524835566	1	0.894885517702586	0	0	0	0	11	0	0	0	1	1
PS50844|AFP_LIKE_Antifreeze_protein-like_domain_profile.	3	649	4.82048771154439e-05	0.563763048781402	0.89994082324047	1	1	0	0	0	0	3	0	0	0	0	0
PS50845|RETICULON_Reticulon_domain_profile.	22	6215	0.000461622975766539	0.431719432046171	0.999998294459347	1	0.9300542080363	3	2	0	0	16	1	0	4	2	1
PS50846|HMA_2_Heavy-metal-associated_domain_profile.	14	4055	0.000301187637447034	0.421072836927893	0.999943527995294	1	0.893294132402147	1	0	0	0	13	0	0	2	0	0
PS50848|START_START_domain_profile.	71	15311	0.00113723401157868	0.565554993682063	0.999999954934559	1	0.96332690471692	3	2	1	0	58	7	0	5	3	8
PS50850|MFS_Major_facilitator_superfamily_(MFS)_profile.	1514	197123	0.0146414329609055	0.936717479357089	0.995325777735871	1	0.95444235893641	91	51	9	2	1289	71	1	108	55	85
PS50853|FN3_Fibronectin_type-III_domain_profile.	1080	128844	0.00956996793075848	1.02230293003389	0.23716972299518	1	0.938043645675637	50	33	2	1	916	78	0	182	100	261
PS50856|AMOP_AMOP_domain_profile.	18	693	5.14730043775079e-05	3.16781141696216	2.86813861132487e-05	0.0189010334486309	0.850747562099696	1	0	0	0	17	0	0	1	3	2
PS50858|BSD_BSD_domain_profile.	4	1905	0.000141495055323452	0.256085542368595	0.999872737534361	1	1	0	0	0	0	4	0	0	0	0	0
PS50859|LONGIN_Longin_domain_profile.	17	4530	0.000336468556753407	0.457689309580957	0.999921140211162	1	0.955807303595811	0	0	0	0	14	3	0	0	0	3
PS50860|AA_TRNA_LIGASE_II_ALA_Alanyl-transfer_RNA_synthetases_family_profile.	47	7876	0.000584994779909455	0.727800248729435	0.990559947750756	1	0.942641180891883	1	0	0	0	45	1	0	1	0	1
PS50862|AA_TRNA_LIGASE_II_Aminoacyl-transfer_RNA_synthetases_class-II_family_profile.	125	28567	0.00212183162489505	0.533660952992278	0.999999999999998	1	0.949623844484464	1	2	1	0	116	5	0	3	3	14
PS50864|SAND_SAND_domain_profile.	21	4327	0.000321390605976157	0.59190559986455	0.996560267797115	1	0.940493662711134	0	0	0	0	18	3	0	2	2	4
PS50865|ZF_MYND_2_Zinc_finger_MYND-type_profile.	20	3535	0.000262564315259005	0.690018328447204	0.967190100836179	1	0.887608902266054	1	0	0	0	15	4	0	6	1	7
PS50866|GOLD_GOLD_domain_profile.	59	8171	0.000606906087689202	0.880636841712098	0.851004306081899	1	0.9443653605081	5	0	1	0	49	4	0	7	2	6
PS50867|PRE_SET_Pre-SET_domain_profile.	12	2805	0.00020834311295658	0.521757174558474	0.995574093887097	1	0.928666248215634	1	0	0	0	9	2	0	1	0	3
PS50868|POST_SET_Post-SET_domain_profile.	0	368	2.73334280099898e-05	0	1	1	NA	0	0	0	0	0	0	0	1	0	4
PS50869|BRICHOS_BRICHOS_domain_profile.	43	3711	0.000275636824307261	1.41318022117512	0.0182012235571354	1	0.910963713446609	2	0	0	1	36	4	0	3	3	6
PS50870|AH_Arfaptin_homology_(AH)_domain_profile.	43	10345	0.000768381284683001	0.506941691713955	0.999999802322628	1	0.958781575740751	5	0	0	0	36	1	1	5	1	4
PS50871|C1Q_C1q_domain_profile.	163	9599	0.000712971672467097	2.07100745360413	6.81295512949906e-17	4.79632041116734e-14	0.94793054069303	7	0	0	0	150	6	0	14	5	13
PS50877|GOLOCO_GoLoco/GPR_motif_profile.	3	1286	9.55184467957795e-05	0.284511834105078	0.998232147293009	1	0.5	0	0	0	0	3	0	0	2	3	3
PS50879|RNASE_H_RNase_H_domain_profile.	6	730	5.42212023024254e-05	1.00241703742227	0.551998091934593	1	0.650022421648354	0	0	0	0	6	0	0	0	0	0
PS50880|TOPRIM_Toprim_domain_profile.	11	3758	0.000279127778428102	0.356989924184001	0.999987225390145	1	0.856535980113957	3	0	0	0	7	1	0	4	2	3
PS50881|S5_DSRBD_S5_double_stranded_RNA-binding_domain_profile.	4	1397	0.000103763040570532	0.349207557775357	0.996518114551583	1	0.773705614469083	0	0	0	0	4	0	0	1	0	1
PS50882|YTH_YTH_domain_profile.	20	5189	0.000385416190064774	0.470074155147594	0.999957485713733	1	0.89398066787477	3	0	0	0	15	2	0	4	2	6
PS50886|TRBD_tRNA-binding_domain_profile.	7	2255	0.00016749152218078	0.378592096173527	0.999257405328028	1	0.935784974019201	0	0	0	0	7	0	0	0	0	1
PS50888|BHLH_Myc-type,_basic_helix-loop-helix_(bHLH)_domain_profile.	263	24375	0.00181046822756386	1.31592510779284	1.11394156475886e-05	0.00736315374305608	0.946957411711955	16	5	1	0	229	12	0	33	16	37
PS50889|S4_S4_RNA-binding_domain_profile.	7	2222	0.000165040426734232	0.384214751067193	0.999103744387557	1	0.898226517969136	1	1	1	0	4	0	0	2	1	0
PS50890|PUA_PUA_domain_profile.	8	3510	0.000260707424769196	0.277973195562492	0.999998661378277	1	0.788662191964322	0	0	0	0	7	1	0	1	1	3
PS50892|V_SNARE_v-SNARE_coiled-coil_homology_domain_profile.	25	3171	0.000235527989727385	0.961532162985204	0.604103867529025	1	0.938166920449102	2	0	0	0	22	1	0	3	2	1
PS50893|ABC_TRANSPORTER_2_ATP-binding_cassette,_ABC_transporter-type_domain_profile.	159	24729	0.00183676179689956	0.78417071409818	0.999367541329909	1	0.926967598251052	9	8	0	0	136	6	0	13	10	13
PS50895|SURF1_SURF1_family_profile.	3	2607	0.000193636540277292	0.140346075435033	0.99999986959725	1	1	0	0	0	0	2	1	0	0	0	1
PS50896|LISH_LIS1_homology_(LisH)_motif_profile.	17	7232	0.000537161280891973	0.28668868534316	0.999999999973413	1	0.916588298869212	0	0	0	0	16	1	0	4	0	4
PS50897|CTLH_C-terminal_to_LisH_(CTLH)_motif_profile.	18	4316	0.000320573574160641	0.50864071175968	0.999525660599364	1	0.949367862126013	1	0	1	0	16	0	0	3	0	2
PS50898|RBD_Ras-binding_domain_(RBD)_profile.	11	4633	0.00034411894557142	0.289567911738285	0.999999926733665	1	0.885736206092182	2	0	0	0	8	1	0	7	0	3
PS50900|PLAC_PLAC_domain_profile.	1	333	2.47337813242571e-05	0.366248467126256	0.934808137173884	1	0	0	0	0	0	1	0	0	4	6	0
