Gene	Switch	Driver	NumInteractions	Lost	Gained	Kept	FracLost	FracGained	FracKept
22843	uc010ddd.2-uc002iwx.2	No driver	1	0	0	1	0	0	1
2580	uc003gbl.3-uc003gbk.3	No driver	3	2	0	1	0.666666666666667	0	0.333333333333333
2580	uc003gbm.3-uc003gbk.3	No driver	3	2	0	1	0.666666666666667	0	0.333333333333333
2580	uc003gbm.3-uc010ibi.2	No driver	3	2	0	1	0.666666666666667	0	0.333333333333333
6945	uc002iaf.2-uc002iah.2	No driver	5	0	0	5	0	0	1
9448	uc002tbf.2-uc002tbk.2	No driver	2	2	0	0	1	0	0
9448	uc002tbf.2-uc002tbl.2	No driver	2	2	0	0	1	0	0
4060	uc001tbm.2-uc001tbn.2	Driver	1	1	0	0	1	0	0
55613	uc004dvt.1-uc004dvs.2	No driver	1	0	0	1	0	0	1
6795	uc002qoc.2-uc010etv.2	No driver	2	0	0	2	0	0	1
6795	uc002qoc.2-uc002qoe.2	No driver	2	0	0	2	0	0	1
6795	uc002qoc.2-uc002qod.2	No driver	2	0	0	2	0	0	1
10521	uc003avx.3-uc010gxp.2	No driver	4	4	0	0	1	0	0
975	uc001lwf.1-uc001lwh.1	No driver	4	4	0	0	1	0	0
7293	uc001ade.2-uc001adf.2	No driver	6	6	0	0	1	0	0
134430	uc003kpd.2-uc010jbu.2	No driver	4	4	0	0	1	0	0
65003	uc001ohz.3-uc001oia.3	No driver	4	0	0	4	0	0	1
4776	uc010tom.1-uc010alt.2	Driver	2	0	0	2	0	0	1
10152	uc002uzz.2-uc010zin.1	No driver	3	0	0	3	0	0	1
10949	uc003lbt.2-uc010jeo.2	No driver	20	20	0	0	1	0	0
22888	uc002why.1-uc002whw.2	No driver	4	0	0	4	0	0	1
22888	uc002whw.2-uc002whx.2	No driver	4	0	0	4	0	0	1
3192	uc001ibb.1-uc001iay.1	No driver	2	0	0	2	0	0	1
3192	uc001ibb.1-uc001iax.1	No driver	2	2	0	0	1	0	0
3192	uc001ibb.1-uc001iba.1	No driver	18	0	16	2	0	0.888888888888889	0.111111111111111
3192	uc001iba.1-uc001iaz.1	No driver	18	0	0	18	0	0	1
3192	uc001ibb.1-uc001iaz.1	No driver	18	0	16	2	0	0.888888888888889	0.111111111111111
54432	uc001cvu.2-uc001cvy.2	No driver	1	1	0	0	1	0	0
5174	uc010oza.1-uc001eoo.1	No driver	3	0	0	3	0	0	1
5174	uc001eoo.1-uc010oza.1	No driver	3	0	0	3	0	0	1
26353	uc001txb.2-uc001txc.2	No driver	6	6	0	0	1	0	0
4650	uc002nfj.1-uc002nfi.2	No driver	1	0	0	1	0	0	1
29966	uc001wqv.2-uc010tpj.1	No driver	1	1	0	0	1	0	0
196403	uc001sow.1-uc001sox.1	No driver	1	0	0	1	0	0	1
10628	uc001enn.3-uc001enm.1	Driver	1	1	0	0	1	0	0
2246	uc011dbi.1-uc003lmm.2	No driver	6	0	0	6	0	0	1
841	uc002uxn.2-uc010ftf.2	Driver	21	0	21	0	0	1	0
841	uc002uxr.1-uc002uxn.2	Driver	21	21	0	0	1	0	0
1386	uc002ujl.2-uc002ujm.2	No driver	23	0	0	23	0	0	1
5345	uc010vqr.1-uc002ftk.1	No driver	5	0	0	5	0	0	1
5345	uc002ftk.1-uc010vqr.1	No driver	5	0	0	5	0	0	1
23523	uc002zzm.1-uc002zzl.1	No driver	3	0	3	0	0	1	0
10966	uc002kft.2-uc002kfs.2	No driver	1	1	0	0	1	0	0
9886	uc001jlk.2-uc009xpd.2	No driver	1	1	0	0	1	0	0
9295	uc001des.2-uc001dew.2	No driver	15	15	0	0	1	0	0
8050	uc001mvt.2-uc010req.1	No driver	6	0	0	6	0	0	1
8050	uc001mvt.2-uc010rep.1	No driver	6	0	0	6	0	0	1
28227	uc004cpg.2-uc004cpf.2	No driver	2	2	0	0	1	0	0
1737	uc001pmo.2-uc010rwr.1	No driver	9	0	0	9	0	0	1
80012	uc010hws.1-uc003fgl.2	No driver	1	0	0	1	0	0	1
9584	uc002xec.2-uc002xea.2	No driver	13	0	0	13	0	0	1
9584	uc002xec.2-uc002xef.2	No driver	13	0	0	13	0	0	1
9584	uc002xeb.2-uc002xea.2	No driver	13	0	0	13	0	0	1
9584	uc002xec.2-uc010zvm.1	No driver	13	0	0	13	0	0	1
9112	uc001yqx.2-uc001yrb.2	No driver	5	3	0	2	0.6	0	0.4
4781	uc003zle.2-uc003zld.2	Driver	2	2	0	0	1	0	0
55914	uc003juj.1-uc003jui.1	Driver	9	0	0	9	0	0	1
55914	uc003juj.1-uc011cqz.1	Driver	9	0	0	9	0	0	1
51719	uc002vqx.2-uc002vqy.2	No driver	2	0	0	2	0	0	1
25998	uc003pjl.1-uc011dyu.1	No driver	1	1	0	0	1	0	0
55843	uc002tvn.2-uc002tvm.3	No driver	1	0	0	1	0	0	1
79711	uc001wmv.1-uc001wmt.1	No driver	5	3	0	2	0.6	0	0.4
4171	uc003ejp.2-uc010hsl.2	No driver	6	6	0	0	1	0	0
4171	uc003ejp.2-uc011bkn.1	No driver	6	0	0	6	0	0	1
83700	uc001qhb.1-uc009zcz.1	No driver	3	2	0	1	0.666666666666667	0	0.333333333333333
6917	uc010lyg.2-uc003xru.2	Driver	3	0	3	0	0	1	0
6917	uc011ldw.1-uc010lyg.2	Driver	3	3	0	0	1	0	0
6917	uc011ldw.1-uc003xru.2	Driver	3	0	0	3	0	0	1
634	uc002otv.2-uc002otw.2	No driver	7	0	0	7	0	0	1
634	uc002otw.2-uc002otv.2	No driver	7	0	0	7	0	0	1
5782	uc003ugh.2-uc010lds.2	No driver	6	6	0	0	1	0	0
1487	uc003gcu.1-uc003gcw.2	No driver	6	6	0	0	1	0	0
83637	uc003tlr.2-uc003tlu.2	No driver	1	1	0	0	1	0	0
6996	uc001tkg.2-uc010swj.1	No driver	3	3	0	0	1	0	0
6996	uc001tkg.2-uc010swi.1	No driver	3	0	0	3	0	0	1
481	uc001gfs.1-uc001gfr.1	No driver	1	0	1	0	0	1	0
80333	uc003gqg.1-uc003gqf.1	No driver	1	0	0	1	0	0	1
80333	uc003gqg.1-uc003gqd.3	No driver	1	0	0	1	0	0	1
80333	uc003gqf.1-uc003gqi.1	No driver	1	0	0	1	0	0	1
80333	uc003gqf.1-uc003gqg.1	No driver	1	0	0	1	0	0	1
23012	uc001rhr.2-uc001rhs.2	No driver	3	3	0	0	1	0	0
57563	uc003hql.1-uc010ikj.1	Driver	1	1	0	0	1	0	0
57563	uc003hql.1-uc003hqm.1	Driver	1	1	0	0	1	0	0
4091	uc002aqf.2-uc002aqg.2	No driver	9	0	0	9	0	0	1
8986	uc001oae.2-uc010rnl.1	No driver	5	0	0	5	0	0	1
8986	uc001oae.2-uc009ypp.2	No driver	5	0	0	5	0	0	1
9501	uc002frd.1-uc010vpy.1	No driver	2	0	0	2	0	0	1
9972	uc003ncd.1-uc010jpl.1	No driver	1	0	0	1	0	0	1
7253	uc001xvd.1-uc001xvc.2	Driver	2	2	0	0	1	0	0
27316	uc004fae.1-uc004fag.1	Driver	22	22	0	0	1	0	0
51185	uc003bpq.2-uc003bpr.2	No driver	1	0	0	1	0	0	1
8675	uc002xzj.2-uc010zzq.1	No driver	3	0	0	3	0	0	1
51619	uc003tja.1-uc003tjb.1	No driver	16	0	0	16	0	0	1
79589	uc004eml.2-uc004emk.2	No driver	1	0	0	1	0	0	1
8449	uc003nqz.2-uc003nqy.2	No driver	1	0	0	1	0	0	1
64332	uc010hpo.2-uc003dvq.2	No driver	2	1	0	1	0.5	0	0.5
9149	uc002omk.2-uc002omj.2	No driver	3	0	0	3	0	0	1
6820	uc002pjl.2-uc002pjm.2	No driver	1	0	0	1	0	0	1
25777	uc011anz.1-uc011aoa.1	No driver	2	0	0	2	0	0	1
79890	uc001yap.2-uc001yaq.2	No driver	1	0	0	1	0	0	1
6778	uc001sna.2-uc010srd.1	No driver	6	0	0	6	0	0	1
10038	uc001vxd.2-uc001vxc.2	No driver	2	0	0	2	0	0	1
5709	uc002htn.1-uc010weo.1	No driver	33	0	0	33	0	0	1
10771	uc009xhg.2-uc010pzy.1	No driver	3	3	0	0	1	0	0
57794	uc002nmh.2-uc002nmf.2	No driver	2	0	0	2	0	0	1
65109	uc004esa.1-uc004erz.1	Driver	1	0	0	1	0	0	1
9657	uc010hre.1-uc003eek.2	No driver	1	0	0	1	0	0	1
273	uc003tgv.2-uc003tgt.2	Driver	4	0	0	4	0	0	1
51520	uc003lnx.1-uc011dbq.1	No driver	3	0	0	3	0	0	1
22827	uc003yzs.2-uc003yzr.2	No driver	6	0	0	6	0	0	1
22827	uc003yzs.2-uc003yzq.2	No driver	6	0	0	6	0	0	1
22827	uc003yzt.2-uc003yzr.2	No driver	6	0	0	6	0	0	1
8439	uc003xtt.2-uc011lee.1	No driver	1	0	0	1	0	0	1
8507	uc003kdc.3-uc011css.1	No driver	1	0	0	1	0	0	1
8148	uc002hkd.2-uc010ctw.1	Driver	1	1	0	0	1	0	0
8148	uc002hkd.2-uc002hkc.2	Driver	1	0	0	1	0	0	1
5701	uc003vbs.2-uc011klo.1	No driver	35	0	0	35	0	0	1
4645	uc002leb.2-uc002lea.2	No driver	3	0	0	3	0	0	1
4645	uc002leb.2-uc002ldz.2	No driver	3	0	0	3	0	0	1
29979	uc004amv.2-uc004amw.2	No driver	15	0	0	15	0	0	1
50650	uc003dig.2-uc011bew.1	No driver	2	0	0	2	0	0	1
598	uc002wwl.2-uc002wwm.2	Driver	14	7	0	7	0.5	0	0.5
598	uc002wwn.2-uc002wwm.2	Driver	14	7	0	7	0.5	0	0.5
23435	uc001art.2-uc010oap.1	No driver	15	0	0	15	0	0	1
93	uc003cif.2-uc003cig.2	Driver	13	0	0	13	0	0	1
400	uc001tib.2-uc001tic.2	No driver	4	0	0	4	0	0	1
90993	uc001ncf.2-uc001ncg.2	Driver	2	2	0	0	1	0	0
4093	uc001uvw.2-uc001uvx.2	No driver	5	0	0	5	0	0	1
3603	uc002bgk.2-uc002bgj.2	No driver	5	0	0	5	0	0	1
1500	uc001nlt.3-uc001nlo.3	Driver	6	0	0	6	0	0	1
4140	uc001ymw.3-uc010tyb.1	No driver	9	0	0	9	0	0	1
23221	uc011kzp.1-uc003xcq.2	No driver	2	0	0	2	0	0	1
221662	uc003nbz.3-uc011diz.1	No driver	1	1	0	0	1	0	0
7465	uc001mht.2-uc001mhs.2	No driver	10	0	0	10	0	0	1
9581	uc002rui.3-uc002ruf.2	No driver	1	0	0	1	0	0	1
8939	uc004bzr.1-uc004bzs.1	No driver	1	0	0	1	0	0	1
84033	uc009xfa.2-uc001hsr.1	No driver	2	0	2	0	0	1	0
84033	uc001hsn.2-uc001hsr.1	No driver	2	0	0	2	0	0	1
10914	uc001yfq.2-uc001yfp.2	No driver	1	0	0	1	0	0	1
10914	uc001yfq.2-uc010twv.1	No driver	1	0	0	1	0	0	1
49	uc003bnh.3-uc010hbh.1	No driver	1	0	0	1	0	0	1
5979	uc001jal.2-uc010qez.1	Driver	11	0	0	11	0	0	1
57122	uc001suf.2-uc001sug.2	Driver	7	0	0	7	0	0	1
9948	uc003gmf.2-uc003gmg.2	No driver	2	0	0	2	0	0	1
925	uc010ytn.1-uc002srv.2	No driver	6	0	0	6	0	0	1
23345	uc003qop.3-uc003qoq.3	Driver	2	2	0	0	1	0	0
23705	uc001ppl.2-uc001ppi.3	No driver	1	0	0	1	0	0	1
84669	uc002iyo.1-uc002iyn.1	No driver	1	0	0	1	0	0	1
30011	uc004czl.2-uc011mjf.1	No driver	17	0	0	17	0	0	1
30011	uc004czl.2-uc011mje.1	No driver	17	0	0	17	0	0	1
140459	uc004byf.1-uc011mbt.1	No driver	1	0	0	1	0	0	1
7458	uc003uae.1-uc003uaf.1	No driver	5	5	0	0	1	0	0
321	uc001zcl.2-uc001zck.2	No driver	3	0	0	3	0	0	1
259197	uc003nuv.2-uc003nuw.2	No driver	1	0	0	1	0	0	1
993	uc003csi.1-uc003csh.1	No driver	8	0	0	8	0	0	1
8575	uc002umf.2-uc002umd.2	No driver	3	0	0	3	0	0	1
9474	uc003prf.2-uc010kdc.2	No driver	2	2	0	0	1	0	0
22861	uc002gcg.1-uc002gci.2	No driver	4	0	3	1	0	0.75	0.25
6776	uc002hzj.1-uc010cyc.1	No driver	15	0	0	15	0	0	1
6776	uc002hzj.1-uc010cyb.1	No driver	15	0	0	15	0	0	1
23019	uc002env.2-uc002ent.2	Driver	3	1	0	2	0.333333333333333	0	0.666666666666667
23019	uc010vik.1-uc002ent.2	Driver	3	1	0	2	0.333333333333333	0	0.666666666666667
5883	uc001okr.2-uc001oks.2	No driver	3	0	0	3	0	0	1
9113	uc003qmu.1-uc003qmw.2	No driver	6	4	0	2	0.666666666666667	0	0.333333333333333
9113	uc003qmu.1-uc010kif.1	No driver	6	0	0	6	0	0	1
23371	uc001sbp.2-uc009zmr.2	No driver	4	0	0	4	0	0	1
23371	uc001sbl.2-uc001sbs.2	No driver	4	4	0	0	1	0	0
23371	uc001sbq.2-uc001sbs.2	No driver	4	4	0	0	1	0	0
8498	uc002mdy.2-uc010xix.1	Driver	4	0	0	4	0	0	1
5129	uc001hcq.2-uc001hct.2	No driver	1	1	0	0	1	0	0
3326	uc003oxa.1-uc003oxc.1	Driver	31	4	0	27	0.129032258064516	0	0.870967741935484
896	uc003orp.2-uc003oro.2	Driver	8	3	0	5	0.375	0	0.625
896	uc003orn.2-uc011duk.1	Driver	8	3	0	5	0.375	0	0.625
896	uc003orn.2-uc003orp.2	Driver	8	0	0	8	0	0	1
3804	uc002qgv.2-uc002qgy.2	No driver	1	0	0	1	0	0	1
8347	uc003ngl.2-uc003ngk.3	No driver	3	0	0	3	0	0	1
27033	uc002oaz.2-uc002oay.2	No driver	1	0	1	0	0	1	0
2017	uc001opv.3-uc001opx.2	Driver	6	0	0	6	0	0	1
2017	uc001opw.3-uc001opv.3	Driver	6	0	0	6	0	0	1
699	uc010yxh.1-uc010fkb.2	No driver	8	7	0	1	0.875	0	0.125
1080	uc003vjd.2-uc011knq.1	No driver	3	0	0	3	0	0	1
4149	uc001xig.1-uc001xif.1	Driver	9	0	0	9	0	0	1
4149	uc001xig.1-uc010aql.1	Driver	9	9	0	0	1	0	0
8890	uc002rkb.2-uc002rkc.2	No driver	2	0	0	2	0	0	1
8890	uc002rkb.2-uc002rjz.2	No driver	2	0	0	2	0	0	1
8890	uc002rkc.2-uc002rjz.2	No driver	2	0	0	2	0	0	1
4312	uc010ruv.1-uc001phi.2	No driver	1	0	0	1	0	0	1
4312	uc001phi.2-uc010ruv.1	No driver	1	0	0	1	0	0	1
5331	uc009ypg.1-uc009yph.1	No driver	1	0	0	1	0	0	1
55930	uc010bff.2-uc010uga.1	No driver	1	1	0	0	1	0	0
4720	uc001fyv.2-uc001fyx.2	No driver	5	0	0	5	0	0	1
84289	uc002wcd.2-uc002wcc.1	No driver	1	1	0	0	1	0	0
2690	uc003jmt.2-uc011cpq.1	No driver	19	19	0	0	1	0	0
6455	uc002maj.2-uc002mak.2	Driver	5	0	0	5	0	0	1
5214	uc001igp.2-uc009xht.2	No driver	2	0	0	2	0	0	1
84333	uc001khh.2-uc001khg.2	No driver	2	2	0	0	1	0	0
1073	uc001wsh.3-uc010tpn.1	No driver	4	0	0	4	0	0	1
4085	uc003idl.2-uc003idm.2	No driver	6	0	0	6	0	0	1
2899	uc001caz.2-uc001cba.1	No driver	1	0	0	1	0	0	1
55795	uc010tjw.1-uc001vtf.2	No driver	1	0	0	1	0	0	1
5783	uc003hpy.2-uc003hqb.2	No driver	3	0	0	3	0	0	1
55327	uc001mrl.2-uc009yii.2	No driver	2	0	0	2	0	0	1
29882	uc004clr.1-uc004clq.1	No driver	4	0	0	4	0	0	1
9727	uc010uug.1-uc010uuf.1	No driver	3	0	0	3	0	0	1
4795	uc003nub.2-uc011dns.1	No driver	1	0	0	1	0	0	1
4795	uc003nuc.2-uc011dnr.1	No driver	1	0	0	1	0	0	1
3313	uc003ldf.2-uc003lde.2	No driver	4	4	0	0	1	0	0
4779	uc002imz.3-uc002inb.3	No driver	4	0	0	4	0	0	1
4869	uc003mbi.2-uc003mbh.2	Driver	2	0	0	2	0	0	1
8573	uc004dfn.3-uc004dfj.3	No driver	17	5	0	12	0.294117647058824	0	0.705882352941177
84135	uc003kcw.1-uc011cso.1	No driver	3	0	0	3	0	0	1
84135	uc003kcw.1-uc011csp.1	No driver	3	0	0	3	0	0	1
23353	uc011jvp.1-uc011jvq.1	No driver	2	0	0	2	0	0	1
23353	uc003sjg.2-uc011jvr.1	No driver	2	0	0	2	0	0	1
5198	uc002gkr.2-uc002gks.2	No driver	1	0	0	1	0	0	1
58985	uc001biq.1-uc010oeg.1	No driver	1	0	0	1	0	0	1
3976	uc003agz.2-uc011aks.1	No driver	1	1	0	0	1	0	0
6890	uc003ocg.2-uc011dqi.1	Driver	1	0	0	1	0	0	1
6890	uc011dqi.1-uc003ocg.2	Driver	1	0	0	1	0	0	1
3818	uc003iyy.2-uc011clc.1	No driver	1	0	0	1	0	0	1
3818	uc003iyy.2-uc011cld.1	No driver	1	0	0	1	0	0	1
3818	uc011clc.1-uc003iyy.2	No driver	1	0	0	1	0	0	1
57646	uc010rwy.1-uc001pog.2	No driver	1	0	0	1	0	0	1
1525	uc002yki.2-uc002ykj.1	No driver	2	0	0	2	0	0	1
2264	uc003mfl.2-uc003mfo.2	Driver	2	0	0	2	0	0	1
2935	uc002dbr.2-uc002dbt.2	No driver	3	0	0	3	0	0	1
2935	uc002dbt.2-uc010bux.2	No driver	3	0	0	3	0	0	1
8674	uc001ghx.1-uc001ghv.1	No driver	5	5	0	0	1	0	0
10450	uc001cds.1-uc001cdt.1	No driver	1	1	0	0	1	0	0
4605	uc010zwj.1-uc002xlb.1	No driver	3	0	3	0	0	1	0
6871	uc002hnt.2-uc010cvb.2	No driver	1	1	0	0	1	0	0
10507	uc004aqp.1-uc004aql.2	No driver	2	2	0	0	1	0	0
6429	uc001bro.2-uc010ofy.1	No driver	8	0	0	8	0	0	1
9181	uc001fmt.2-uc001fmq.2	Driver	3	3	0	0	1	0	0
3075	uc001gti.3-uc009wyx.2	Driver	3	0	0	3	0	0	1
3075	uc001gtj.3-uc009wyx.2	Driver	3	0	0	3	0	0	1
2806	uc002eof.1-uc010vim.1	Driver	1	0	0	1	0	0	1
57541	uc011kum.1-uc003wfl.2	No driver	1	0	0	1	0	0	1
22933	uc002ojt.1-uc010egh.1	No driver	1	0	0	1	0	0	1
5058	uc001oyh.3-uc010rsn.1	No driver	24	0	0	24	0	0	1
27301	uc004dtz.2-uc011mom.1	No driver	1	0	0	1	0	0	1
59343	uc003fpn.2-uc011brw.1	No driver	3	0	0	3	0	0	1
59343	uc003fpn.2-uc011brv.1	No driver	3	0	0	3	0	0	1
3184	uc003hmo.1-uc003hmp.1	No driver	23	0	0	23	0	0	1
3184	uc003hmm.1-uc010ijr.1	No driver	23	0	0	23	0	0	1
3184	uc003hmo.1-uc003hmm.1	No driver	23	0	0	23	0	0	1
84699	uc002lzm.2-uc010xic.1	No driver	2	2	0	0	1	0	0
10848	uc002pbn.2-uc002pbm.2	No driver	2	0	0	2	0	0	1
7004	uc010sej.1-uc001qln.2	No driver	1	0	0	1	0	0	1
8774	uc002kon.2-uc002koo.2	No driver	1	0	0	1	0	0	1
9322	uc002mfr.2-uc010duz.2	Driver	5	0	0	5	0	0	1
2643	uc001xbi.1-uc010aol.1	No driver	1	0	0	1	0	0	1
6654	uc002rrk.3-uc002rrj.3	Driver	22	0	0	22	0	0	1
3091	uc001xfq.2-uc001xfr.2	Driver	15	3	0	12	0.2	0	0.8
3091	uc001xfq.2-uc001xfs.2	Driver	15	0	0	15	0	0	1
11030	uc003xie.1-uc003xif.1	No driver	7	7	0	0	1	0	0
5495	uc002rtt.2-uc002rtv.2	No driver	4	4	0	0	1	0	0
5495	uc002rtt.2-uc002rtw.2	No driver	4	0	0	4	0	0	1
79090	uc002paw.2-uc002pav.2	No driver	2	0	0	2	0	0	1
9785	uc002fcb.2-uc010vmp.1	No driver	3	0	0	3	0	0	1
8428	uc001vnn.1-uc001vnm.1	No driver	11	0	0	11	0	0	1
9217	uc002xza.2-uc002xzc.2	No driver	1	0	0	1	0	0	1
9217	uc002xza.2-uc010zzo.1	No driver	1	1	0	0	1	0	0
10013	uc004dks.1-uc004dkx.1	No driver	4	0	0	4	0	0	1
5863	uc003odv.2-uc003odu.2	No driver	4	0	0	4	0	0	1
5863	uc003odv.2-uc010jur.2	No driver	4	0	0	4	0	0	1
55770	uc003mtd.2-uc011dho.1	No driver	2	2	0	0	1	0	0
6383	uc003yhv.1-uc011lgu.1	No driver	2	0	0	2	0	0	1
26298	uc009yke.1-uc001mvr.1	No driver	1	0	0	1	0	0	1
10210	uc003zrb.2-uc003zrc.2	No driver	3	0	0	3	0	0	1
57620	uc003gsg.3-uc010iey.2	No driver	1	1	0	0	1	0	0
1742	uc010cly.2-uc010vtn.1	No driver	16	0	0	16	0	0	1
1742	uc010vtm.1-uc010vtn.1	No driver	16	0	16	0	0	1	0
134	uc001gzf.1-uc010pqh.1	No driver	2	0	0	2	0	0	1
51377	uc001gso.2-uc010pov.1	No driver	1	1	0	0	1	0	0
6853	uc004did.2-uc004die.2	No driver	1	0	0	1	0	0	1
6853	uc004die.2-uc004did.2	No driver	1	0	0	1	0	0	1
162	uc003afi.2-uc011ako.1	No driver	7	0	0	7	0	0	1
26118	uc002gzd.1-uc002gze.1	No driver	2	0	0	2	0	0	1
7433	uc011azn.1-uc003clg.2	No driver	1	1	0	0	1	0	0
7433	uc003clg.2-uc011azn.1	No driver	1	0	1	0	0	1	0
83463	uc010jkk.2-uc003mgb.2	No driver	1	0	0	1	0	0	1
6354	uc010ctf.2-uc002hhz.2	No driver	2	0	2	0	0	1	0
30846	uc002phj.3-uc010xyv.1	No driver	1	1	0	0	1	0	0
3123	uc003obp.3-uc011dqc.1	No driver	2	0	0	2	0	0	1
56479	uc011dyk.1-uc011dyj.1	No driver	1	0	0	1	0	0	1
5327	uc003xos.2-uc010lxf.1	No driver	10	3	0	7	0.3	0	0.7
5327	uc003xos.2-uc010lxg.1	No driver	10	0	0	10	0	0	1
51466	uc001ygu.2-uc010avu.2	No driver	6	6	0	0	1	0	0
23493	uc003qad.2-uc011ebr.1	No driver	4	0	0	4	0	0	1
5201	uc003lff.1-uc003lfg.1	No driver	3	3	0	0	1	0	0
7692	uc002wqm.2-uc010zry.1	No driver	1	0	0	1	0	0	1
329	uc001pgy.2-uc010ruq.1	Driver	16	0	0	16	0	0	1
56034	uc003iph.1-uc011cir.1	No driver	1	0	0	1	0	0	1
10969	uc001cin.2-uc001cim.2	No driver	2	0	0	2	0	0	1
24139	uc002pcn.2-uc002pcp.2	No driver	1	0	0	1	0	0	1
476	uc010owx.1-uc001egh.2	Driver	2	1	0	1	0.5	0	0.5
9901	uc003brf.1-uc003brg.1	Driver	1	0	0	1	0	0	1
11044	uc003jdx.1-uc010itl.1	No driver	1	0	0	1	0	0	1
2181	uc002vnk.2-uc002vni.2	Driver	1	0	1	0	0	1	0
57496	uc010uza.1-uc002dcj.2	No driver	1	1	0	0	1	0	0
4170	uc010pch.1-uc001euz.2	Driver	10	0	0	10	0	0	1
7156	uc002gsx.1-uc010vxs.1	Driver	3	0	0	3	0	0	1
7156	uc002gsx.1-uc010cpz.1	Driver	3	3	0	0	1	0	0
9564	uc010vnd.1-uc002fdt.2	No driver	28	11	0	17	0.392857142857143	0	0.607142857142857
3661	uc002pou.2-uc002pov.2	No driver	4	0	0	4	0	0	1
81624	uc001vhs.2-uc001vht.2	No driver	3	0	3	0	0	1	0
10891	uc003gqs.2-uc003gqt.2	No driver	13	13	0	0	1	0	0
8120	uc010uog.1-uc010bmp.2	No driver	1	1	0	0	1	0	0
3783	uc002oxl.2-uc010eiz.2	No driver	1	0	0	1	0	0	1
3912	uc003vew.2-uc003veu.2	No driver	1	1	0	0	1	0	0
10499	uc003xyn.1-uc011lfb.1	Driver	18	16	0	2	0.888888888888889	0	0.111111111111111
28969	uc003stj.2-uc003stp.2	No driver	1	0	0	1	0	0	1
29775	uc003asx.1-uc011ank.1	No driver	1	1	0	0	1	0	0
3190	uc004anl.3-uc004anm.3	No driver	30	0	0	30	0	0	1
3190	uc004anh.3-uc011lsx.1	No driver	30	0	0	30	0	0	1
58517	uc001xno.2-uc001xnp.2	No driver	4	3	0	1	0.75	0	0.25
51428	uc003mho.2-uc003mhm.2	No driver	2	0	0	2	0	0	1
51428	uc003mho.2-uc003mhn.2	No driver	2	0	0	2	0	0	1
51177	uc001ett.2-uc001etr.2	No driver	3	3	0	0	1	0	0
1857	uc003fms.2-uc003fmu.2	No driver	9	0	0	9	0	0	1
1730	uc004efu.3-uc004eft.3	No driver	1	0	0	1	0	0	1
5962	uc001pku.2-uc001pkt.2	No driver	1	0	0	1	0	0	1
83737	uc002xak.2-uc010zuj.1	No driver	14	3	0	11	0.214285714285714	0	0.785714285714286
9874	uc002ugn.2-uc010zdn.1	No driver	2	0	0	2	0	0	1
22900	uc002pii.3-uc002pig.3	No driver	1	0	1	0	0	1	0
5802	uc002mby.2-uc010xin.1	No driver	1	0	0	1	0	0	1
5802	uc002mbv.2-uc002mbu.1	No driver	1	0	0	1	0	0	1
79657	uc001rpr.2-uc010slk.1	No driver	2	0	0	2	0	0	1
6118	uc001bpe.1-uc001bpd.1	No driver	11	0	0	11	0	0	1
2956	uc002rwd.3-uc010yoi.1	Driver	5	0	0	5	0	0	1
3059	uc003eeh.3-uc011bjj.1	No driver	8	0	0	8	0	0	1
10276	uc001iib.2-uc001iia.2	No driver	2	0	0	2	0	0	1
10276	uc001iib.2-uc010qar.1	No driver	2	0	0	2	0	0	1
6738	uc001gsy.2-uc001gss.2	No driver	1	0	1	0	0	1	0
6738	uc001gss.2-uc001gsu.1	No driver	1	0	0	1	0	0	1
2887	uc003tph.3-uc003tpj.2	No driver	15	0	0	15	0	0	1
5890	uc001xke.2-uc001xkd.2	Driver	3	0	0	3	0	0	1
64098	uc011aqf.1-uc003beq.2	No driver	1	1	0	0	1	0	0
128178	uc001hxu.1-uc001hxv.1	No driver	3	0	0	3	0	0	1
93611	uc001asn.2-uc001asl.2	No driver	1	0	0	1	0	0	1
93611	uc001asm.2-uc001asn.2	No driver	1	0	0	1	0	0	1
208	uc010egu.1-uc010egt.2	Driver	6	0	0	6	0	0	1
208	uc002onf.2-uc010egt.2	Driver	6	0	0	6	0	0	1
5156	uc003han.3-uc003hao.1	Driver	8	3	0	5	0.375	0	0.625
9527	uc002hfe.2-uc002hff.2	No driver	4	0	0	4	0	0	1
9527	uc002hfd.2-uc002hfe.2	No driver	4	0	0	4	0	0	1
4928	uc001lyh.2-uc001lyg.2	Driver	7	5	0	2	0.714285714285714	0	0.285714285714286
54453	uc002wro.1-uc010gcv.1	No driver	2	0	0	2	0	0	1
54453	uc002wro.1-uc010gcu.1	No driver	2	0	0	2	0	0	1
23048	uc004byx.1-uc004byv.1	Driver	3	3	0	0	1	0	0
5588	uc001ijj.1-uc010qax.1	No driver	12	0	0	12	0	0	1
157	uc003abx.3-uc003aby.3	No driver	3	3	0	0	1	0	0
157	uc003abx.3-uc003abw.2	No driver	3	0	0	3	0	0	1
25925	uc002kvl.2-uc002kvk.2	Driver	2	0	0	2	0	0	1
10262	uc001etj.1-uc001eti.1	No driver	13	13	0	0	1	0	0
83593	uc001hef.2-uc001hed.2	No driver	3	0	0	3	0	0	1
5218	uc010les.1-uc011khl.1	No driver	3	0	0	3	0	0	1
5218	uc010les.1-uc003uky.2	No driver	3	0	0	3	0	0	1
2035	uc001brj.1-uc001brl.1	No driver	3	0	0	3	0	0	1
