Cancer	Gene	Symbol	Transcript	TPM	ProteinLength
kich	10479	SLC9A6	uc004ezk.2	8.85928967462	701
kich	10390	CEPT1	uc009wfz.1	5.86633754289	150
kich	10390	CEPT1	uc001eai.1	27.3694585775	416
kich	317	APAF1	uc001tfy.2	0.0	1237
kich	317	APAF1	uc001tfz.2	2.60156722406	1248
kich	317	APAF1	uc001tgc.2	1.53202792985	338
kich	317	APAF1	uc001tfz.2	2.60156722406	1248
kich	54919	HEATR2	uc003sjb.2	2.38467797864	235
kich	54919	HEATR2	uc003sjc.2	10.5299916808	280
kich	55334	SLC39A9	uc001xlf.3	16.10368718	232
kich	55334	SLC39A9	uc001xle.2	39.0052916355	307
kich	55763	EXOC1	uc003hbe.1	2.3843859424	894
kich	55763	EXOC1	uc003hbf.1	11.1986130651	894
kich	9989	PPP4R1	uc002kof.2	16.6728874185	367
kich	9989	PPP4R1	uc002kod.1	21.6071568804	933
kich	23074	UHRF1BP1L	uc001tgp.2	5.11037057701	1114
kich	23074	UHRF1BP1L	uc001tgq.2	6.23443290232	1464
kich	8453	CUL2	uc010qer.1	0.0	764
kich	8453	CUL2	uc001ixv.2	10.2710822992	745
kich	8453	CUL2	uc010qer.1	0.0	764
kich	8453	CUL2	uc001ixw.2	9.3434985342	745
kich	10611	PDLIM5	uc003htj.2	0.702364673029	271
kich	10611	PDLIM5	uc003hti.2	29.2877149595	596
kich	11328	FKBP9	uc011kam.1	36.7400413309	338
kich	11328	FKBP9	uc003tdh.2	44.0163943175	570
kich	51005	AMDHD2	uc002cqp.2	5.53997728424	439
kich	51005	AMDHD2	uc002cqq.2	13.2896830127	409
kich	29945	ANAPC4	uc003grp.2	2.49987918212	694
kich	29945	ANAPC4	uc003gro.2	10.0450579746	808
kich	51765	MST4	uc004ewm.1	0.268246842367	354
kich	51765	MST4	uc004ewk.1	5.0017666837	416
kich	23370	ARHGEF18	uc002mgj.1	13.2115171537	810
kich	23370	ARHGEF18	uc002mgh.2	19.5641859735	1015
kich	5979	RET	uc010qez.1	0.221718037239	818
kich	5979	RET	uc001jal.2	0.365758298459	1114
kich	4670	HNRNPM	uc002mka.2	11.2941942884	595
kich	4670	HNRNPM	uc010dwe.2	67.5170053145	730
kich	8216	LZTR1	uc002ztn.2	0.897645176091	799
kich	8216	LZTR1	uc002zto.2	18.3536690492	840
kich	8216	LZTR1	uc002ztp.2	4.6861821231	164
kich	8216	LZTR1	uc002zto.2	18.3536690492	840
kich	55610	CCDC132	uc011khz.1	3.05216849966	684
kich	55610	CCDC132	uc003umo.2	11.1011670921	964
kich	133686	C5orf33	uc003jke.3	0.0	0
kich	133686	C5orf33	uc003jkf.3	11.9315188292	442
kich	133686	C5orf33	uc003jkg.3	0.0	279
kich	133686	C5orf33	uc003jkf.3	11.9315188292	442
kich	133686	C5orf33	uc003jkg.3	0.0	279
kich	133686	C5orf33	uc011cov.1	8.6234221429	301
kich	133686	C5orf33	uc010iux.2	0.0	247
kich	133686	C5orf33	uc011cov.1	8.6234221429	301
kich	80209	C13orf23	uc001uwz.2	2.3704749736	922
kich	80209	C13orf23	uc001uwy.2	9.55306780647	944
kich	56910	STARD7	uc002svl.2	62.1768919755	148
kich	56910	STARD7	uc002svm.3	72.0582947733	370
kich	7917	BAT3	uc003nvi.3	10.3633415621	1126
kich	7917	BAT3	uc003nvf.3	45.4426839047	1126
kich	4327	MMP19	uc001sia.2	0.990387046967	222
kich	4327	MMP19	uc001sib.2	3.62148094172	508
kich	4327	MMP19	uc010spw.1	0.982477142152	305
kich	4327	MMP19	uc001sib.2	3.62148094172	508
kich	54906	C10orf18	uc001iik.2	5.50929119818	1274
kich	54906	C10orf18	uc001iij.2	5.73085592009	2430
kich	4209	MEF2D	uc001fpb.2	0.497879591909	514
kich	4209	MEF2D	uc001fpd.2	15.3480343812	514
kich	11219	TREX2	uc010nud.1	0.0	235
kich	11219	TREX2	uc011myp.1	0.252836358254	235
kich	11219	TREX2	uc010nue.1	0.0	277
kich	11219	TREX2	uc011myp.1	0.252836358254	235
kich	255743	NPNT	uc010ilt.1	5.36125828884	509
kich	255743	NPNT	uc003hya.2	33.4158491255	565
kich	9448	MAP4K4	uc002tbk.2	2.61196382956	694
kich	9448	MAP4K4	uc002tbf.2	5.30625536695	1273
kich	9448	MAP4K4	uc002tbl.2	0.0	425
kich	9448	MAP4K4	uc002tbf.2	5.30625536695	1273
kich	23424	TDRD7	uc011luy.1	3.48591988862	418
kich	23424	TDRD7	uc004axj.2	8.33519814706	1098
kich	1185	CLCN6	uc010oat.1	0.0	585
kich	1185	CLCN6	uc001ate.3	6.50579004219	869
kich	1185	CLCN6	uc010oau.1	0.0762873740984	847
kich	1185	CLCN6	uc001ate.3	6.50579004219	869
kich	135112	NCOA7	uc003qah.2	6.15688336128	931
kich	135112	NCOA7	uc003qak.2	48.7130138118	219
kich	135112	NCOA7	uc003qai.2	6.95835489074	942
kich	135112	NCOA7	uc003qak.2	48.7130138118	219
kich	84342	COG8	uc002ewz.3	6.05059640548	534
kich	84342	COG8	uc002ewy.2	18.8041933926	612
kich	79956	ERMP1	uc010mhs.1	12.7777198251	518
kich	79956	ERMP1	uc003zjm.1	77.8931803813	904
kich	23129	PLXND1	uc003emw.2	14.3821155972	81
kich	23129	PLXND1	uc003emx.2	14.7547099954	1925
kich	54861	SNRK	uc011azr.1	18.4749172222	559
kich	54861	SNRK	uc003cms.3	16.5587282003	765
kich	132	ADK	uc001jwl.2	0.0	132
kich	132	ADK	uc001jwi.2	14.2233484851	362
kich	132	ADK	uc001jwl.2	0.0	132
kich	132	ADK	uc001jwj.2	10.2399310503	345
kich	55055	ZWILCH	uc010bhv.2	0.0	477
kich	55055	ZWILCH	uc002aqb.2	6.46940820441	591
kich	146336	LOC146336	uc002ckp.1	0.131945117487	0
kich	146336	LOC146336	uc002cko.2	2.17090383503	363
kich	57664	PLEKHA4	uc002pkw.1	3.0179523114	177
kich	57664	PLEKHA4	uc002pkx.2	8.57097702742	779
kich	9960	USP3	uc010uik.1	0.0	271
kich	9960	USP3	uc002amf.2	16.0889188402	520
kich	10514	MYBBP1A	uc002fyb.3	0.0	1328
kich	10514	MYBBP1A	uc002fxz.3	10.8056165313	1332
kich	65220	NADK	uc009vkw.2	0.309986916215	446
kich	65220	NADK	uc001aic.2	23.9203403019	446
kich	9923	ZBTB40	uc009vqi.1	1.40488978306	1127
kich	9923	ZBTB40	uc001bfu.2	5.57305035313	1239
kich	8905	AP1S2	uc004cxh.2	0.0	156
kich	8905	AP1S2	uc004cxi.2	11.4873505675	157
kich	8905	AP1S2	uc011mis.1	0.99092038157	195
kich	8905	AP1S2	uc004cxi.2	11.4873505675	157
kich	8905	AP1S2	uc011mit.1	0.674238578999	202
kich	8905	AP1S2	uc004cxi.2	11.4873505675	157
kich	2820	GPD2	uc010zch.1	0.306397818302	500
kich	2820	GPD2	uc002tzd.3	10.5315621328	727
kich	11198	SUPT16H	uc001wan.2	17.9339074175	191
kich	11198	SUPT16H	uc001wao.2	30.6969402687	1047
kich	10664	CTCF	uc002etm.1	12.5905088165	214
kich	10664	CTCF	uc002etl.2	27.0575533454	727
kich	11077	HSF2BP	uc011aey.1	0.0	259
kich	11077	HSF2BP	uc002zdi.2	0.76675689799	334
kich	22915	MMRN1	uc010iku.2	0.437763728397	531
kich	22915	MMRN1	uc003hst.2	1.86023950373	1228
kich	25943	C20orf194	uc002wij.3	0.613639099618	916
kich	25943	C20orf194	uc002wii.2	9.00017926767	1177
kich	84641	HIATL1	uc011luh.1	16.7131117241	311
kich	84641	HIATL1	uc004aur.2	25.7799245646	506
kich	23428	SLC7A8	uc001wiw.2	0.0	152
kich	23428	SLC7A8	uc001wix.2	22.0499391406	332
kich	23428	SLC7A8	uc001wiw.2	0.0	152
kich	23428	SLC7A8	uc001wiz.2	18.8162717013	535
kich	23428	SLC7A8	uc001wix.2	22.0499391406	332
kich	23428	SLC7A8	uc001wiz.2	18.8162717013	535
kich	63897	HEATR6	uc010ddk.1	4.05806212076	720
kich	63897	HEATR6	uc002iyk.1	3.79303498323	1181
kich	401375	GTF2IRD2P1	uc011ket.1	0.727961719017	128
kich	401375	GTF2IRD2P1	uc003txs.1	8.54465313158	578
kich	54788	DNAJB12	uc001jta.2	10.0310722102	409
kich	54788	DNAJB12	uc001jsz.2	16.121734256	409
kich	54788	DNAJB12	uc001jta.2	10.0310722102	409
kich	54788	DNAJB12	uc010qjv.1	7.63023417659	411
kich	4312	MMP1	uc001phi.2	0.0	469
kich	4312	MMP1	uc010ruv.1	1.74381520109	403
kich	3985	LIMK2	uc003aki.2	5.81813120837	392
kich	3985	LIMK2	uc003akk.2	10.1488175056	617
kich	9698	PUM1	uc001bsf.1	6.68139719015	854
kich	9698	PUM1	uc001bsi.1	11.2724769762	1186
kich	9698	PUM1	uc001bsg.1	7.02115504898	920
kich	9698	PUM1	uc001bsj.1	7.89828287776	1162
kich	58490	RPRD1B	uc002xhp.3	6.80858614026	0
kich	58490	RPRD1B	uc002xho.3	14.3110752627	326
kich	78996	C7orf49	uc003vsj.2	5.47749056127	128
kich	78996	C7orf49	uc003vsm.2	23.361205388	0
kich	25960	GPR124	uc010lvy.2	1.69593259483	1121
kich	25960	GPR124	uc003xkj.2	7.86327205015	1338
kich	55322	C5orf22	uc010iuj.2	1.76774383987	177
kich	55322	C5orf22	uc003jhj.3	10.2792537757	442
kich	11127	KIF3A	uc003kxm.2	0.749474030351	281
kich	11127	KIF3A	uc003kxo.2	7.12154431972	699
kich	10810	WASF3	uc001uqv.2	4.10000726782	502
kich	10810	WASF3	uc001uqw.2	6.93587240812	499
kich	5833	PCYT2	uc002kch.1	12.4798357547	407
kich	5833	PCYT2	uc002kcf.1	44.282803348	389
kich	5833	PCYT2	uc010wva.1	1.61230644074	357
kich	5833	PCYT2	uc002kcf.1	44.282803348	389
kich	9557	CHD1L	uc009wji.2	7.41301977131	616
kich	9557	CHD1L	uc001epm.3	11.7352537792	897
kich	960	CD44	uc001mvw.2	2.06622652404	493
kich	960	CD44	uc001mvx.2	13.5846786735	361
kich	4599	MX1	uc010goq.2	5.42125598742	662
kich	4599	MX1	uc002yzi.2	29.0751477068	662
kich	81846	SBF2	uc001mic.2	7.01138787996	139
kich	81846	SBF2	uc001mib.2	11.5390456519	1849
kich	81846	SBF2	uc001mid.2	0.95872525354	493
kich	81846	SBF2	uc001mib.2	11.5390456519	1849
kich	1656	DDX6	uc001pua.2	7.69953575964	183
kich	1656	DDX6	uc001pub.2	20.7263370704	483
kich	6307	SC4MOL	uc003irf.2	18.9754253626	162
kich	6307	SC4MOL	uc003ire.2	43.1487852674	293
kich	221786	FAM200A	uc003urb.2	1.39161697609	573
kich	221786	FAM200A	uc003ura.2	8.38493755028	573
kich	79037	PVRIG	uc003uue.2	0.0	326
kich	79037	PVRIG	uc003uuf.1	1.76594876844	326
kich	49855	SCAPER	uc010bkr.2	2.98602803695	658
kich	49855	SCAPER	uc002bby.2	6.64410329896	1400
kich	634	CEACAM1	uc002otw.2	2.35225643069	464
kich	634	CEACAM1	uc002otv.2	16.8233740912	526
kich	80008	TMEM156	uc010ifj.2	0.119075658155	295
kich	80008	TMEM156	uc003gto.2	0.0	296
kich	80008	TMEM156	uc003gto.2	0.0	296
kich	80008	TMEM156	uc010ifj.2	0.119075658155	295
kich	54793	KCTD9	uc011lad.1	5.66408398602	0
kich	54793	KCTD9	uc003xeo.2	17.5167703423	389
kich	25836	NIPBL	uc003jkn.2	5.59664333506	391
kich	25836	NIPBL	uc003jkl.3	7.82922103546	2804
kich	11143	MYST2	uc010wmg.1	3.24075039704	166
kich	11143	MYST2	uc002ipm.2	23.72630045	611
kich	54801	HAUS6	uc011lmz.1	0.31013862379	675
kich	54801	HAUS6	uc003znk.2	2.98412006749	955
kich	339324	ZNF260	uc002oed.1	1.64872451879	409
kich	339324	ZNF260	uc002oef.1	7.57059256008	409
kich	64418	TMEM168	uc011kmr.1	6.7637204695	313
kich	64418	TMEM168	uc003vgn.2	13.4811365322	697
kich	23093	TTLL5	uc001xsa.2	5.50492012379	355
kich	23093	TTLL5	uc001xrx.2	5.98825718865	1281
kich	24141	C20orf103	uc010zrc.1	0.0	236
kich	24141	C20orf103	uc002wni.1	0.700568112947	280
kich	90485	ZNF835	uc010ygo.1	0.0	558
kich	90485	ZNF835	uc010ygn.1	1.66730845938	536
kich	9988	DMTF1	uc011khb.1	1.56402242942	672
kich	9988	DMTF1	uc003uih.2	10.0364019541	760
kich	9988	DMTF1	uc011khb.1	1.56402242942	672
kich	9988	DMTF1	uc003uij.2	4.45268578071	494
kich	55627	SMPD4	uc002tqr.1	4.8672941199	837
kich	55627	SMPD4	uc002tqq.1	9.62799756397	866
kich	55627	SMPD4	uc010yzy.1	0.0	615
kich	55627	SMPD4	uc002tqq.1	9.62799756397	866
kich	4781	NFIB	uc003zld.2	4.52216755217	309
kich	4781	NFIB	uc003zle.2	8.10197333807	420
kich	79364	ZXDC	uc003eix.2	3.9886553353	710
kich	79364	ZXDC	uc003eiv.2	13.3968000285	858
kich	163051	ZNF709	uc002mtw.3	0.0	609
kich	163051	ZNF709	uc002mtv.3	3.2816281235	641
kich	56603	CYP26B1	uc010yra.1	0.510382465025	495
kich	56603	CYP26B1	uc002sih.1	4.58901075209	512
kich	56603	CYP26B1	uc010yrb.1	0.409630575542	437
kich	56603	CYP26B1	uc002sih.1	4.58901075209	512
kich	4968	OGG1	uc003bsh.2	5.46396498917	324
kich	4968	OGG1	uc003bsm.2	11.5481394006	424
kich	4968	OGG1	uc003bsj.2	2.01447878794	410
kich	4968	OGG1	uc003bsm.2	11.5481394006	424
kich	2800	GOLGA1	uc010mws.2	1.83160077159	0
kich	2800	GOLGA1	uc004bpc.2	8.31514852673	767
kich	401145	FAM190A	uc003hsv.3	1.59772664498	900
kich	401145	FAM190A	uc003hsu.3	4.10043983073	514
kich	144245	ALG10B	uc010skk.1	0.0	413
kich	144245	ALG10B	uc001rln.3	3.44730457855	473
kich	59345	GNB4	uc003fju.3	2.35665247206	153
kich	59345	GNB4	uc003fjv.3	3.8254366676	340
kich	55196	C12orf35	uc001rkt.2	7.05440534605	0
kich	55196	C12orf35	uc001rks.2	7.81277758917	1747
kich	5915	RARB	uc011awl.1	0.155743797664	455
kich	5915	RARB	uc003cdh.2	17.8714154299	448
kich	57596	BEGAIN	uc001yhq.2	0.198906771137	593
kich	57596	BEGAIN	uc001yhp.2	0.0	529
kich	57596	BEGAIN	uc001yhp.2	0.0	529
kich	57596	BEGAIN	uc001yhq.2	0.198906771137	593
kich	23165	NUP205	uc003vsx.2	7.63412913125	0
kich	23165	NUP205	uc003vsw.2	10.1474762816	2012
kich	5187	PER1	uc010cns.2	40.189625065	164
kich	5187	PER1	uc002gkd.2	48.1911532826	1290
kich	54762	GRAMD1C	uc003ear.2	0.0	495
kich	54762	GRAMD1C	uc003eas.2	23.7946354557	457
kich	83666	PARP9	uc003efg.2	2.92556710293	399
kich	83666	PARP9	uc003eff.3	12.7048209117	819
kich	90826	PRMT10	uc003ilb.2	0.0	489
kich	90826	PRMT10	uc003ilc.2	9.29595909973	845
kich	23041	MON2	uc001srg.2	0.296870663902	586
kich	23041	MON2	uc010ssn.1	5.86355120637	1711
kich	4636	MYL5	uc003gat.2	0.680660411125	0
kich	4636	MYL5	uc003gau.2	2.35433489962	0
kich	4636	MYL5	uc003gat.2	0.680660411125	0
kich	4636	MYL5	uc003gav.2	10.3057708359	173
kich	10526	IPO8	uc001rje.1	10.907613016	498
kich	10526	IPO8	uc001rjd.2	20.6781557216	1037
kich	10526	IPO8	uc010sjt.1	0.0	832
kich	10526	IPO8	uc001rjd.2	20.6781557216	1037
kich	11124	FAF1	uc010onc.1	14.6151481377	408
kich	11124	FAF1	uc009vyx.1	21.8460554271	650
kich	10780	ZNF234	uc002oyl.3	0.187235071413	700
kich	10780	ZNF234	uc002oym.2	2.12507914335	700
kich	9938	ARHGAP25	uc002sey.2	2.30189806445	372
kich	9938	ARHGAP25	uc002sex.2	3.16929590032	639
kich	23020	SNRNP200	uc002svt.2	36.716619644	746
kich	23020	SNRNP200	uc002svu.2	45.1573373708	2136
kich	4222	MEOX1	uc002idz.2	0.0	254
kich	4222	MEOX1	uc002ieb.2	0.177229699222	139
kich	4222	MEOX1	uc002iea.2	0.0	184
kich	4222	MEOX1	uc002ieb.2	0.177229699222	139
kich	100131213	C10orf41	uc010qlf.1	3.60096330878	0
kich	100131213	C10orf41	uc010qlg.1	7.37562418985	0
kich	8916	HERC3	uc011cdo.1	4.34097551142	494
kich	8916	HERC3	uc003hrw.1	16.8148694819	1050
kich	4898	NRD1	uc009vzb.2	19.5747120116	914
kich	4898	NRD1	uc001ctd.3	24.7177791563	1151
kich	9147	SDCCAG1	uc001wwz.2	5.15238274322	276
kich	9147	SDCCAG1	uc001wxc.2	14.9104841892	1076
kich	132241	RPL32P3	uc003ema.2	0.253725118734	0
kich	132241	RPL32P3	uc003emb.2	2.80492976034	0
kich	132241	RPL32P3	uc003emd.1	1.08151889531	0
kich	132241	RPL32P3	uc003emb.2	2.80492976034	0
kich	23196	FAM120A	uc010mrg.2	31.2025810831	385
kich	23196	FAM120A	uc004atw.2	46.6330353463	1118
kich	7869	SEMA3B	uc003cyv.2	0.311403534468	636
kich	7869	SEMA3B	uc003cyu.2	16.1956746884	748
kich	7869	SEMA3B	uc003cyv.2	0.311403534468	636
kich	7869	SEMA3B	uc010hli.2	10.9110370259	641
kich	5894	RAF1	uc011aut.1	28.9714687756	433
kich	5894	RAF1	uc003bxf.3	51.2046843046	648
kich	5934	RBL2	uc002ehj.2	0.64836391015	849
kich	5934	RBL2	uc002ehi.3	54.3188437165	1139
kich	5934	RBL2	uc010vgw.1	0.0	518
kich	5934	RBL2	uc002ehi.3	54.3188437165	1139
kich	6539	SLC6A12	uc001qhx.2	12.5663477433	271
kich	6539	SLC6A12	uc001qib.2	40.4376507005	614
kich	6539	SLC6A12	uc001qhy.2	14.3484169195	170
kich	6539	SLC6A12	uc001qib.2	40.4376507005	614
kich	2268	FGR	uc001boi.2	2.64924114755	232
kich	2268	FGR	uc001bom.2	4.20490074984	529
kich	2268	FGR	uc001bok.2	0.0	529
kich	2268	FGR	uc001bom.2	4.20490074984	529
kich	2268	FGR	uc001bol.2	0.0	529
kich	2268	FGR	uc001bom.2	4.20490074984	529
kich	4811	NID1	uc009xgc.2	9.97124017139	328
kich	4811	NID1	uc001hxo.2	12.4099487679	1247
kich	1974	EIF4A2	uc003fqv.2	32.3383754271	312
kich	1974	EIF4A2	uc003fqs.2	238.083460327	407
kich	1974	EIF4A2	uc003fqv.2	32.3383754271	312
kich	1974	EIF4A2	uc003fqu.2	137.051323764	408
kich	3786	KCNQ3	uc010mdt.2	0.0	860
kich	3786	KCNQ3	uc003ytj.2	0.166221789213	872
kich	3786	KCNQ3	uc003ytj.2	0.166221789213	872
kich	3786	KCNQ3	uc010mdt.2	0.0	860
kich	3192	HNRNPU	uc001iay.1	1.64309497409	549
kich	3192	HNRNPU	uc001ibb.1	61.9782991472	329
kich	3192	HNRNPU	uc001iaz.1	38.1028114633	825
kich	3192	HNRNPU	uc001ibb.1	61.9782991472	329
kich	55833	UBAP2	uc003zto.1	3.63674169118	358
kich	55833	UBAP2	uc003ztq.1	9.69543150828	1119
kich	60492	CCDC90B	uc001paf.2	4.63203262568	245
kich	60492	CCDC90B	uc001pac.2	10.9554519307	153
kich	60492	CCDC90B	uc001paf.2	4.63203262568	245
kich	60492	CCDC90B	uc001pae.2	16.9035438452	254
kich	80184	CEP290	uc001taq.2	2.20985794227	1539
kich	80184	CEP290	uc001tar.2	3.0741306866	2479
kich	6714	SRC	uc002xgy.2	8.44878038774	536
kich	6714	SRC	uc002xgx.2	17.2768425438	536
kich	1783	DYNC1LI2	uc010vis.1	2.03672283414	415
kich	1783	DYNC1LI2	uc002eqb.1	49.8032817071	492
kich	1770	DNAH9	uc002gnf.2	0.108603064027	798
kich	1770	DNAH9	uc002gnd.1	2.11394464236	319
kich	54842	MFSD6	uc010zge.1	5.65426217198	253
kich	54842	MFSD6	uc002urz.2	14.0541452978	791
kich	8273	SLC10A3	uc004flr.2	5.21601318114	448
kich	8273	SLC10A3	uc004flp.2	13.0428400041	477
kich	8273	SLC10A3	uc004flp.2	13.0428400041	477
kich	8273	SLC10A3	uc004flq.2	22.2940115872	477
kich	8273	SLC10A3	uc004flr.2	5.21601318114	448
kich	8273	SLC10A3	uc004flq.2	22.2940115872	477
kich	55107	ANO1	uc010rqk.1	2.50948397388	695
kich	55107	ANO1	uc001opj.2	2.76760374368	986
kich	55107	ANO1	uc001opj.2	2.76760374368	986
kich	55107	ANO1	uc010rqk.1	2.50948397388	695
kich	57476	GRAMD1B	uc001pyx.2	0.0	738
kich	57476	GRAMD1B	uc010rzx.1	2.53877009273	698
kich	57476	GRAMD1B	uc001pyy.2	0.23412918213	425
kich	57476	GRAMD1B	uc010rzx.1	2.53877009273	698
kich	57476	GRAMD1B	uc010rzw.1	1.04091500634	713
kich	57476	GRAMD1B	uc010rzx.1	2.53877009273	698
kich	55818	KDM3A	uc010ytk.1	3.35569560403	1269
kich	55818	KDM3A	uc010ytj.1	14.1651353694	1321
kich	25896	INTS7	uc010pta.1	0.124907986369	913
kich	25896	INTS7	uc001hiw.1	6.40734796975	962
kich	22877	MLXIP	uc001ubr.2	3.03807184444	379
kich	22877	MLXIP	uc001ubt.2	5.58826665722	526
kich	23019	CNOT1	uc002ent.2	1.6088442755	314
kich	23019	CNOT1	uc002env.2	13.5723893252	2376
kich	23019	CNOT1	uc002ent.2	1.6088442755	314
kich	23019	CNOT1	uc010vik.1	26.0985399248	1333
kich	85461	TANC1	uc010fon.2	9.14821481498	705
kich	85461	TANC1	uc002uag.2	9.39223228296	1861
kich	339483	MTMR9L	uc001but.2	2.78663157419	0
kich	339483	MTMR9L	uc010ohb.1	4.63644916053	0
kich	29066	ZC3H7A	uc002dbi.2	0.700004515208	159
kich	29066	ZC3H7A	uc002dbl.2	19.3725728291	971
kich	29066	ZC3H7A	uc002dbj.2	8.68870196864	0
kich	29066	ZC3H7A	uc002dbl.2	19.3725728291	971
kich	84547	PGBD1	uc003nkz.2	0.304246952088	809
kich	84547	PGBD1	uc003nky.2	2.61640401684	809
kich	25929	GEMIN5	uc011ddk.1	0.0	1507
kich	25929	GEMIN5	uc003lvx.3	7.96855610519	1508
kich	91120	ZNF682	uc002noo.2	0.19762495767	466
kich	91120	ZNF682	uc002noq.2	1.05673106757	498
kich	91120	ZNF682	uc010eck.2	0.0	422
kich	91120	ZNF682	uc002noq.2	1.05673106757	498
kich	10869	USP19	uc003cwa.2	10.6707462965	1089
kich	10869	USP19	uc003cvz.3	18.3073607157	1384
kich	79822	ARHGAP28	uc010wzi.1	0.0	552
kich	79822	ARHGAP28	uc002kne.2	4.27648410814	570
kich	91754	NEK9	uc001xrj.2	16.1621958198	198
kich	91754	NEK9	uc001xrl.2	21.7231848669	979
kich	8608	RDH16	uc009zpa.2	0.0	172
kich	8608	RDH16	uc001smi.3	0.206873344215	317
kich	80222	TARS2	uc009wlt.2	0.0	344
kich	80222	TARS2	uc001euq.2	13.0661595497	718
kich	80222	TARS2	uc001euq.2	13.0661595497	718
kich	80222	TARS2	uc001eur.2	9.44276972691	636
kich	80222	TARS2	uc009wlt.2	0.0	344
kich	80222	TARS2	uc001eur.2	9.44276972691	636
kich	5916	RARG	uc001scd.2	2.32163819998	443
kich	5916	RARG	uc001scf.2	9.26608644088	454
kich	5916	RARG	uc010sob.1	0.045103699793	432
kich	5916	RARG	uc001scf.2	9.26608644088	454
kich	5916	RARG	uc010soc.1	0.714268464768	333
kich	5916	RARG	uc001scf.2	9.26608644088	454
kich	54812	AFTPH	uc002sda.2	9.38677623496	908
kich	54812	AFTPH	uc002sdb.2	28.240569474	909
kich	54812	AFTPH	uc002sdc.2	8.5784384813	937
kich	54812	AFTPH	uc002sdb.2	28.240569474	909
kich	5358	PLS3	uc011mti.1	59.6262299196	306
kich	5358	PLS3	uc004eqe.2	79.9103560888	630
kich	5358	PLS3	uc011mtj.1	0.0	224
kich	5358	PLS3	uc004eqe.2	79.9103560888	630
kich	5358	PLS3	uc011mtk.1	0.0	291
kich	5358	PLS3	uc004eqe.2	79.9103560888	630
kich	8784	TNFRSF18	uc001adb.2	0.0	234
kich	8784	TNFRSF18	uc001ada.2	0.131568255632	169
kich	8784	TNFRSF18	uc001adc.2	0.0	241
kich	8784	TNFRSF18	uc001ada.2	0.131568255632	169
kich	9820	CUL7	uc010jyh.2	4.98914314227	691
kich	9820	CUL7	uc003otq.2	10.5560489048	1698
kich	54874	FNBP1L	uc010otl.1	13.7654536375	157
kich	54874	FNBP1L	uc001dpw.2	31.7364594411	551
kich	23137	SMC5	uc011lry.1	4.93568614017	246
kich	23137	SMC5	uc004ahr.2	6.42064631873	1101
kich	23310	NCAPD3	uc001qhc.1	3.89307552616	444
kich	23310	NCAPD3	uc001qhd.1	4.25310179914	1498
kich	6599	SMARCC1	uc011bbc.1	12.6508545867	0
kich	6599	SMARCC1	uc003crq.2	17.7828893763	1105
kich	109	ADCY3	uc002rfr.3	1.6631833168	731
kich	109	ADCY3	uc002rfs.3	7.95568133265	1144
kich	55632	G2E3	uc001wql.1	0.0323120858197	218
kich	55632	G2E3	uc001wqk.2	4.76807415715	706
kich	55632	G2E3	uc010tpf.1	0.0	660
kich	55632	G2E3	uc001wqk.2	4.76807415715	706
kich	63917	GALNT11	uc011kvm.1	27.0507661615	527
kich	63917	GALNT11	uc010lqg.1	76.7038484259	608
kich	10525	HYOU1	uc010ryv.1	0.0	888
kich	10525	HYOU1	uc001pux.3	25.3680120529	999
kich	6402	SELL	uc010pls.1	0.204117500585	325
kich	6402	SELL	uc001ggk.2	4.64549795286	372
kich	2547	XRCC6	uc003bar.1	39.3972583202	609
kich	2547	XRCC6	uc003bao.1	216.481297066	609
kich	2547	XRCC6	uc003bas.1	3.74332926276	559
kich	2547	XRCC6	uc003bao.1	216.481297066	609
kich	900	CCNG1	uc011del.1	20.1597928938	159
kich	900	CCNG1	uc003lzb.2	79.8531751508	295
kich	56917	MEIS3	uc002pgq.2	0.313664596125	456
kich	56917	MEIS3	uc002pgp.2	1.13519708369	207
kich	56917	MEIS3	uc002pgt.2	0.22199102514	358
kich	56917	MEIS3	uc002pgp.2	1.13519708369	207
kich	60412	EXOC4	uc011kpq.1	12.0400765173	262
kich	60412	EXOC4	uc003vrk.2	16.2322469675	974
kich	64744	SMAP2	uc001cfk.2	0.0	399
kich	64744	SMAP2	uc001cfj.2	20.110421432	429
kich	64744	SMAP2	uc010ojj.1	1.08492365887	245
kich	64744	SMAP2	uc001cfj.2	20.110421432	429
kich	9318	COPS2	uc001zxh.2	13.6367617905	450
kich	9318	COPS2	uc001zxf.2	20.9624980409	443
kich	84263	HSDL2	uc004bgc.1	4.54230793434	345
kich	84263	HSDL2	uc004bga.1	80.8560217229	418
kich	84263	HSDL2	uc011lwv.1	2.85854019476	297
kich	84263	HSDL2	uc004bga.1	80.8560217229	418
kich	55901	THSD1	uc010aea.2	0.0521439301684	313
kich	55901	THSD1	uc001vgo.2	1.36946228983	852
kich	55901	THSD1	uc001vgo.2	1.36946228983	852
kich	55901	THSD1	uc001vgp.2	1.2303974619	799
kich	57556	SEMA6A	uc003krw.3	0.867643467111	507
kich	57556	SEMA6A	uc010jck.2	3.48764621324	1030
kich	57556	SEMA6A	uc011cwe.1	0.0	409
kich	57556	SEMA6A	uc010jck.2	3.48764621324	1030
kich	84061	MAGT1	uc004fog.3	6.82541388387	0
kich	84061	MAGT1	uc004fof.2	77.4639405317	367
kich	285498	RNF212	uc003gck.2	0.642755317456	238
