GeneId	Symbol	Normal_transcript	Tumor_transcript	AffectingMutatedFeature
1787	TRDMT1	uc010qcc.1	uc009xjt.2	0
9214	FAIM3	uc001hey.2	uc010psa.1	0
387119	C6orf204	uc003pxz.1	uc011ebj.1	0
6850	SYK	uc004arb.2	uc004aqz.2	0
6236	RRAD	uc002eqn.2	uc002eqo.2	0
2888	GRB14	uc010zcv.1	uc002ucl.2	0
5784	PTPN14	uc001hkk.1	uc001hkl.1	0
11223	MST1P9	uc001azp.3	uc010ock.1	1
80254	CEP63	uc003eqn.1	uc003eqo.1	0
50618	ITSN2	uc002rff.2	uc002rfh.1	0
8678	BECN1	uc002ibo.3	uc002ibn.2	0
152789	JAKMIP1	uc011bwc.1	uc003giu.3	0
201514	ZNF584	uc002qsr.2	uc002qsp.2	0
9194	SLC16A7	uc001squ.2	uc001sqt.2	0
1058	CENPA	uc002rhr.2	uc002rhs.2	0
3116	HLA-DPB2	uc003ocv.1	uc003ocw.1	0
342945	ZSCAN22	uc010yhz.1	uc002qsc.2	0
23157	SEPT6	uc004erw.2	uc004erv.2	0
9742	IFT140	uc002clz.2	uc002cmb.2	0
56139	PCDHA10	uc003lhx.2	uc011dad.1	0
285313	IGSF10	uc011boc.1	uc011bod.1	1
11107	PRDM5	uc003idp.1	uc010inf.2	0
9971	NR1H4	uc001ths.1	uc001tht.1	0
5046	PCSK6	uc010bpe.2	uc002bwy.2	0
55672	NBPF1	uc009vos.1	uc001aza.3	0
8897	MTMR3	uc003agv.3	uc003agw.3	0
57710	KIAA1614	uc001gok.2	uc001gol.1	0
580	BARD1	uc002veu.2	uc010zjm.1	0
7098	TLR3	uc003iyq.2	uc003iyr.2	1
6304	SATB1	uc003cbh.2	uc003cbj.2	0
342184	FMN1	uc001zhf.3	uc001zhg.2	0
114876	OSBPL1A	uc002kvd.2	uc002kve.2	0
2999	GZMH	uc001wpr.1	uc010aly.1	0
4135	MAP6	uc001owu.2	uc001owv.2	0
64940	STAG3L4	uc003tvt.3	uc010laj.2	0
11030	RBPMS	uc003xie.1	uc010lvh.1	0
642946	LQK1	uc001hjr.3	uc001hjs.3	0
767811	H2BFXP	uc010npa.1	uc004elt.1	0
23092	ARHGAP26	uc003lmt.2	uc011dbj.1	0
22985	ACIN1	uc001wis.3	uc001wio.3	0
351	APP	uc002yma.2	uc002ylz.2	0
84561	SLC12A8	uc003ehv.3	uc010hry.2	0
9585	KIF20B	uc001kgr.1	uc001kgt.1	0
3556	IL1RAP	uc003fsm.1	uc010hzf.2	0
388115	C15orf52	uc010ucn.1	uc001zlh.3	0
113878	DTX2	uc003ufj.3	uc003ufn.3	0
84993	UBL7	uc002axy.1	uc010bjr.1	0
57661	PHRF1	uc001lqe.2	uc010qwc.1	0
22877	MLXIP	uc001ubt.2	uc001ubs.1	1
55975	KLHL7	uc003svs.3	uc003svt.2	0
4582	MUC1	uc001fhy.2	uc009wpo.2	1
1201	CLN3	uc002dpo.2	uc002dpn.2	0
10492	SYNCRIP	uc003pky.2	uc003pkv.2	0
9902	MRC2	uc002jae.2	uc002jaf.2	1
4152	MBD1	uc002len.2	uc010dow.1	1
2202	EFEMP1	uc002rzj.2	uc002rzi.2	0
7568	ZNF20	uc002mtf.1	uc002mtg.1	0
58478	ENOPH1	uc003hmv.2	uc003hmw.2	0
30011	SH3KBP1	uc004czl.2	uc010nfm.2	0
79634	SCRN3	uc002uiq.2	uc002uis.2	0
8890	EIF2B4	uc002rkb.2	uc002rkc.2	0
122830	NAA30	uc001xcx.3	uc010trk.1	0
122830	NAA30	uc010trk.1	uc001xcx.3	0
55684	C9orf86	uc004cji.1	uc010nbr.1	0
79083	MLPH	uc010fyt.1	uc002vwx.2	0
79157	MFSD11	uc002jte.2	uc010dhb.2	0
3091	HIF1A	uc001xfs.2	uc001xfr.2	0
64219	PJA1	uc004dxh.2	uc004dxg.2	0
22933	SIRT2	uc002ojt.1	uc010egh.1	0
653238	GTF2H2B	uc011crp.1	uc003jzd.1	0
55803	ADAP2	uc002hfx.2	uc010csk.2	0
10112	KIF20A	uc011cyo.1	uc003lcj.2	0
91300	C19orf22	uc002lqg.2	uc002lqj.2	0
3329	HSPD1	uc002uui.2	uc002uuj.2	0
27072	VPS41	uc003tgy.2	uc003tgz.2	0
5498	PPOX	uc001fyj.2	uc001fyg.2	0
84932	RAB2B	uc010tlt.1	uc001wax.2	1
116113	FOXP4	uc003oqn.2	uc003oqm.2	0
9184	BUB3	uc001lhd.2	uc001lhe.2	0
7978	MTERF	uc003ulc.1	uc010leu.1	0
219855	SLC37A2	uc010sau.1	uc001qbp.2	0
64837	KLC2	uc001ohc.2	uc001ohd.2	0
2177	FANCD2	uc003bux.1	uc010hcw.1	0
120	ADD3	uc001kyu.2	uc001kyx.2	0
10040	TOM1L1	uc002iud.2	uc010wnc.1	0
5998	RGS3	uc011lxh.1	uc004bhw.2	0
5921	RASA1	uc003kiw.2	uc011ctu.1	0
7204	TRIO	uc003jff.2	uc003jfg.2	1
8505	PARG	uc010qgz.1	uc009xoi.2	0
7187	TRAF3	uc001ymc.1	uc001yme.1	0
55627	SMPD4	uc002tqp.1	uc010zad.1	0
4084	MXD1	uc002sfy.2	uc010yqq.1	0
80731	THSD7B	uc002tva.1	uc010zbj.1	1
3566	IL4R	uc002don.2	uc002doo.2	0
3075	CFH	uc001gtj.3	uc001gti.3	1
55023	PHIP	uc003pir.2	uc003piq.2	0
246330	PELI3	uc001oic.3	uc001oie.3	0
4976	OPA1	uc003ftm.2	uc003ftn.2	0
120939	C12orf59	uc001qxr.2	uc001qxq.2	0
387923	SERP2	uc001uzk.2	uc001uzj.2	0
92979	MARCH9	uc001spx.1	uc001spy.2	0
143279	HECTD2	uc001khl.2	uc001khn.1	0
285834	HCG22	uc003nsj.1	uc010jsi.1	0
10902	BRD8	uc003lci.2	uc011cyl.1	0
10326	SIRPB1	uc002wfl.3	uc010gai.2	1
4241	MFI2	uc003fxk.3	uc011bua.1	0
100132247	LOC100132247	uc010bxk.2	uc010bxi.2	0
22834	ZNF652	uc002iow.2	uc002iov.3	0
27102	EIF2AK1	uc003spp.2	uc011jwm.1	0
9520	NPEPPS	uc010wkt.1	uc002ilr.3	0
26086	GPSM1	uc004chd.2	uc004che.2	0
7102	TSPAN7	uc004deh.2	uc004deg.3	0
11004	KIF2C	uc001cmg.3	uc010olc.1	0
200734	SPRED2	uc002sdr.3	uc010fcx.1	1
55655	NLRP2	uc002qij.2	uc010esp.2	0
91151	TIGD7	uc002cus.2	uc010btj.1	0
966	CD59	uc001muv.3	uc001mus.3	0
57488	ESYT2	uc003woa.1	uc003woc.1	0
1657	DMXL1	uc010jcm.1	uc003ksd.2	0
51747	LUC7L3	uc002isr.2	uc002iss.2	0
755	C21orf2	uc002zer.2	uc002zes.1	1
1740	DLG2	uc010rsw.1	uc010rsx.1	0
83638	C11orf68	uc001ogi.2	uc009yqv.2	0
3939	LDHA	uc001mok.3	uc010rdc.1	0
55890	GPRC5C	uc002jks.2	uc002jkt.2	0
4148	MATN3	uc002rdl.2	uc010exu.1	1
220064	ORAOV1	uc001opc.2	uc009ysm.2	0
133686	C5orf33	uc003jkf.3	uc003jke.3	0
133686	C5orf33	uc003jkf.3	uc003jkg.3	0
23255	KIAA0802	uc002kns.2	uc002knt.2	0
1454	CSNK1E	uc003avk.2	uc003avp.1	0
84897	TBRG1	uc001qak.3	uc001qaj.3	0
54922	RASIP1	uc002pkh.2	uc002pki.2	0
346157	ZNF391	uc003njf.1	uc003njg.1	0
9295	SFRS11	uc001des.2	uc001dew.2	1
51324	SPG21	uc002aoe.2	uc010bhb.2	0
51	ACOX1	uc002jqe.2	uc002jqf.2	0
118471	PRAP1	uc001lmq.1	uc001lmp.2	0
10863	ADAM28	uc003xdy.2	uc011laa.1	1
10921	RNPS1	uc002cpw.2	uc010uwa.1	0
10921	RNPS1	uc002cpx.2	uc010uwa.1	0
26009	ZZZ3	uc001dhq.2	uc001dhr.2	0
23414	ZFPM2	uc011lhs.1	uc003ymd.2	0
7011	TEP1	uc001vxe.2	uc010tlf.1	1
23426	GRIP1	uc001stj.2	uc001stk.2	0
91523	FAM113B	uc001rpq.2	uc009zkn.2	0
57122	NUP107	uc001suf.2	uc001sug.2	0
84152	PPP1R1B	uc002hsc.2	uc002hsb.2	0
1514	CTSL1	uc004aph.2	uc004apj.2	0
479	ATP12A	uc001upp.2	uc010aaa.2	0
7035	TFPI	uc002upz.2	uc002uqb.2	0
118813	ZFYVE27	uc001kop.2	uc010qpb.1	0
57705	WDFY4	uc010qgn.1	uc001jha.3	0
286676	ILDR1	uc003ees.2	uc003eer.2	1
10203	CALCRL	uc002upv.3	uc002upw.2	1
10752	CHL1	uc011asi.1	uc003bou.2	0
30	ACAA1	uc003cht.2	uc010hgy.2	0
9478	CABP1	uc001tyw.2	uc001tyv.2	0
122704	MRPL52	uc001wgw.3	uc001wgz.3	0
10211	FLOT1	uc003nrm.2	uc011dmr.1	0
427	ASAH1	uc003wyl.2	uc003wyn.2	0
64834	ELOVL1	uc001cjb.2	uc010okh.1	0
80045	GPR157	uc001apq.1	uc010oad.1	0
27314	RAB30	uc010rst.1	uc001ozv.2	1
51701	NLK	uc010crj.2	uc010cri.1	1
51562	MBIP	uc001wtm.2	uc010tpy.1	0
92715	WDR85	uc004cnk.1	uc004cnl.1	0
55293	UEVLD	uc001mot.2	uc010rdf.1	0
6775	STAT4	uc002usm.1	uc002usn.1	0
84750	FUT10	uc003xje.2	uc011lbi.1	0
6938	TCF12	uc002aed.2	uc002aeb.2	0
1404	HAPLN1	uc003kim.2	uc003kin.2	0
10933	MORF4L1	uc002bem.2	uc010une.1	0
9113	LATS1	uc003qmu.1	uc010kif.1	0
27293	SMPDL3B	uc001bpg.2	uc001bpf.2	0
54545	MTMR12	uc003jhq.2	uc010iul.2	0
6689	SPIB	uc002pse.2	uc002psd.2	0
25898	RCHY1	uc003hik.2	uc003hij.2	0
441024	MTHFD2L	uc003hhr.3	uc011cbk.1	0
64421	DCLRE1C	uc010qbx.1	uc001ink.2	0
60526	C2orf43	uc002rec.2	uc002reb.1	0
197257	LDHD	uc002fdn.2	uc002fdm.2	0
10004	NAALADL1	uc001ocn.2	uc010rnw.1	0
9696	CROCC	uc001azt.2	uc001azu.2	0
10059	DNM1L	uc001rle.2	uc010ski.1	0
163590	TOR1AIP2	uc001gnn.2	uc001gnl.2	0
130574	LYPD6	uc002twy.2	uc002txa.2	0
643641	ZNF862	uc010lpn.2	uc003wgl.1	0
148103	ZNF599	uc010edo.1	uc010xsd.1	0
9410	SNRNP40	uc001bso.2	uc009vtt.2	0
9414	TJP2	uc011lrv.1	uc004ahe.2	0
10630	PDPN	uc001avd.2	uc009voc.2	0
23625	FAM89B	uc001oel.2	uc001oen.2	0
54576	UGT1A8	uc002vup.2	uc010zmv.1	0
54758	KLHDC4	uc002fki.2	uc002fkj.2	0
10230	NBR2	uc010czb.1	uc002idf.2	0
100101467	ZNF397OS	uc002kyl.2	uc002kyo.1	0
130399	ACVR1C	uc010foe.2	uc002tzk.3	0
221416	C6orf223	uc003owo.2	uc003own.2	0
63940	GPSM3	uc003oay.3	uc003oax.3	0
57158	JPH2	uc002xli.1	uc002xlj.2	0
10055	SAE1	uc002pgd.2	uc010xyk.1	0
1825	DSC3	uc002kwj.3	uc002kwi.3	1
54914	KIAA1797	uc003zoh.1	uc003zog.1	0
51108	METTL9	uc002dje.2	uc002djf.2	0
219970	GLYATL2	uc001nnd.3	uc009ymq.2	0
54097	FAM3B	uc002yzb.1	uc002yzd.1	0
85457	KIAA1737	uc001xtd.2	uc001xtc.1	0
9324	HMGN3	uc003pit.2	uc003piu.1	0
387911	C1QTNF9B	uc010tcw.1	uc010tcx.1	0
5704	PSMC4	uc002omq.2	uc002omr.2	0
440295	GOLGA6L9	uc002bhb.3	uc002bha.1	0
5745	PTH1R	uc003cqm.2	uc003cqn.2	0
5165	PDK3	uc004dbh.2	uc004dbg.2	0
23059	CLUAP1	uc002cvk.1	uc002cvm.1	0
1634	DCN	uc001tbt.2	uc001tbs.2	0
280664	WFDC10B	uc002xpc.2	uc002xpb.2	0
326343	MT1DP	uc010vhf.1	uc010cci.2	0
158358	KIAA2026	uc010mht.2	uc003zjq.3	0
23063	WAPAL	uc001kdn.2	uc009xsv.2	0
199746	U2AF1L4	uc002obf.2	uc002obh.1	0
27036	SIGLEC7	uc002pvv.1	uc002pvw.1	1
27247	NFU1	uc002sfk.2	uc002sfm.2	0
6545	SLC7A4	uc002zue.2	uc002zud.2	0
79228	THOC6	uc002ctb.2	uc002cta.2	0
7074	TIAM1	uc011adl.1	uc002yow.1	0
54974	THG1L	uc003lxd.2	uc011ddu.1	0
23469	PHF3	uc003pep.1	uc003peo.2	0
80763	C12orf39	uc009ziv.1	uc001rfa.1	0
7311	UBA52	uc002njr.2	uc002njs.2	0
11276	SYNRG	uc002hod.2	uc010wdg.1	0
8974	P4HA2	uc003kwj.2	uc003kwk.2	0
79882	ZC3H14	uc001xww.2	uc010twd.1	0
79882	ZC3H14	uc001xww.2	uc001xwy.2	0
8216	LZTR1	uc002zto.2	uc002ztn.2	0
10611	PDLIM5	uc003hti.2	uc011cdy.1	0
960	CD44	uc001mvx.2	uc001mvy.2	0
55627	SMPD4	uc002tqq.1	uc010yzy.1	0
2268	FGR	uc001bom.2	uc001boi.2	0
55901	THSD1	uc001vgo.2	uc010aea.2	1
55901	THSD1	uc001vgo.2	uc010tgz.1	1
10783	NEK6	uc010mwk.2	uc004boi.2	0
1859	DYRK1A	uc002ywk.2	uc011aei.1	0
27343	POLL	uc001ktf.2	uc001ktj.1	0
10059	DNM1L	uc001rld.2	uc010ski.1	0
22878	KIAA1012	uc002kxc.3	uc002kxb.3	0
22884	WDR37	uc009xhm.1	uc009xhn.1	0
51312	SLC25A37	uc003xdo.2	uc003xdn.1	0
151525	WDSUB1	uc002ual.3	uc002uak.3	0
284129	SLC26A11	uc002jyc.1	uc002jyb.1	0
6233	RPS27A	uc002ryk.2	uc002ryl.2	0
5010	CLDN11	uc003fgx.2	uc011bpt.1	0
26057	ANKRD17	uc003hgo.2	uc003hgq.2	1
8473	OGT	uc004eaa.1	uc004eac.2	0
144100	PLEKHA7	uc010rcu.1	uc001mmm.2	0
8837	CFLAR	uc002uxd.3	uc002uxb.3	0
1756	DMD	uc004dco.1	uc004dcp.1	0
1066	CES1	uc002eil.2	uc002eim.2	0
4205	MEF2A	uc002bvf.2	uc010bot.2	0
57713	SFMBT2	uc009xio.1	uc010qay.1	0
146057	TTBK2	uc001zqo.2	uc010bcy.2	0
54581	SCAND2	uc002bkt.2	uc002bks.2	0
100128782	C9orf130	uc004avs.2	uc004avp.3	0
1184	CLCN5	uc004dos.1	uc004doq.1	0
80315	CPEB4	uc003mct.3	uc003mcu.3	0
57404	CYP20A1	uc002uzv.3	uc010ftw.2	0
27440	CECR5	uc002zmf.2	uc002zmh.2	0
118788	PIK3AP1	uc001kmq.2	uc001kmo.2	0
55666	NPLOC4	uc002kat.3	uc002kas.2	0
8777	MPDZ	uc010mhx.2	uc003zky.3	0
9906	SLC35E2	uc001aib.1	uc001ahz.2	0
132949	AASDH	uc003hbn.2	uc011cab.1	0
23597	ACOT9	uc004dap.2	uc004dar.2	0
4659	PPP1R12A	uc001syz.2	uc001sza.2	0
84519	ACRBP	uc001qpu.1	uc010sfg.1	0
6464	SHC1	uc001ffy.2	uc001ffu.2	0
1657	DMXL1	uc003ksd.2	uc003ksc.1	0
7871	SLMAP	uc003dje.1	uc011bfc.1	0
7075	TIE1	uc001ciu.2	uc010okg.1	1
10482	NXF1	uc001nvf.1	uc001nvg.1	0
23768	FLRT2	uc001xvr.2	uc010atd.2	0
367	AR	uc004dwu.1	uc011mpd.1	0
7148	TNXB	uc003nzh.1	uc011dpc.1	1
10129	FRY	uc001utx.2	uc001uty.2	0
51601	LIPT1	uc002szo.3	uc002szq.3	0
7693	ZNF134	uc002qpn.2	uc002qpo.2	0
51292	GMPR2	uc001wnx.2	uc010alk.1	0
8424	BBOX1	uc001mrg.1	uc001mre.1	0
8424	BBOX1	uc001mrg.1	uc009yih.1	0
54778	RNF111	uc002afs.2	uc002afy.2	0
2027	ENO3	uc002gab.3	uc002gac.3	0
150771	ITPRIPL1	uc010yuk.1	uc010yul.1	0
7533	YWHAH	uc003alz.2	uc010gwm.2	0
84280	BTBD10	uc001mkz.2	uc001mla.2	0
10863	ADAM28	uc003xdy.2	uc010lua.2	1
1292	COL6A2	uc002zhz.1	uc002zic.1	1
1173	AP2M1	uc003fmw.2	uc003fmx.2	0
5982	RFC2	uc011kfa.1	uc003uak.2	0
9678	PHF14	uc003srz.2	uc003sry.1	0
55521	TRIM36	uc011cwc.1	uc003kqt.2	1
81854	MGC3771	uc010btd.2	uc010bte.2	0
3600	IL15	uc003iis.2	uc010iol.2	0
5579	PRKCB	uc002dme.2	uc002dmd.2	0
29940	DSE	uc003pwt.2	uc011ebf.1	0
283208	P4HA3	uc001ouz.2	uc010rrj.1	0
23116	FAM179B	uc001wvw.2	uc001wvv.2	0
286676	ILDR1	uc003ees.2	uc010hrg.2	1
196549	EEF1DP3	uc001utu.2	uc010tdv.1	0
10928	RALBP1	uc002kob.2	uc002koc.2	0
79810	PTCD2	uc003kcb.2	uc011csg.1	0
28512	NKIRAS1	uc003ccj.2	uc003ccl.2	0
375616	KCP	uc011kor.1	uc011kos.1	1
79783	C7orf10	uc003thn.1	uc003thp.1	0
201305	SPNS3	uc002fxv.2	uc002fxt.2	0
6854	SYN2	uc003bwl.1	uc003bwn.2	0
9254	CACNA2D2	uc003dap.2	uc003dao.2	0
641977	SEPT7P2	uc003tnh.2	uc003tnf.3	0
55785	FGD6	uc009zsx.2	uc001tdq.1	0
220002	CYBASC3	uc001nrg.2	uc001nrh.2	0
4216	MAP3K4	uc003qto.2	uc003qtn.2	0
9348	NDST3	uc003ibw.2	uc003ibx.2	1
84419	C15orf48	uc001zvg.2	uc001zvh.2	0
1775	DNASE1L2	uc002cpo.2	uc002cpq.2	0
7775	ZNF232	uc010vsv.1	uc002gat.2	0
5892	RAD51L3	uc002hir.2	uc010ctk.2	0
321	APBA2	uc001zcl.2	uc001zck.2	0
25938	HEATR5A	uc001wrf.3	uc010ami.2	0
440836	ODF3B	uc003bmg.2	uc003bmh.2	1
54882	ANKHD1	uc003lfv.1	uc003lfp.2	1
10233	LRRC23	uc001qrr.2	uc001qrs.2	1
11074	TRIM31	uc003npg.1	uc003npi.3	0
83637	ZMIZ2	uc003tlr.2	uc010kyj.2	1
375190	LOC375190	uc010ykl.1	uc002rew.2	0
26140	TTLL3	uc003btf.3	uc003btd.3	0
55160	ARHGEF10L	uc001bao.2	uc001bap.2	0
23597	ACOT9	uc004dap.2	uc004daq.2	0
29970	SCHIP1	uc003fcu.1	uc003fcs.1	0
80024	SLC24A6	uc001tvc.2	uc001tuz.2	1
79670	ZCCHC6	uc004aoq.2	uc004aou.2	0
84895	FAM73B	uc004bxa.2	uc004bwy.2	0
2260	FGFR1	uc011lbv.1	uc011lbw.1	1
7458	EIF4H	uc003uae.1	uc010lbm.2	0
54843	SYTL2	uc010rtg.1	uc010rte.1	0
55063	ZCWPW1	uc011kjr.1	uc011kju.1	0
64419	MTMR14	uc003brz.2	uc003bsc.2	0
3183	HNRNPC	uc001waa.2	uc010ail.2	0
51599	LSR	uc002nym.2	uc002nyp.2	0
728621	CCDC30	uc001chn.2	uc009vwk.1	0
54840	APTX	uc003zry.2	uc003zrl.2	0
5583	PRKCH	uc001xfn.2	uc010tsb.1	0
25875	LETMD1	uc001rxm.2	uc001rxl.2	0
9289	GPR56	uc002emc.2	uc010vhs.1	0
22881	ANKRD6	uc003pni.3	uc003pnh.3	0
8470	SORBS2	uc003iyk.2	uc003iyc.2	0
3257	HPS1	uc001kpi.1	uc001kpj.1	0
10916	MAGED2	uc004dtl.1	uc004dtn.1	0
56478	EIF4ENIF1	uc003aky.1	uc003akw.1	0
7769	ZNF226	uc002oyn.2	uc002oyr.2	0
1456	CSNK1G3	uc003kto.2	uc011cwr.1	0
3426	CFI	uc003hzr.3	uc003hzs.3	0
3801	KIFC3	uc010vhz.1	uc002emp.2	0
1429	CRYZ	uc001dgk.2	uc001dgl.2	0
6428	SFRS3	uc003omj.2	uc011dtp.1	0
10059	DNM1L	uc001rlh.2	uc010ski.1	0
130940	CCDC148	uc002tzq.2	uc010foh.2	0
5892	RAD51L3	uc002hir.2	uc010ctj.2	0
9318	COPS2	uc001zxh.2	uc010ufa.1	0
4914	NTRK1	uc001fqi.1	uc009wsi.1	1
963	CD53	uc001dzx.2	uc010owa.1	0
152404	IGSF11	uc003ebw.2	uc010hqs.2	1
4817	NIT1	uc001fxv.1	uc001fxy.1	0
51347	TAOK3	uc001twx.2	uc001twv.2	0
55692	LUC7L	uc002cgc.1	uc002cgd.1	0
145389	SLC38A6	uc001xfg.1	uc001xfh.1	0
6284	S100A13	uc001fch.2	uc001fci.2	0
5792	PTPRF	uc001cjs.2	uc001cjw.2	1
23014	FBXO21	uc001twk.2	uc009zwq.2	0
127943	FCRLB	uc001gbn.3	uc001gbl.2	1
127943	FCRLB	uc001gbn.3	uc001gbm.2	1
5358	PLS3	uc004eqd.2	uc011mtk.1	0
57713	SFMBT2	uc009xio.1	uc001ijn.1	0
93099	DMKN	uc002nzl.3	uc002nzi.3	0
93099	DMKN	uc002nzl.3	uc002nzk.3	1
56606	SLC2A9	uc003gmc.2	uc003gme.1	0
253724	LOC253724	uc009zuh.2	uc001tjy.3	0
9774	BCLAF1	uc003qgx.1	uc011ede.1	0
4212	MEIS2	uc001zjp.2	uc001zjl.2	0
9360	PPIG	uc002uez.2	uc010fpy.2	0
115024	NT5C3L	uc010wfu.1	uc002hxx.3	0
204	AK2	uc001bwo.1	uc009vud.1	0
55904	MLL5	uc003vcm.2	uc010ljg.2	0
9344	TAOK2	uc002dva.1	uc002dvd.1	0
91526	ANKRD44	uc002uuc.2	uc002uud.1	0
7082	TJP1	uc010azl.2	uc001zcq.2	0
23048	FNBP1	uc004byx.1	uc011mbu.1	0
23042	PDXDC1	uc010uzl.1	uc002dda.3	0
401427	OR2A7	uc003wef.2	uc011kuc.1	1
51339	DACT1	uc010trv.1	uc001xdx.2	0
53826	FXYD6	uc001prn.1	uc001prr.1	0
55230	USP40	uc010zms.1	uc002vun.2	0
6917	TCEA1	uc011ldw.1	uc003xru.2	0
55259	CASC1	uc001rgl.2	uc001rgk.2	0
85301	COL27A1	uc011lxl.1	uc011lxn.1	1
92291	CAPN13	uc002rnn.2	uc002rnm.2	0
84899	TMTC4	uc001vot.2	uc010tja.1	0
8029	CUBN	uc001ioo.2	uc009xjr.1	1
23371	TENC1	uc001sbq.2	uc001sbs.2	1
55717	WDR11	uc010qtf.1	uc001lfd.1	0
5646	PRSS3	uc003ztl.3	uc003ztj.3	0
8148	TAF15	uc002hkd.2	uc010ctw.1	1
170958	ZNF525	uc010eqn.2	uc002qbl.2	0
6996	TDG	uc001tkg.2	uc010swi.1	0
55293	UEVLD	uc001mot.2	uc010rdg.1	0
55337	C19orf66	uc002mmu.3	uc002mmv.3	0
4850	CNOT4	uc003vss.2	uc011kpy.1	0
5575	PRKAR1B	uc003siw.1	uc003siu.1	0
96626	LIMS3	uc002tff.2	uc002tfw.2	0
389840	MAP3K15	uc004czj.1	uc004czi.1	0
3206	HOXA10	uc003syw.3	uc011jzm.1	1
60675	PROK2	uc003dpa.3	uc003doz.3	0
143379	C10orf82	uc001lcs.1	uc001lcr.2	0
2521	FUS	uc010caj.1	uc002ebg.2	0
57223	SMEK2	uc002rzc.2	uc002rze.2	0
4799	NFX1	uc003zsr.2	uc003zsq.2	0
9121	SLC16A5	uc010wrt.1	uc002jmt.2	0
7074	TIAM1	uc011adl.1	uc011adk.1	0
11036	GTF2A1L	uc010yom.1	uc002rws.1	0
347733	TUBB2B	uc003mvg.2	uc010jnk.2	0
10379	IRF9	uc001wmq.2	uc010alj.2	0
55663	ZNF446	uc002qsz.2	uc002qta.2	0
1728	NQO1	uc002exp.2	uc010cfm.2	0
5590	PRKCZ	uc001aiq.2	uc001ais.2	0
51433	ANAPC5	uc001uag.2	uc001uae.2	0
8569	MKNK1	uc001cqc.2	uc009vyi.2	0
79677	SMC6	uc002rcn.2	uc002rco.2	0
54542	RC3H2	uc010mwc.1	uc004bne.3	0
6689	SPIB	uc002pse.2	uc010ycc.1	0
254263	CNIH2	uc001ohi.1	uc001ohh.2	0
84688	C9orf24	uc003zug.1	uc003zuh.1	0
26054	SENP6	uc003pid.3	uc010kbf.2	0
317719	KLHL10	uc010wfw.1	uc010wfv.1	0
11123	RCAN3	uc001bjj.2	uc009vre.2	0
151531	UPP2	uc002tzo.2	uc002tzp.2	0
488	ATP2A2	uc001tqk.3	uc001tqn.3	0
127933	UHMK1	uc001gcc.1	uc001gcb.1	0
899	CCNF	uc002cqd.1	uc002cqe.1	0
967	CD63	uc001shn.2	uc001shm.2	0
387328	ZNF322B	uc004axd.1	uc004axc.1	0
22927	HABP4	uc010msg.2	uc010msh.2	0
282969	C10orf125	uc001lms.2	uc001lmt.2	0
8646	CHRD	uc010hyc.2	uc011brr.1	0
84896	ATAD1	uc001kez.1	uc001key.1	0
27012	KCNV1	uc010mcw.2	uc003ynr.3	0
10195	ALG3	uc003fne.2	uc011brc.1	0
159989	CCDC67	uc001pdq.2	uc001pdp.2	0
2775	GNAO1	uc002eit.3	uc002eiu.3	0
79924	ADM2	uc011ary.1	uc003blj.2	0
443	ASPA	uc002fvq.2	uc010ckg.2	0
440078	FAM66C	uc001quf.3	uc001que.3	0
387921	NHLRC3	uc001uxd.2	uc001uxe.2	0
55258	THNSL2	uc002ssz.3	uc002sta.3	0
80700	UBXN6	uc002man.1	uc010dty.1	0
79155	TNIP2	uc003gff.2	uc003gfg.2	0
23304	UBR2	uc011dus.1	uc011duu.1	0
401466	C8orf59	uc003yde.2	uc010mac.1	0
84229	CCDC135	uc002emi.2	uc002emk.2	0
4292	MLH1	uc003cgl.2	uc011ayb.1	0
7499	XG	uc004cqp.2	uc011mhg.1	0
6921	TCEB1	uc003xzx.1	uc003xzz.1	0
570	BAAT	uc004bbd.3	uc010mtd.2	0
8395	PIP5K1B	uc011lrq.1	uc004agu.2	0
26206	SPAG8	uc003zyg.2	uc003zyf.2	0
4751	NEK2	uc001hiq.1	uc001hir.1	0
221188	GPR114	uc002elx.3	uc010vhr.1	0
79798	ARMC5	uc002ecc.2	uc010vfp.1	0
54968	TMEM70	uc003yab.2	uc003yac.2	0
2000	ELF4	uc004eve.3	uc004evd.3	0
3635	INPP5D	uc010zmp.1	uc010zmo.1	0
7093	TLL2	uc009xvf.1	uc001kml.1	1
25934	NIPSNAP3A	uc004bch.1	uc011lvu.1	0
375307	C2orf62	uc002vhr.2	uc002vhs.2	0
65263	PYCRL	uc003yyy.2	uc011lkm.1	0
8407	TAGLN2	uc001fun.1	uc001fum.1	0
54496	PRMT7	uc002evy.1	uc010cfd.1	0
2624	GATA2	uc003eko.2	uc003ekm.3	0
63922	CHTF18	uc002cke.3	uc002ckf.3	0
2001	ELF5	uc001mvo.1	uc001mvp.1	0
23623	RUSC1	uc001fkj.2	uc009wqp.1	0
23623	RUSC1	uc001fkj.2	uc001fkr.2	0
79729	C1orf113	uc010oia.1	uc009vuz.1	0
7752	ZNF200	uc002cuj.2	uc002cui.2	0
131408	FAM131A	uc003foc.2	uc003foe.2	0
56650	CLDND1	uc003dsu.2	uc003dsq.2	0
84942	WDR73	uc002bkw.2	uc002bkv.2	0
51447	IP6K2	uc003cus.2	uc003cur.2	0
1787	TRDMT1	uc001iop.2	uc001ioq.2	0
375260	WASH2P	uc002tkh.2	uc002tkf.2	1
