Cancer	Gene	Symbol	Transcript	TPM	ProteinLength	asEvidence
coad	23380	SRGAP2	uc001hdy.2	0.00688065899686749	984	True
coad	23380	SRGAP2	uc001hdx.2	2.04303178794818	749	True
coad	55075	UACA	uc010uke.1	0.0	1307	True
coad	55075	UACA	uc002asr.2	10.1618138160173	1416	True
coad	7707	ZNF148	uc010hsa.2	0.0	794	True
coad	7707	ZNF148	uc003ehx.3	7.28982140545842	794	True
coad	2829	XCR1	uc003cpe.2	0.0	333	True
coad	2829	XCR1	uc003cpf.2	0.28140795943556	333	True
coad	51271	UBAP1	uc003ztz.2	15.3215621163145	502	True
coad	51271	UBAP1	uc003ztx.2	24.6455053022246	502	True
coad	83986	ITFG3	uc002cgh.2	0.0	552	True
coad	83986	ITFG3	uc002cgf.2	79.9792409120844	552	True
coad	10525	HYOU1	uc010ryv.1	0.0	888	True
coad	10525	HYOU1	uc001puu.2	26.3130943236371	999	True
coad	57146	TMEM159	uc002dih.3	14.842336273091	161	True
coad	57146	TMEM159	uc002dif.3	15.0148410927494	161	True
coad	149478	BTBD19	uc010old.1	0.0	0	True
coad	149478	BTBD19	uc010ole.1	0.36319497454399	291	True
coad	488	ATP2A2	uc009zvn.2	0.14778857118306	0	True
coad	488	ATP2A2	uc001tql.3	45.5516720256075	997	True
coad	54453	RIN2	uc010gcv.1	0.224474526289999	689	True
coad	54453	RIN2	uc002wro.1	12.9737625042418	895	True
coad	7073	TIAL1	uc010qtb.1	4.0456315407413	181	True
coad	7073	TIAL1	uc001lei.1	8.41685123703764	375	True
coad	55714	ODZ3	uc010irv.1	0.0	171	True
coad	55714	ODZ3	uc003ivd.1	0.459717132726714	2699	True
coad	6648	SOD2	uc003qsg.2	34.8584603109275	222	True
coad	6648	SOD2	uc003qsi.1	84.7755206234737	222	True
coad	63891	RNF123	uc003cxi.2	0.99253517707263	0	True
coad	63891	RNF123	uc003cxh.2	16.880946410887	1314	True
coad	2555	GABRA2	uc003gxc.3	0.104020970993917	451	True
coad	2555	GABRA2	uc010igc.2	1.74584669325262	451	True
coad	389170	LEKR1	uc003fbb.2	0.0838142366123131	132	True
coad	389170	LEKR1	uc003faz.1	0.366484924324892	157	True
coad	10618	TGOLN2	uc002spa.2	0.128589272557871	0	True
coad	10618	TGOLN2	uc002soz.2	101.031538066058	437	True
coad	10618	TGOLN2	uc002spa.2	0.128589272557871	0	True
coad	10618	TGOLN2	uc002spb.2	19.4741253571795	379	True
coad	84141	FAM176A	uc002snk.1	0.0	152	True
coad	84141	FAM176A	uc002sni.2	0.371301323030393	152	True
coad	25791	NGEF	uc010fyg.1	0.0	618	True
coad	25791	NGEF	uc002vts.2	16.4262850758414	710	True
coad	57654	KIAA1530	uc010ibv.2	1.30965299492914	260	True
coad	57654	KIAA1530	uc003gde.3	2.05071790303494	709	True
coad	283507	SUGT1L1	uc001uxo.1	0.192424139366445	0	True
coad	283507	SUGT1L1	uc001uxp.1	0.412937069537309	0	True
coad	4126	MANBA	uc011ces.1	1.19420748645259	822	True
coad	4126	MANBA	uc003hwg.2	12.4236387513438	879	True
coad	10999	SLC27A4	uc004buu.2	2.60245885384827	237	True
coad	10999	SLC27A4	uc004but.2	51.0355607044189	643	True
coad	54841	BIVM	uc001vpv.2	1.74994738540617	274	True
coad	54841	BIVM	uc001vps.2	7.13163432212434	503	True
coad	51596	CUTA	uc003oej.1	62.539079854222	179	True
coad	51596	CUTA	uc003oen.1	61.9214690893776	198	True
coad	84343	HPS3	uc011bnq.1	0.752843426415362	839	True
coad	84343	HPS3	uc003ewu.1	7.68392959547467	1004	True
coad	6720	SREBF1	uc002grp.1	3.22173696305145	766	True
coad	6720	SREBF1	uc002grs.1	30.0620183277455	1123	True
coad	1489	CTF1	uc002dzw.2	0.0	201	True
coad	1489	CTF1	uc002dzx.2	1.63894518438447	200	True
coad	27010	TPK1	uc003weo.2	0.408683968239095	189	True
coad	27010	TPK1	uc003weq.2	5.5249078240676	243	True
coad	54763	ROPN1	uc003ehc.1	0.0	0	True
coad	54763	ROPN1	uc003ehb.1	0.402822211658185	0	True
coad	339883	C3orf35	uc003cgz.1	0.0	0	True
coad	339883	C3orf35	uc003chb.2	0.171450489436889	119	True
coad	51351	ZNF117	uc003ttr.2	1.59339481058519	483	True
coad	51351	ZNF117	uc011kdr.1	2.52106502607788	601	True
coad	148345	C1orf127	uc001arr.1	0.0	656	True
coad	148345	C1orf127	uc001ars.1	0.165121885121833	648	True
coad	23411	SIRT1	uc001jne.2	2.91969792683525	444	True
coad	23411	SIRT1	uc001jnd.2	6.69645189338924	747	True
coad	26974	ZNF285	uc002ozd.3	0.0	590	True
coad	26974	ZNF285	uc010xxa.1	0.869169362596094	597	True
coad	145173	B3GALTL	uc001uto.3	0.469738054857532	103	True
coad	145173	B3GALTL	uc010aaz.2	3.159644058993	498	True
coad	83862	TMEM120A	uc003uee.2	15.6158203923015	226	True
coad	83862	TMEM120A	uc003ued.2	24.913365389577	342	True
coad	2059	EPS8	uc010shv.1	0.400964985891	562	True
coad	2059	EPS8	uc009zif.2	70.7168005563668	822	True
coad	6871	TADA2A	uc010cvb.2	0.279107625292988	239	True
coad	6871	TADA2A	uc002hnt.2	7.50320551671016	443	True
coad	342909	ZNF284	uc010ejd.2	0.0	0	True
coad	342909	ZNF284	uc002oyg.1	0.741508511771134	593	True
coad	440515	ZNF506	uc002noh.3	0.0110336289362329	412	True
coad	440515	ZNF506	uc010eci.2	5.47820116187763	444	True
coad	3384	ICAM2	uc002jdu.3	3.52348568432327	275	True
coad	3384	ICAM2	uc002jdx.3	23.1101381893796	275	True
coad	57446	NDRG3	uc010zvr.1	0.0	263	True
coad	57446	NDRG3	uc002xfw.2	24.2802835334571	375	True
coad	641455	P704P	uc001vwb.3	0.0	0	True
coad	641455	P704P	uc001vwc.3	0.348325685269636	508	True
coad	5447	POR	uc003uea.2	18.3571428252313	167	True
coad	5447	POR	uc003udy.2	62.0320440458156	680	True
coad	57534	MIB1	uc002ktp.2	0.383155073710927	645	True
coad	57534	MIB1	uc002ktq.2	7.07628468111194	1006	True
coad	57677	ZFP14	uc002odx.1	0.446612538720605	533	True
coad	57677	ZFP14	uc010xtd.1	1.21851082613449	534	True
coad	55008	HERC6	uc011cdl.1	0.0	0	True
coad	55008	HERC6	uc011cdi.1	5.86894333863089	1022	True
coad	257364	SNX33	uc002bav.2	2.30021596598548	187	True
coad	257364	SNX33	uc002bau.2	23.6283876862919	574	True
coad	6693	SPN	uc002dtm.2	0.0	400	True
coad	6693	SPN	uc002dtn.2	2.09093869613235	400	True
coad	841	CASP8	uc002uxn.2	2.99082276113606	0	True
coad	841	CASP8	uc002uxr.1	5.04563278342531	479	True
coad	9962	SLC23A2	uc010zqr.1	1.85725251833435	535	True
coad	9962	SLC23A2	uc002wlg.1	3.70906695478048	650	True
coad	283383	GPR133	uc001uiv.1	0.0	220	True
coad	283383	GPR133	uc001uit.3	1.49152250368899	874	True
coad	145407	C14orf37	uc010tro.1	0.0	812	True
coad	145407	C14orf37	uc001xdc.2	0.766944075613629	774	True
coad	221981	THSD7A	uc003ssf.3	0.239621646712183	1657	True
coad	221981	THSD7A	uc003ssd.3	0.369306066516123	161	True
coad	57591	MKL1	uc010gyf.1	0.938025272049629	881	True
coad	57591	MKL1	uc003ayw.1	6.87745350511459	931	True
coad	645687	C14orf34	uc010trd.1	0.0	0	True
coad	645687	C14orf34	uc010tre.1	0.234978697692966	0	True
coad	57828	CATSPERG	uc002oih.3	0.0	1159	True
coad	57828	CATSPERG	uc002oig.3	0.358118835966969	1119	True
coad	4953	ODC1	uc002ran.1	29.313723687987	147	True
coad	4953	ODC1	uc002rao.1	80.4452399598185	461	True
coad	3034	HAL	uc010suw.1	0.0	449	True
coad	3034	HAL	uc009zti.1	0.117528751435127	0	True
coad	54800	KLHL24	uc003flw.2	1.94330028451982	600	True
coad	54800	KLHL24	uc003flv.2	8.69075216097793	600	True
coad	84250	ANKRD32	uc003kks.2	0.74612637264238	422	True
coad	84250	ANKRD32	uc003kkr.3	1.77177621116001	1058	True
coad	64170	CARD9	uc011mdw.1	0.0	490	True
coad	64170	CARD9	uc004chg.3	1.3554913606427	536	True
coad	9961	MVP	uc010vea.1	0.0	487	True
coad	9961	MVP	uc002duj.2	113.101639104142	893	True
coad	9807	IP6K1	uc011bcv.1	2.00941482110506	276	True
coad	9807	IP6K1	uc003cxm.1	22.2050328802911	441	True
coad	23012	STK38L	uc001rhs.2	0.887513973517685	0	True
coad	23012	STK38L	uc001rhr.2	17.3558793367957	464	True
coad	901	CCNG2	uc003hkn.3	0.0	344	True
coad	901	CCNG2	uc011ccc.1	10.5412601514147	304	True
coad	5189	PEX1	uc011khs.1	2.92755691839838	961	True
coad	5189	PEX1	uc003uly.2	6.66359867580622	1283	True
coad	55298	RNF121	uc001orb.2	0.515542731481063	295	True
coad	55298	RNF121	uc001ora.2	12.5476007122429	327	True
coad	51296	SLC15A3	uc001nqo.2	3.86874519754597	456	True
coad	51296	SLC15A3	uc001nqn.2	14.2143581850544	581	True
coad	92370	ACPL2	uc011bnb.1	0.00840263701693778	463	True
coad	92370	ACPL2	uc003etv.2	5.30359996463222	480	True
coad	4850	CNOT4	uc011kpz.1	1.30625287831862	710	True
coad	4850	CNOT4	uc011kpy.1	3.60808478116601	713	True
coad	30845	EHD3	uc010ymt.1	0.0	175	True
coad	30845	EHD3	uc002rnu.2	2.36042449241194	535	True
coad	57175	CORO1B	uc001oll.1	0.000250148903957455	489	True
coad	57175	CORO1B	uc001olk.1	152.717050560628	489	True
coad	10914	PAPOLA	uc010twv.1	5.15870726711707	724	True
coad	10914	PAPOLA	uc001yfq.2	54.610026493213	745	True
coad	29125	C11orf21	uc009ydj.2	0.0	178	True
coad	29125	C11orf21	uc001lvv.2	0.380440084107541	132	True
coad	60675	PROK2	uc003dpa.3	0.0	129	True
coad	60675	PROK2	uc003doz.3	0.124176360758257	108	True
coad	91833	WDR20	uc001ylb.2	0.000342096658217211	508	True
coad	91833	WDR20	uc001ykz.2	8.54517951019692	569	True
coad	57062	DDX24	uc010twr.1	2.79066181833047	609	True
coad	57062	DDX24	uc001ycj.2	61.5567853365069	859	True
coad	654342	LOC654342	uc010yub.1	7.58725355056229	0	True
coad	654342	LOC654342	uc002sts.3	10.01886807557	0	True
coad	80034	CSRNP3	uc002udg.2	0.0873012124670374	585	True
coad	80034	CSRNP3	uc002udf.2	0.0	585	True
coad	4326	MMP17	uc001ujc.1	0.0	603	True
coad	4326	MMP17	uc001ujd.1	1.22091629745246	519	True
coad	5570	PKIB	uc011ebq.1	11.6208407533484	78	True
coad	5570	PKIB	uc003pza.2	56.600679983557	78	True
coad	84971	ATG4D	uc010dxj.2	10.8944956622146	141	True
coad	84971	ATG4D	uc002mov.2	23.422250914436	474	True
coad	339483	MTMR9L	uc010ohb.1	1.01147404897119	0	True
coad	339483	MTMR9L	uc001but.2	1.45143476735286	0	True
coad	64005	MYO1G	uc003tmf.2	1.42196198751639	461	True
coad	64005	MYO1G	uc003tmh.2	3.25543162010239	1018	True
coad	64067	NPAS3	uc001wrv.2	0.000614376708648604	903	True
coad	64067	NPAS3	uc001wrt.2	0.255309166584636	901	True
coad	23424	TDRD7	uc011luy.1	6.73606330343959	418	True
coad	23424	TDRD7	uc004axj.2	17.8022065742661	1098	True
coad	1687	DFNA5	uc003swz.2	0.579544627026777	332	True
coad	1687	DFNA5	uc010kus.1	1.71200859462658	496	True
coad	56034	PDGFC	uc011cir.1	0.0	189	True
coad	56034	PDGFC	uc003iph.1	5.58348671827397	345	True
coad	83959	SLC4A11	uc002wig.2	0.0	891	True
coad	83959	SLC4A11	uc010zqf.1	0.143791163679956	875	True
coad	64784	CRTC3	uc002bpo.2	4.99085190647452	618	True
coad	64784	CRTC3	uc002bpp.2	9.1384978447081	619	True
coad	3762	KCNJ5	uc001qew.2	0.0220680495609476	419	True
coad	3762	KCNJ5	uc001qet.2	0.461217808503715	419	True
coad	7763	ZFAND5	uc010moy.1	6.03656812623527	213	True
coad	7763	ZFAND5	uc004aix.2	20.8474722992646	213	True
coad	11119	BTN3A1	uc011dkk.1	2.05658292797308	461	True
coad	11119	BTN3A1	uc003nhv.2	12.6455335852317	513	True
coad	493754	LOC493754	uc011kec.1	2.90605869696704	0	True
coad	493754	LOC493754	uc011kdz.1	9.49943392564137	0	True
coad	410	ARSA	uc003bnc.3	23.8180215395488	507	True
coad	410	ARSA	uc003bnb.3	26.1821043826427	507	True
coad	57658	CALCOCO1	uc001see.2	5.89296350145877	216	True
coad	57658	CALCOCO1	uc001sef.2	27.8867105831704	691	True
coad	23093	TTLL5	uc001xsa.2	4.29666959870984	355	True
coad	23093	TTLL5	uc001xrx.2	4.44440956272024	1281	True
coad	8906	AP1G2	uc001wkj.2	2.98060209015865	404	True
coad	8906	AP1G2	uc001wkl.2	24.3412921160294	785	True
coad	146880	LOC146880	uc002jeu.2	1.92571499311339	237	True
coad	146880	LOC146880	uc010wqc.1	4.3826002909701	0	True
coad	81617	CAB39L	uc001vcx.2	4.69286145964821	337	True
coad	81617	CAB39L	uc001vcw.2	7.22078033389022	337	True
coad	83648	FAM167A	uc010lry.1	0.0	214	True
coad	83648	FAM167A	uc003wtw.2	1.02894874414043	214	True
coad	23190	UBXN4	uc002tut.2	11.4767238446289	144	True
coad	23190	UBXN4	uc002tur.2	46.5886879928889	508	True
coad	864	RUNX3	uc001bjr.2	1.67144155384364	429	True
coad	864	RUNX3	uc009vrj.2	4.25534595875054	429	True
coad	55201	MAP1S	uc002nhf.1	6.0102079428194	307	True
coad	55201	MAP1S	uc002nhe.1	21.0825675378088	1059	True
coad	84314	TMEM107	uc002gkj.3	0.794597049313956	0	True
coad	84314	TMEM107	uc002gkg.3	4.68996276005494	140	True
coad	90485	ZNF835	uc010ygn.1	0.445788580766471	536	True
coad	90485	ZNF835	uc010ygo.1	0.0436213445533104	558	True
coad	282969	C10orf125	uc001lms.2	13.346807341099	134	True
coad	282969	C10orf125	uc001lmt.2	14.4588823350685	154	True
coad	153733	CCDC112	uc003kra.2	1.31909573232319	497	True
coad	153733	CCDC112	uc003kqz.2	6.98910756482415	529	True
coad	10803	CCR9	uc003coz.1	0.0	369	True
coad	10803	CCR9	uc003cpa.1	0.187919166327374	357	True
coad	274	BIN1	uc010yzg.1	2.42967314992519	470	True
coad	274	BIN1	uc002tob.1	14.7827085644164	439	True
coad	10737	RFPL3S	uc003aml.2	0.107562857748483	0	True
coad	10737	RFPL3S	uc003amk.2	0.0	0	True
coad	5118	PCOLCE	uc003uvp.1	12.6599104989279	0	True
coad	5118	PCOLCE	uc003uvo.2	34.7170035648374	449	True
coad	29933	GPR132	uc010axe.1	0.0	0	True
coad	29933	GPR132	uc001yqe.2	1.46166974009309	371	True
coad	1740	DLG2	uc010rsy.1	0.0	819	True
coad	1740	DLG2	uc010rsw.1	0.411329933341486	334	True
coad	113691	MGC16703	uc010gss.1	0.139013853261629	0	True
coad	113691	MGC16703	uc002ztx.3	0.0	0	True
coad	9918	NCAPD2	uc010sfd.1	0.00100500171702665	1356	True
coad	9918	NCAPD2	uc001qoo.2	26.547609124359	1401	True
coad	91624	NEXN	uc001did.1	0.618236371874505	586	True
coad	91624	NEXN	uc001dib.3	8.02071842626524	611	True
coad	119504	ANAPC16	uc001jsv.2	24.1756873950946	110	True
coad	119504	ANAPC16	uc001jsw.2	28.4894494078942	110	True
coad	2690	GHR	uc011cpq.1	1.80130926475951	451	True
coad	2690	GHR	uc003jmt.2	3.29598402438422	638	True
coad	9379	NRXN2	uc001oaq.2	0.073735633352902	1379	True
coad	9379	NRXN2	uc001oap.2	3.51136960004241	666	True
coad	2012	EMP1	uc009zhy.2	3.5915049998897	90	True
coad	2012	EMP1	uc001rbr.2	171.1406238836	157	True
coad	27152	INTU	uc011cgq.1	0.0	0	True
coad	27152	INTU	uc003ifk.1	0.864322802049243	942	True
coad	100129387	LOC100129387	uc001zyi.2	0.0415184840657252	0	True
coad	100129387	LOC100129387	uc001zyh.3	1.10163804778059	0	True
coad	1278	COL1A2	uc011kib.1	0.0	218	True
coad	1278	COL1A2	uc003ung.1	160.240618468225	1366	True
coad	151011	SEPT10	uc010fjo.2	0.5967436876898	0	True
coad	151011	SEPT10	uc002tew.2	26.550846984581	454	True
coad	23030	KDM4B	uc002mbr.3	0.0	854	True
coad	23030	KDM4B	uc010xim.1	10.4108366099182	1130	True
coad	9665	KIAA0430	uc010uzv.1	0.0	1738	True
coad	9665	KIAA0430	uc002ddr.2	7.20673041289223	1742	True
coad	4350	MPG	uc002cfm.2	0.0	281	True
coad	4350	MPG	uc002cfo.2	53.5532929458505	293	True
coad	89849	ATG16L2	uc001otg.2	0.821502445227176	353	True
coad	89849	ATG16L2	uc001otc.1	1.34915919442463	112	True
coad	220	ALDH1A3	uc010bpb.2	4.86338071365673e-05	405	True
coad	220	ALDH1A3	uc002bwn.3	6.42057243588635	512	True
coad	6427	SFRS2	uc010wtg.1	0.0	209	True
coad	6427	SFRS2	uc002jsy.3	102.682649175507	221	True
coad	26000	TBC1D10B	uc002dxt.2	4.27476888263213	233	True
coad	26000	TBC1D10B	uc002dxu.2	34.7392425557415	808	True
coad	23476	BRD4	uc002nas.2	9.77373760232973	722	True
coad	23476	BRD4	uc002nar.2	16.0206294143866	1362	True
coad	23428	SLC7A8	uc010tnk.1	0.638652423727165	311	True
coad	23428	SLC7A8	uc001wix.2	10.1418171779946	332	True
coad	120534	C11orf46	uc001msp.2	6.5282707865114	0	True
coad	120534	C11orf46	uc001mso.1	12.0817311066781	260	True
coad	6726	SRP9	uc001hph.2	30.8668072087618	82	True
coad	6726	SRP9	uc001hpg.2	121.62790727445	86	True
coad	148823	C1orf150	uc001idb.3	0.0	0	True
coad	148823	C1orf150	uc001idf.2	0.406062280059163	135	True
coad	116843	C6orf192	uc010kgd.1	0.0	0	True
coad	116843	C6orf192	uc003qdw.1	13.6972984595837	456	True
coad	84254	CAMKK1	uc002fwu.2	0.0	505	True
coad	84254	CAMKK1	uc002fwt.2	4.24072786028993	505	True
coad	22848	AAK1	uc002sfp.2	2.44945482158152	961	True
coad	22848	AAK1	uc010fdj.1	3.77242729576432	0	True
coad	54469	ZFAND6	uc002bfi.1	10.5997951052897	208	True
coad	54469	ZFAND6	uc002bff.1	45.4489507108157	208	True
coad	730112	FAM166B	uc003zwy.2	0.0	216	True
coad	730112	FAM166B	uc010mkr.2	0.0	275	True
coad	79831	JMJD5	uc010bxw.2	0.0236676854450729	220	True
coad	79831	JMJD5	uc002doh.2	2.97112448640907	416	True
coad	8178	ELL	uc002njg.2	0.0	488	True
coad	8178	ELL	uc002njh.2	10.6881412278134	621	True
coad	4826	NNAT	uc002xhd.2	1.11979173175935	81	True
coad	4826	NNAT	uc002xhe.2	3.28109176586988	54	True
coad	25950	RWDD3	uc001drg.3	0.0	0	True
coad	25950	RWDD3	uc009wdu.2	6.86048654761432	267	True
coad	10562	OLFM4	uc001vhk.1	0.816695162727697	185	True
coad	10562	OLFM4	uc001vhl.2	292.009031037334	510	True
coad	84101	USP44	uc009zte.2	0.0	709	True
coad	84101	USP44	uc001teg.2	0.180442885216177	712	True
coad	9580	SOX13	uc010pqq.1	0.0	489	True
coad	9580	SOX13	uc001ham.2	5.32757417466146	622	True
coad	9455	HOMER2	uc002bji.2	0.0	299	True
coad	9455	HOMER2	uc002bjh.2	0.72342717155861	343	True
coad	101	ADAM8	uc010qva.1	0.398649526447494	733	True
coad	101	ADAM8	uc010quz.1	2.21114475027839	856	True
coad	23609	MKRN2	uc011aus.1	0.696299327429854	373	True
coad	23609	MKRN2	uc003bxd.2	17.9286987744603	416	True
coad	57695	USP37	uc010fvs.1	1.16430466165188	979	True
coad	57695	USP37	uc002vig.2	4.68402835166031	885	True
coad	85403	EAF1	uc011avq.1	1.75915369962489	167	True
coad	85403	EAF1	uc003bzu.2	12.3982157671356	268	True
coad	3455	IFNAR2	uc002yrc.2	0.0911138081878631	331	True
coad	3455	IFNAR2	uc002yrb.2	7.44879313490972	331	True
coad	285386	TPRG1	uc003frw.1	0.0	275	True
coad	285386	TPRG1	uc003frv.1	0.10592501101544	275	True
coad	55238	SLC38A7	uc002eob.1	0.0	0	True
coad	55238	SLC38A7	uc002eod.1	4.57680871667225	462	True
coad	9701	SAPS2	uc003bld.1	3.41825173152928	492	True
coad	9701	SAPS2	uc003blc.2	15.3317131678115	959	True
coad	727957	HEATR7A	uc003zbi.3	0.0	422	True
coad	727957	HEATR7A	uc010mft.2	8.55652452952861	1632	True
coad	23304	UBR2	uc011dut.1	4.78010773331758	342	True
coad	23304	UBR2	uc011dus.1	7.45996422317349	1399	True
coad	23353	SUN1	uc011jvq.1	7.52738752011268	682	True
coad	23353	SUN1	uc011jvp.1	7.40493008853529	785	True
coad	57153	SLC44A2	uc002mpe.3	24.0740699786904	704	True
coad	57153	SLC44A2	uc002mpf.2	69.7857275785119	706	True
coad	4684	NCAM1	uc001pns.2	1.43731285627318	241	True
coad	4684	NCAM1	uc001pnp.2	2.67110814880282	757	True
coad	84547	PGBD1	uc003nkz.2	0.103994786296083	809	True
coad	84547	PGBD1	uc003nky.2	1.33044163957686	809	True
coad	125144	NCRNA00188	uc010vwg.1	65.4028757029481	0	True
coad	125144	NCRNA00188	uc002gqb.3	403.708047202782	0	True
coad	55216	C11orf57	uc001pmv.3	0.0	292	True
coad	55216	C11orf57	uc001pmw.3	6.20037135436881	293	True
coad	79603	LASS4	uc002mjh.2	0.0	343	True
coad	79603	LASS4	uc002mjg.2	5.02450501882769	394	True
coad	79829	NAA40	uc010rmy.1	1.14415409285144	0	True
coad	79829	NAA40	uc009yoz.2	8.15635148814284	237	True
coad	728932	GPR89C	uc009wjm.2	0.0	320	True
coad	728932	GPR89C	uc001eou.3	1.05317324197519	320	True
coad	613	BCR	uc011aiy.1	5.64796794780509	860	True
coad	613	BCR	uc002zww.2	11.7418206339721	1271	True
coad	54149	C21orf91	uc002ykq.3	0.0	296	True
coad	54149	C21orf91	uc002yko.3	3.9416225271031	297	True
coad	9782	MATR3	uc003ldt.2	4.21480383160297	509	True
coad	9782	MATR3	uc003ldx.2	53.8014649561758	847	True
coad	7155	TOP2B	uc010hff.1	23.1261650798616	487	True
coad	7155	TOP2B	uc003cdj.2	25.9988270846271	1621	True
coad	9777	TM9SF4	uc010gdz.2	13.3567699935281	521	True
coad	9777	TM9SF4	uc002wxj.2	36.9487161265505	642	True
coad	5724	PTAFR	uc009vte.2	0.0	342	True
coad	5724	PTAFR	uc001bpl.2	3.95374407188169	342	True
coad	223	ALDH9A1	uc010pkz.1	13.0560309321339	508	True
coad	223	ALDH9A1	uc001gdh.1	62.9656054247512	518	True
coad	171389	NLRP6	uc010qvs.1	0.0	891	True
coad	171389	NLRP6	uc010qvt.1	0.334374065462512	890	True
coad	3394	IRF8	uc010chp.2	0.0	0	True
coad	3394	IRF8	uc002fjh.2	30.7260998988661	426	True
coad	197407	ZNF48	uc002dxz.1	0.0	495	True
coad	197407	ZNF48	uc002dya.1	7.77634017743407	618	True
coad	23155	CLCC1	uc009wet.1	0.0	366	True
coad	23155	CLCC1	uc001dwh.1	2.69953189349775	234	True
coad	56672	C11orf17	uc001mha.2	1.70519285730305	210	True
coad	56672	C11orf17	uc001mgx.2	6.43198262034512	210	True
coad	22898	DENND3	uc003ywb.2	2.28066950475469	248	True
coad	22898	DENND3	uc003yvy.2	5.39577356489188	1198	True
coad	10755	GIPC1	uc002myy.2	64.8545735564704	236	True
coad	10755	GIPC1	uc002myt.2	158.992335253714	333	True
coad	339	APOBEC1	uc010sgf.1	0.0	236	True
coad	339	APOBEC1	uc001qtc.2	3.02328514210462	191	True
coad	170959	ZNF431	uc002npp.2	1.29842131876671	576	True
coad	170959	ZNF431	uc010ecr.2	0.938865440390473	577	True
coad	55697	VAC14	uc002ezl.2	7.8308552557927	214	True
coad	55697	VAC14	uc002ezm.2	18.9395931116999	782	True
coad	100134938	UPK3BL	uc003uzy.2	0.0	0	True
coad	100134938	UPK3BL	uc010lij.1	5.47621397358398	263	True
coad	245711	SPDYA	uc002rmj.2	0.0	313	True
coad	245711	SPDYA	uc002rmk.2	0.169633401023127	313	True
coad	79767	ELMO3	uc002esc.2	7.48985414232166	607	True
coad	79767	ELMO3	uc002esa.2	35.2550548669402	773	True
coad	253512	SLC25A30	uc010tft.1	0.0	240	True
coad	253512	SLC25A30	uc001vag.2	4.87492360465389	291	True
coad	100216001	LOC100216001	uc001ihe.3	0.0191944077499285	0	True
coad	100216001	LOC100216001	uc001ihf.3	0.796811945858914	0	True
coad	56102	PCDHGB3	uc003ljw.1	0.0	929	True
coad	56102	PCDHGB3	uc011dat.1	0.272939682671071	813	True
coad	126295	ZNF57	uc010xha.1	0.0	523	True
coad	126295	ZNF57	uc002lwr.2	9.56588769845862	555	True
coad	92002	FAM58A	uc011myr.1	11.9047426880973	244	True
coad	92002	FAM58A	uc011mys.1	13.096556552216	224	True
coad	6785	ELOVL4	uc011dyt.1	0.0	0	True
coad	6785	ELOVL4	uc003pja.3	0.90144624425279	314	True
coad	221143	N6AMT2	uc001unp.2	1.73471765805749	0	True
coad	221143	N6AMT2	uc009zzr.1	6.1504137378974	214	True
coad	151258	SLC38A11	uc002ucw.1	0.0	406	True
coad	151258	SLC38A11	uc002ucu.1	0.177761714470138	384	True
coad	51520	LARS	uc011dbq.1	3.10963053006218	1130	True
coad	51520	LARS	uc003lnx.1	29.1177290175064	1176	True
coad	80167	C4orf29	uc003ift.2	0.0	295	True
coad	80167	C4orf29	uc003ifv.2	4.13579852824826	295	True
coad	146439	CCDC64B	uc002cte.3	5.47216599235263	301	True
coad	146439	CCDC64B	uc002ctf.3	41.6684425723462	508	True
coad	340371	NRBP2	uc003yzw.2	0.814722941078896	293	True
coad	340371	NRBP2	uc011lkt.1	5.87528791298555	501	True
coad	5305	PIP4K2A	uc010qcu.1	3.22444725476958	266	True
coad	5305	PIP4K2A	uc001irl.3	9.19745150559201	406	True
coad	54	ACP5	uc002msi.3	5.15549624682308	325	True
coad	54	ACP5	uc002msg.3	36.7589062322615	325	True
coad	27128	CYTH4	uc011amw.1	0.0	337	True
coad	27128	CYTH4	uc003arf.2	7.52874285075161	394	True
coad	79701	C17orf101	uc002ket.1	8.1591695644677	331	True
coad	79701	C17orf101	uc002keu.1	17.4291492928207	319	True
coad	90809	TMEM55B	uc001vxk.2	11.5902963813286	284	True
coad	90809	TMEM55B	uc001vxl.2	22.5115824301709	277	True
coad	55552	ZNF823	uc010dyi.1	0.143580098904214	566	True
coad	55552	ZNF823	uc002msm.2	7.26495043558925	610	True
coad	23113	CUL9	uc003oul.2	0.0	2489	True
coad	23113	CUL9	uc003ouk.2	3.97713023869658	2517	True
coad	548645	DNAJC25	uc004bfm.2	2.76035354068097	238	True
coad	548645	DNAJC25	uc004bfl.2	5.22840494337703	360	True
coad	29924	EPN1	uc010etd.2	64.0237456676807	575	True
coad	29924	EPN1	uc002qlw.2	102.692349222684	576	True
coad	7275	TUB	uc001mga.2	0.0	506	True
coad	7275	TUB	uc010rbk.1	1.27105976614927	512	True
coad	54033	RBM11	uc002yjo.3	0.0	281	True
coad	54033	RBM11	uc002yjp.3	0.0	167	True
coad	51619	UBE2D4	uc003tjb.1	1.822898164487	109	True
coad	51619	UBE2D4	uc003tja.1	11.0226967408439	147	True
coad	114899	C1QTNF3	uc003jim.2	0.128970785550741	126	True
coad	114899	C1QTNF3	uc003jio.2	3.49635426605875	319	True
coad	404734	ANKHD1-EIF4EBP3	uc003lfs.1	5.16681051941585	2617	True
coad	404734	ANKHD1-EIF4EBP3	uc003lfx.1	10.3569635731325	762	True
coad	132	ADK	uc010qlb.1	0.0	305	True
