Tumor	Normal_transcript	Tumor_transcript	Random	nIsoLength	tIsoLength	nIsoSpecificLength	tIsoSpecificLength
kich	uc004elb.2	uc004elf.2	NonRandom	288	288	0	0
kich	uc003dig.2	uc011bew.1	NonRandom	526	526	33	33
kich	uc003ndn.2	uc003ndl.2	NonRandom	0	0	0	0
kich	uc003mzc.3	uc010jop.2	NonRandom	401	0	0	0
kich	uc001wuz.3	uc001wvg.3	NonRandom	792	804	9	21
kich	uc009xfa.2	uc001hsr.1	NonRandom	282	2597	282	2597
kich	uc002mkd.2	uc002mkc.2	NonRandom	670	669	1	0
kich	uc002ezc.2	uc002eza.2	NonRandom	789	126	663	0
kich	uc001dmf.2	uc010osn.1	NonRandom	0	0	0	0
kich	uc002blh.2	uc002bll.2	NonRandom	829	181	648	0
kich	uc001uqp.2	uc010aak.2	NonRandom	685	685	0	0
kich	uc001bqv.2	uc001bqu.2	NonRandom	105	105	0	0
kich	uc002act.2	uc010ugg.1	NonRandom	554	359	195	0
kich	uc010tef.1	uc001uvd.2	NonRandom	739	524	236	21
kich	uc004api.2	uc004aph.2	NonRandom	333	333	0	0
kich	uc003gze.2	uc003gzf.2	NonRandom	292	257	35	0
kich	uc003exu.1	uc003ext.1	NonRandom	140	140	31	31
kich	uc001wrk.3	uc010amj.2	NonRandom	319	0	0	0
kich	uc010wdh.1	uc010wdg.1	NonRandom	385	1108	188	911
kich	uc010qxu.1	uc001lyf.2	NonRandom	244	450	0	206
kich	uc002bbg.2	uc002bbi.2	NonRandom	375	195	199	19
kich	uc003huf.3	uc010ild.2	NonRandom	386	0	0	0
kich	uc001unv.2	uc001unt.2	NonRandom	330	412	0	82
kich	uc003adk.2	uc011akg.1	NonRandom	271	0	0	0
kich	uc003lma.2	uc003lly.2	NonRandom	474	474	0	0
kich	uc004dpo.2	uc004dpm.2	NonRandom	778	778	0	0
kich	uc001znl.2	uc010bcd.1	NonRandom	195	0	0	0
kich	uc001cpb.3	uc010olv.1	NonRandom	461	251	210	0
kich	uc002zjx.2	uc002zjy.2	NonRandom	433	433	0	0
kich	uc002klm.3	uc002kll.3	NonRandom	2005	0	0	0
kich	uc002xxm.1	uc002xxl.1	NonRandom	431	431	0	0
kich	uc004exj.2	uc011mvk.1	NonRandom	365	331	34	0
kich	uc011csr.1	uc003kcz.3	NonRandom	1392	669	723	0
kich	uc004dzt.3	uc004dzv.3	NonRandom	1893	1080	847	34
kich	uc003tta.2	uc010kzr.2	NonRandom	530	457	73	0
kich	uc001dit.3	uc001diw.2	NonRandom	1403	1030	429	56
kich	uc001mxf.2	uc010rfi.1	NonRandom	504	450	54	0
kich	uc002gnz.3	uc002gnw.3	NonRandom	826	482	344	0
kich	uc002gsr.1	uc002gsq.1	NonRandom	1269	1140	129	0
kich	uc003irx.2	uc003irv.2	NonRandom	385	777	0	392
kich	uc001sqs.2	uc001squ.2	NonRandom	478	478	0	0
kich	uc003kwj.2	uc003kwi.2	NonRandom	533	533	0	0
kich	uc002gij.2	uc010cne.1	NonRandom	393	0	0	0
kich	uc001yek.2	uc001yel.2	NonRandom	0	0	0	0
kich	uc001hok.2	uc010pvd.1	NonRandom	856	765	91	0
kich	uc001ses.2	uc001sev.2	NonRandom	153	235	0	82
kich	uc001qqv.1	uc010sfk.1	NonRandom	458	185	273	0
kich	uc002iay.2	uc010wgs.1	NonRandom	1384	0	0	0
kich	uc001gqj.3	uc001gqk.3	NonRandom	526	526	0	0
kich	uc001xjc.2	uc001xjd.2	NonRandom	675	641	34	0
kich	uc003jnq.3	uc003jnp.3	NonRandom	520	201	319	0
kich	uc003gfr.2	uc003gfn.2	NonRandom	737	0	0	0
kich	uc001set.2	uc001sew.2	NonRandom	0	222	0	0
kich	uc002ktw.2	uc010xap.1	NonRandom	897	235	667	5
kich	uc002hun.1	uc002hul.3	NonRandom	457	462	55	60
kich	uc001ajl.1	uc001ajk.1	NonRandom	268	999	268	999
kich	uc001csg.2	uc001csf.2	NonRandom	168	168	0	0
kich	uc004bas.2	uc011lvf.1	NonRandom	929	768	161	0
kich	uc003vvm.2	uc010lng.2	NonRandom	941	0	0	0
kich	uc002gee.2	uc002gec.2	NonRandom	172	172	0	0
kich	uc003ltl.1	uc003ltm.1	NonRandom	673	667	6	0
kich	uc003mug.2	uc003muf.2	NonRandom	376	179	197	0
kich	uc009xqs.1	uc001jte.1	NonRandom	0	545	0	0
kich	uc003bug.2	uc003bui.2	NonRandom	420	420	0	0
kich	uc002xty.2	uc010ghy.2	NonRandom	971	592	379	0
kich	uc003iap.3	uc011cfx.1	NonRandom	1244	1166	92	14
kich	uc001irl.3	uc010qcu.1	NonRandom	406	266	154	14
kich	uc001rhk.3	uc001rhj.3	NonRandom	706	274	432	0
kich	uc001bfs.3	uc010odt.1	NonRandom	351	288	63	0
kich	uc010xel.1	uc002lil.2	NonRandom	1216	1216	28	28
kich	uc001dnw.2	uc001dnx.2	NonRandom	1327	105	1230	8
kich	uc004cwx.3	uc004cwy.3	NonRandom	675	675	0	0
kich	uc003bim.3	uc003bio.3	NonRandom	132	125	38	31
kich	uc002rgz.2	uc010ykx.1	NonRandom	474	400	74	0
kich	uc003knf.2	uc010jbn.2	NonRandom	1710	436	1274	0
kich	uc002dwp.2	uc002dwq.2	NonRandom	318	256	62	0
kich	uc002rrk.3	uc002rrj.3	NonRandom	1333	932	401	0
kich	uc010pvb.1	uc010puz.1	NonRandom	1134	367	767	0
kich	uc010eli.2	uc010xyt.1	NonRandom	902	1365	902	1365
kich	uc001tkb.1	uc010swg.1	NonRandom	803	468	335	0
kich	uc002kra.2	uc010wzu.1	NonRandom	172	172	0	0
kich	uc002dgr.2	uc010bwc.2	NonRandom	287	0	0	0
kich	uc003zgn.1	uc010mgx.1	NonRandom	1352	330	1045	23
kich	uc003zew.3	uc011llo.1	NonRandom	461	482	0	21
kich	uc002xtw.1	uc002xtv.1	NonRandom	1659	956	708	5
kich	uc010ynk.1	uc010fah.2	NonRandom	370	0	0	0
kich	uc003krf.2	uc011cwd.1	NonRandom	224	136	88	0
kich	uc001iqg.1	uc009xkc.1	NonRandom	529	0	0	0
kich	uc010cgg.2	uc002faz.2	NonRandom	822	239	583	0
kich	uc003wss.2	uc011kww.1	NonRandom	1327	1090	237	0
kich	uc003huo.2	uc011cef.1	NonRandom	375	166	209	0
kich	uc001fvx.2	uc010pjg.1	NonRandom	709	451	258	0
kich	uc004ecp.3	uc004ecq.3	NonRandom	2492	2454	38	0
kich	uc002oyg.1	uc010ejd.2	NonRandom	593	0	0	0
kich	uc004edb.2	uc010nmb.2	NonRandom	337	337	0	0
kich	uc003gvn.2	uc003gvk.2	NonRandom	759	210	549	0
kich	uc001wmd.2	uc001wlv.2	NonRandom	546	546	0	0
kich	uc003ssf.3	uc003ssd.3	NonRandom	1657	161	1503	7
kich	uc010boz.2	uc010boy.2	NonRandom	0	0	0	0
kich	uc001qfn.2	uc001qfk.2	NonRandom	1156	1023	146	13
kich	uc003pqe.2	uc003pqd.2	NonRandom	283	198	85	0
kich	uc003wnv.1	uc011kwc.1	NonRandom	1143	597	546	0
kich	uc001axs.2	uc001axr.2	NonRandom	245	263	113	131
kich	uc001kyg.2	uc001kye.2	NonRandom	547	547	0	0
kich	uc001kin.2	uc001kio.2	NonRandom	2061	2048	13	0
kich	uc003auf.2	uc003auh.2	NonRandom	564	297	267	0
kich	uc011lzh.1	uc011lzj.1	NonRandom	1069	408	661	0
kich	uc001zrr.3	uc001zrp.2	NonRandom	1977	389	1588	0
kich	uc003jnf.2	uc010ivj.1	NonRandom	193	0	0	0
kich	uc003axo.3	uc003axq.3	NonRandom	191	233	30	72
kich	uc003nfb.2	uc010jpz.2	NonRandom	276	167	176	67
kich	uc003cgx.2	uc010hgs.2	NonRandom	2109	166	2062	119
kich	uc001rys.1	uc001ryv.3	NonRandom	1093	0	0	0
kich	uc004dae.2	uc010nfr.2	NonRandom	519	112	407	0
kich	uc002ial.2	uc010wgq.1	NonRandom	466	266	200	0
kich	uc001kqq.1	uc010qpn.1	NonRandom	538	401	137	0
kich	uc003ivx.2	uc003ivy.2	NonRandom	1133	739	403	9
kich	uc001xww.2	uc001xxa.2	NonRandom	736	281	455	0
kich	uc002ewy.2	uc002ewz.3	NonRandom	612	534	84	6
kich	uc004ewk.1	uc004ewm.1	NonRandom	416	354	62	0
kich	uc003cms.3	uc011azr.1	NonRandom	765	559	206	0
kich	uc001tbh.2	uc009zsr.2	NonRandom	1220	0	0	0
kich	uc001sib.2	uc010spw.1	NonRandom	508	305	291	88
kich	uc002zto.2	uc002ztn.2	NonRandom	840	799	67	26
kich	uc003hti.2	uc003htj.2	NonRandom	596	271	325	0
kich	uc003cvj.2	uc011bby.1	NonRandom	1151	599	552	0
kich	uc003nvf.3	uc003nvi.3	NonRandom	1126	1126	0	0
kich	uc001uwy.2	uc001uwz.2	NonRandom	944	922	22	0
kich	uc003emx.2	uc003emw.2	NonRandom	1925	81	1844	0
kich	uc003gro.2	uc003grp.2	NonRandom	808	694	115	1
kich	uc002aqb.2	uc010bhv.2	NonRandom	591	477	114	0
kich	uc001tfz.2	uc001tfy.2	NonRandom	1248	1237	11	0
kich	uc003sjc.2	uc003sjb.2	NonRandom	280	235	45	0
kich	uc001jal.2	uc010qez.1	NonRandom	1114	818	305	9
kich	uc002cqq.2	uc002cqp.2	NonRandom	409	439	0	30
kich	uc001gdt.1	uc010plf.1	NonRandom	609	491	120	2
kich	uc003qak.2	uc003qai.2	NonRandom	219	942	25	748
kich	uc004axj.2	uc011luy.1	NonRandom	1098	418	680	0
kich	uc003tdh.2	uc011kam.1	NonRandom	570	338	235	3
kich	uc002mgh.2	uc002mgj.1	NonRandom	1015	810	205	0
kich	uc001iij.2	uc001iik.2	NonRandom	2430	1274	1156	0
kich	uc004bvu.3	uc011mbj.1	NonRandom	277	266	25	14
kich	uc003hya.2	uc010ilt.1	NonRandom	565	509	60	4
kich	uc003zjm.1	uc010mhs.1	NonRandom	904	518	386	0
kich	uc011myp.1	uc010nud.1	NonRandom	235	235	0	0
kich	uc001xle.2	uc001xlf.3	NonRandom	307	232	76	1
kich	uc001jwj.2	uc001jwl.2	NonRandom	345	132	213	0
kich	uc001tgq.2	uc001tgp.2	NonRandom	1464	1114	350	0
kich	uc002cko.2	uc002ckp.1	NonRandom	363	0	0	0
kich	uc003jkf.3	uc003jkg.3	NonRandom	442	279	442	279
kich	uc001eai.1	uc009wfz.1	NonRandom	416	150	266	0
kich	uc003umo.2	uc011khz.1	NonRandom	964	684	280	0
kich	uc001fpd.2	uc001fpb.2	NonRandom	514	514	0	0
kich	uc001ate.3	uc010oau.1	NonRandom	869	847	22	0
kich	uc001ixv.2	uc010qer.1	NonRandom	745	764	0	19
kich	uc004ezk.2	uc004ezj.2	NonRandom	701	669	32	0
kich	uc002svm.3	uc002svl.2	NonRandom	370	148	222	0
kich	uc010dwe.2	uc002mka.2	NonRandom	730	595	135	0
kich	uc003hbf.1	uc003hbe.1	NonRandom	894	894	0	0
kich	uc002kod.1	uc002kof.2	NonRandom	933	367	566	0
kich	uc002tbf.2	uc002tbl.2	NonRandom	1273	425	848	0
kich	uc003hst.2	uc010iku.2	NonRandom	1228	531	697	0
kich	uc001wao.2	uc001wan.2	NonRandom	1047	191	856	0
kich	uc003akk.2	uc003aki.2	NonRandom	617	392	264	39
kich	uc001aic.2	uc009vkw.2	NonRandom	446	446	0	0
kich	uc002otv.2	uc002otw.2	NonRandom	526	464	67	5
kich	uc001jsz.2	uc001jta.2	NonRandom	409	409	0	0
kich	uc002iyk.1	uc010ddk.1	NonRandom	1181	720	461	0
kich	uc003txs.1	uc011ket.1	NonRandom	578	128	578	128
kich	uc002fxz.3	uc002fyb.3	NonRandom	1332	1328	10	6
kich	uc003jhj.3	uc010iuj.2	NonRandom	442	177	331	66
kich	uc002oef.1	uc002oed.1	NonRandom	409	409	0	0
kich	uc002ipm.2	uc010wmg.1	NonRandom	611	166	445	0
kich	uc002etl.2	uc002etm.1	NonRandom	727	214	513	0
kich	uc003xeo.2	uc011lad.1	NonRandom	389	0	0	0
kich	uc010ifj.2	uc003gto.2	NonRandom	295	296	0	1
kich	uc003znk.2	uc011lmz.1	NonRandom	955	675	280	0
kich	uc001bfu.2	uc009vqi.1	NonRandom	1239	1127	112	0
kich	uc003vsm.2	uc003vsj.2	NonRandom	0	128	0	0
kich	uc002amf.2	uc010uik.1	NonRandom	520	271	249	0
kich	uc001bsi.1	uc001bsf.1	NonRandom	1186	854	339	7
kich	uc003jkl.3	uc003jkn.2	NonRandom	2804	391	2439	26
kich	uc002bby.2	uc010bkr.2	NonRandom	1400	658	742	0
kich	uc003uuf.1	uc003uue.2	NonRandom	326	326	0	0
kich	uc002kcf.1	uc010wva.1	NonRandom	389	357	32	0
kich	uc002pkx.2	uc002pkw.1	NonRandom	779	177	628	26
kich	uc001xrx.2	uc001xsa.2	NonRandom	1281	355	927	1
kich	uc001mib.2	uc001mid.2	NonRandom	1849	493	1356	0
kich	uc001mvx.2	uc001mvw.2	NonRandom	361	493	0	132
kich	uc003vgn.2	uc011kmr.1	NonRandom	697	313	384	0
kich	uc001epm.3	uc009wji.2	NonRandom	897	616	281	0
kich	uc001uqw.2	uc001uqv.2	NonRandom	499	502	56	59
kich	uc004cxi.2	uc011mis.1	NonRandom	157	195	157	195
kich	uc003kxo.2	uc003kxm.2	NonRandom	699	281	418	0
kich	uc002tzd.3	uc010zch.1	NonRandom	727	500	227	0
kich	uc003ura.2	uc003urb.2	NonRandom	573	573	0	0
kich	uc002xho.3	uc002xhp.3	NonRandom	326	0	0	0
kich	uc003ire.2	uc003irf.2	NonRandom	293	162	131	0
kich	uc001wiz.2	uc001wiw.2	NonRandom	535	152	383	0
kich	uc001pub.2	uc001pua.2	NonRandom	483	183	300	0
kich	uc002yzi.2	uc010goq.2	NonRandom	662	662	0	0
kich	uc002zdi.2	uc011aey.1	NonRandom	334	259	75	0
kich	uc003xkj.2	uc010lvy.2	NonRandom	1338	1121	217	0
kich	uc002wii.2	uc002wij.3	NonRandom	1177	916	282	21
kich	uc010ruv.1	uc001phi.2	NonRandom	403	469	0	66
kich	uc004aur.2	uc011luh.1	NonRandom	506	311	228	33
kich	uc003bxf.3	uc011aut.1	NonRandom	648	433	215	0
kich	uc003eff.3	uc003efg.2	NonRandom	819	399	420	0
kich	uc010ygn.1	uc010ygo.1	NonRandom	536	558	536	558
kich	uc001ctd.3	uc009vzb.2	NonRandom	1151	914	237	0
kich	uc002ehi.3	uc002ehj.2	NonRandom	1139	849	331	41
kich	uc002sih.1	uc010yra.1	NonRandom	512	495	512	495
kich	uc001tar.2	uc001taq.2	NonRandom	2479	1539	940	0
kich	uc003bsm.2	uc003bsh.2	NonRandom	424	324	108	8
kich	uc003emb.2	uc003emd.1	NonRandom	0	0	0	0
kich	uc002svu.2	uc002svt.2	NonRandom	2136	746	1390	0
kich	uc010qlg.1	uc010qlf.1	NonRandom	0	0	0	0
kich	uc002oym.2	uc002oyl.3	NonRandom	700	700	0	0
kich	uc003uih.2	uc011khb.1	NonRandom	760	672	88	0
kich	uc003fqs.2	uc003fqv.2	NonRandom	407	312	116	21
kich	uc009vyx.1	uc010onc.1	NonRandom	650	408	249	7
kich	uc003eas.2	uc003ear.2	NonRandom	457	495	0	38
kich	uc003ztq.1	uc003zto.1	NonRandom	1119	358	761	0
kich	uc003fjv.3	uc003fju.3	NonRandom	340	153	340	153
kich	uc002eqb.1	uc010vis.1	NonRandom	492	415	77	0
kich	uc002gnd.1	uc002gnf.2	NonRandom	319	798	319	798
kich	uc002tqq.1	uc002tqr.1	NonRandom	866	837	29	0
kich	uc002ieb.2	uc002iea.2	NonRandom	139	184	97	142
kich	uc003zle.2	uc003zld.2	NonRandom	420	309	256	145
kich	uc001rln.3	uc010skk.1	NonRandom	473	413	60	0
kich	uc002mtv.3	uc002mtw.3	NonRandom	641	609	32	0
kich	uc001yhq.2	uc001yhp.2	NonRandom	593	529	64	0
kich	uc001bom.2	uc001boi.2	NonRandom	529	232	297	0
kich	uc003ilc.2	uc003ilb.2	NonRandom	845	489	356	0
kich	uc004atw.2	uc010mrg.2	NonRandom	1118	385	733	0
kich	uc003cdh.2	uc011awl.1	NonRandom	448	455	53	60
kich	uc002sex.2	uc002sey.2	NonRandom	639	372	267	0
kich	uc001qib.2	uc001qhy.2	NonRandom	614	170	444	0
kich	uc003vsw.2	uc003vsx.2	NonRandom	2012	0	0	0
kich	uc010hli.2	uc003cyv.2	NonRandom	641	636	5	0
kich	uc003ytj.2	uc010mdt.2	NonRandom	872	860	12	0
kich	uc001pac.2	uc001paf.2	NonRandom	153	245	0	92
kich	uc002urz.2	uc010zge.1	NonRandom	791	253	538	0
kich	uc004bpc.2	uc010mws.2	NonRandom	767	0	0	0
kich	uc003gau.2	uc003gat.2	NonRandom	0	0	0	0
kich	uc003eiv.2	uc003eix.2	NonRandom	858	710	148	0
kich	uc002wni.1	uc010zrc.1	NonRandom	280	236	44	0
kich	uc001rks.2	uc001rkt.2	NonRandom	1747	0	0	0
kich	uc002xgx.2	uc002xgy.2	NonRandom	536	536	0	0
kich	uc001wxc.2	uc001wwz.2	NonRandom	1076	276	822	22
kich	uc003hsu.3	uc003hsv.3	NonRandom	514	900	11	397
kich	uc002gkd.2	uc010cns.2	NonRandom	1290	164	1150	24
kich	uc001rjd.2	uc001rje.1	NonRandom	1037	498	542	3
kich	uc001ibb.1	uc001iaz.1	NonRandom	329	825	3	499
kich	uc004flq.2	uc004flr.2	NonRandom	477	448	29	0
kich	uc003hrw.1	uc011cdo.1	NonRandom	1050	494	556	0
kich	uc010ssn.1	uc001srg.2	NonRandom	1711	586	1137	12
kich	uc001hxo.2	uc009xgc.2	NonRandom	1247	328	919	0
kich	uc003bao.1	uc003bas.1	NonRandom	609	559	65	15
kich	uc004bga.1	uc011lwv.1	NonRandom	418	297	121	0
kich	uc003eys.1	uc003eyr.1	NonRandom	338	338	0	0
kich	uc010mwk.2	uc004boi.2	NonRandom	313	313	0	0
kich	uc002phj.3	uc010xyv.1	NonRandom	543	226	317	0
kich	uc001mrm.2	uc001mrn.2	NonRandom	0	0	0	0
kich	uc001dpw.2	uc010otl.1	NonRandom	551	157	395	1
kich	uc010rzx.1	uc001pyx.2	NonRandom	698	738	0	40
kich	uc002xfw.2	uc010zvr.1	NonRandom	375	263	112	0
kich	uc011lyh.1	uc004ble.1	NonRandom	748	731	17	0
kich	uc001hvl.2	uc001hvm.1	NonRandom	2137	0	0	0
kich	uc001scf.2	uc001scd.2	NonRandom	454	443	62	51
kich	uc004fof.2	uc004fog.3	NonRandom	367	0	0	0
kich	uc002kne.2	uc010wzi.1	NonRandom	570	552	61	43
kich	uc001opj.2	uc010rqk.1	NonRandom	986	695	291	0
kich	uc004ahr.2	uc011lry.1	NonRandom	1101	246	855	0
kich	uc010ohb.1	uc001but.2	NonRandom	0	0	0	0
kich	uc001wqk.2	uc010tpf.1	NonRandom	706	660	46	0
kich	uc001ada.2	uc001adc.2	NonRandom	169	241	0	72
kich	uc001cfj.2	uc010ojj.1	NonRandom	429	245	184	0
kich	uc003ajh.2	uc003ajj.2	NonRandom	0	0	0	0
kich	uc001ggk.2	uc010pls.1	NonRandom	372	325	47	0
kich	uc001mso.1	uc001msp.2	NonRandom	260	0	0	0
kich	uc002rfs.3	uc002rfr.3	NonRandom	1144	731	435	22
kich	uc001smi.3	uc009zpa.2	NonRandom	317	172	191	46
kich	uc003eqx.1	uc011bmb.1	NonRandom	577	503	74	0
kich	uc002dbl.2	uc002dbj.2	NonRandom	971	0	0	0
kich	uc002noq.2	uc010eck.2	NonRandom	498	422	76	0
kich	uc003lvx.3	uc011ddk.1	NonRandom	1508	1507	1	0
kich	uc001ubt.2	uc001ubr.2	NonRandom	526	379	341	194
kich	uc003lda.2	uc003lcz.2	NonRandom	254	252	2	0
kich	uc002uag.2	uc010fon.2	NonRandom	1861	705	1168	12
kich	uc001eur.2	uc009wlt.2	NonRandom	636	344	292	0
kich	uc001pux.3	uc010ryv.1	NonRandom	999	888	111	0
kich	uc003lzb.2	uc011del.1	NonRandom	295	159	136	0
kich	uc003gch.2	uc003gck.2	NonRandom	143	238	143	238
kich	uc001vgo.2	uc010aea.2	NonRandom	852	313	539	0
kich	uc001iwx.3	uc001iww.3	NonRandom	923	735	188	0
kich	uc003cvz.3	uc003cwa.2	NonRandom	1384	1089	295	0
kich	uc001xrl.2	uc001xrj.2	NonRandom	979	198	781	0
kich	uc003nky.2	uc003nkz.2	NonRandom	809	809	0	0
kich	uc003vrk.2	uc011kpq.1	NonRandom	974	262	712	0
kich	uc001qhd.1	uc001qhc.1	NonRandom	1498	444	1105	51
kich	uc002xxz.2	uc010zzh.1	NonRandom	171	171	83	83
kich	uc010lqg.1	uc011kvm.1	NonRandom	608	527	99	18
kich	uc001hiw.1	uc010pta.1	NonRandom	962	913	49	0
kich	uc002ewg.1	uc010cfg.1	NonRandom	882	821	61	0
kich	uc003otq.2	uc010jyh.2	NonRandom	1698	691	1063	56
kich	uc010jck.2	uc003krw.3	NonRandom	1030	507	523	0
kich	uc010ytj.1	uc010ytk.1	NonRandom	1321	1269	52	0
kich	uc002sdb.2	uc002sdc.2	NonRandom	909	937	0	28
kich	uc003crq.2	uc011bbc.1	NonRandom	1105	0	0	0
kich	uc003llt.2	uc003llu.1	NonRandom	515	0	0	0
kich	uc004eqe.2	uc011mtk.1	NonRandom	630	291	339	0
kich	uc001zxf.2	uc001zxh.2	NonRandom	443	450	0	7
kich	uc002env.2	uc002ent.2	NonRandom	2376	314	2062	0
kich	uc003jku.1	uc003jkt.1	NonRandom	1391	1332	59	0
kich	uc001ouw.2	uc001oux.2	NonRandom	386	199	187	0
kich	uc003evw.1	uc003evv.1	NonRandom	293	224	69	0
kich	uc001mqb.2	uc010rdn.1	NonRandom	531	469	89	27
kich	uc002erx.1	uc002erv.1	NonRandom	746	0	0	0
kich	uc003neb.2	uc003nec.2	NonRandom	443	320	123	0
kich	uc002djl.2	uc010vbl.1	NonRandom	0	219	0	0
kich	uc002doq.1	uc002dos.1	NonRandom	538	538	0	0
kich	uc002crf.2	uc002crg.2	NonRandom	290	188	102	0
kich	uc003yug.2	uc003yue.1	NonRandom	394	109	286	1
kich	uc003avx.3	uc010gxp.2	NonRandom	729	181	548	0
kich	uc001rwj.3	uc001rwh.3	NonRandom	759	598	161	0
kich	uc001hhy.2	uc009xcw.2	NonRandom	356	356	0	0
kich	uc001spy.2	uc001spx.1	NonRandom	233	346	58	171
kich	uc001fez.1	uc001ffa.1	NonRandom	468	365	112	9
kich	uc010hjl.2	uc011bam.1	NonRandom	228	0	0	0
kich	uc003akb.2	uc003ake.2	NonRandom	192	136	56	0
kich	uc001sdc.3	uc001sdk.3	NonRandom	366	138	228	0
kich	uc003kxi.2	uc003kxh.2	NonRandom	1312	1173	139	0
kich	uc003xeg.2	uc003xej.2	NonRandom	1870	0	0	0
kich	uc001oes.2	uc001oeq.2	NonRandom	307	252	67	12
kich	uc002nkx.2	uc002nlb.2	NonRandom	1082	1082	0	0
kich	uc004bed.2	uc011lwd.1	NonRandom	913	381	532	0
kich	uc002fhi.2	uc002fhh.2	NonRandom	1052	556	496	0
kich	uc003zji.2	uc003zjl.3	NonRandom	1344	1307	37	0
kich	uc001ktf.2	uc001ktj.1	NonRandom	483	575	0	92
kich	uc003hop.1	uc003hoq.1	NonRandom	247	353	0	106
kich	uc010ykz.1	uc010eyl.1	NonRandom	396	0	0	0
kich	uc001vyy.2	uc001vyz.2	NonRandom	371	357	14	0
kich	uc001vyl.1	uc010aif.2	NonRandom	161	161	0	0
kich	uc003xow.1	uc010lxj.1	NonRandom	756	533	231	8
kich	uc002rmg.2	uc010ymj.1	NonRandom	327	299	28	0
kich	uc003jqx.2	uc003jqy.2	NonRandom	299	0	0	0
kich	uc002olo.3	uc002olq.3	NonRandom	1087	1083	4	0
kich	uc003cit.2	uc003ciu.2	NonRandom	677	0	0	0
kich	uc003ltj.2	uc011dcn.1	NonRandom	636	154	482	0
kich	uc001uqi.2	uc001uqj.2	NonRandom	599	587	12	0
kich	uc003ztx.2	uc003ztz.2	NonRandom	502	502	0	0
kich	uc003kbz.3	uc011csd.1	NonRandom	414	195	232	13
kich	uc001atn.3	uc009vni.2	NonRandom	757	757	0	0
kich	uc002qvn.1	uc010evy.1	NonRandom	149	94	72	17
kich	uc002qqw.2	uc010yhp.1	NonRandom	792	702	90	0
kich	uc003vkb.2	uc011knw.1	NonRandom	926	414	512	0
kich	uc003bkv.3	uc003bkt.1	NonRandom	1838	630	1208	0
kich	uc001rld.2	uc010ski.1	NonRandom	736	533	247	44
kich	uc002uwh.2	uc002uwj.2	NonRandom	161	81	134	54
kich	uc002rck.1	uc010exm.1	NonRandom	323	323	0	0
kich	uc004bbi.1	uc011lvk.1	NonRandom	612	611	1	0
kich	uc010jib.2	uc011ddb.1	NonRandom	362	216	146	0
kich	uc001ean.2	uc001eao.2	NonRandom	380	311	69	0
kich	uc003dgs.3	uc003dgt.3	NonRandom	580	0	0	0
kich	uc003ela.3	uc003ele.2	NonRandom	621	273	348	0
kich	uc011lfd.1	uc003xyp.2	NonRandom	288	288	0	0
kich	uc001qyt.2	uc001qyu.2	NonRandom	372	303	69	0
kich	uc010fdj.1	uc002sfp.2	NonRandom	0	961	0	0
kich	uc001yno.2	uc001yns.2	NonRandom	573	0	0	0
kich	uc003hyh.2	uc011cfg.1	NonRandom	336	312	24	0
kich	uc001nfl.2	uc010rhm.1	NonRandom	486	485	1	0
kich	uc010lkq.2	uc003vkg.3	NonRandom	1255	950	305	0
kich	uc002qaj.1	uc002qak.1	NonRandom	164	217	0	53
kich	uc003iph.1	uc011cir.1	NonRandom	345	189	166	10
kich	uc002kui.3	uc010xat.1	NonRandom	519	263	338	82
kich	uc003nku.3	uc011dlf.1	NonRandom	344	270	74	0
kich	uc001voo.2	uc001vop.2	NonRandom	728	0	0	0
kich	uc002twu.1	uc002tws.1	NonRandom	239	0	0	0
kich	uc011che.1	uc003iif.2	NonRandom	122	159	24	61
kich	uc002oem.2	uc010xtj.1	NonRandom	563	540	23	0
kich	uc003ika.3	uc003ijz.3	NonRandom	1049	1048	1	0
kich	uc003qnb.2	uc003qna.2	NonRandom	285	285	0	0
kich	uc002mti.2	uc010xmh.1	NonRandom	540	474	66	0
kich	uc002ywk.2	uc002ywm.2	NonRandom	763	529	247	13
kich	uc002mqo.3	uc002mqm.2	NonRandom	851	859	0	8
kich	uc003oxa.1	uc003oxc.1	NonRandom	724	362	362	0
kich	uc002bdr.2	uc010unb.1	NonRandom	963	713	250	0
kich	uc001cdf.1	uc010ois.1	NonRandom	313	5425	6	5118
kich	uc001tbc.2	uc009zsq.2	NonRandom	478	0	0	0
kich	uc004cmp.2	uc004cmt.3	NonRandom	876	0	0	0
kich	uc002dtn.2	uc002dtm.2	NonRandom	400	400	0	0
kich	uc001mee.2	uc001mei.2	NonRandom	452	78	374	0
kich	uc002zjo.2	uc002zjt.2	NonRandom	1571	0	0	0
kich	uc003kcw.1	uc010ize.1	NonRandom	518	518	0	0
kich	uc010zks.1	uc010fwb.2	NonRandom	610	493	165	48
kich	uc003yqe.2	uc003yqg.2	NonRandom	873	0	0	0
kich	uc002shn.2	uc010fdy.2	NonRandom	196	149	47	0
kich	uc001jlk.2	uc009xpd.2	NonRandom	696	86	625	15
kich	uc003ess.2	uc003esr.2	NonRandom	179	179	0	0
kich	uc003gak.3	uc010ibf.2	NonRandom	983	850	133	0
kich	uc001xwq.2	uc001xwr.2	NonRandom	599	567	32	0
kich	uc001njs.2	uc001njp.2	NonRandom	1729	301	1439	11
kich	uc003kdc.3	uc011css.1	NonRandom	589	516	73	0
